,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1396,GCA_002435265.1,143,4.259755734286565,3357,GCA_002435265.1,4,91,0.11915400655347036,GCA_002435265.1,Zunongwangia,Flavobacteriaceae,4071001.0,88.1,True,GCA_002435265.1_merops.txt,2.0,GCA_002435265.1,267,7.953529937444147,0.05442176870748299,4.912796631590118e-07,0.0009825593263180236,0.06558583503172806,0.0004912796631590118
962,GCA_000737785.1,107,2.459204780510228,4351,GCA_000737785.1,3,58,0.0689496667432774,GCA_000737785.1,Chryseobacterium,Weeksellaceae,4718546.0,99.75,False,GCA_000737785.1_merops.txt,9.0,GCA_000737785.1,329,7.561480119512757,0.05454545454545454,1.9073672271076727e-06,0.0006357890757025575,0.06972486863538048,0.0019073672271076726
77,GCA_000422705.1,107,3.082685105157015,3471,GCA_000422705.1,3,54,0.08643042350907519,GCA_000422705.1,Flavobacterium,Flavobacteriaceae,4002854.0,99.65,False,GCA_000422705.1_merops.txt,3.0,GCA_000422705.1,279,8.038029386343993,0.05454545454545454,7.494652565394591e-07,0.0007494652565394591,0.0697002688581697,0.0007494652565394591
2347,GCA_003058265.1,107,2.9005150447275687,3689,GCA_003058265.1,3,63,0.0813228517213337,GCA_003058265.1,Muricauda,Flavobacteriaceae,4095960.0,99.34,False,GCA_003058265.1_merops.txt,2.0,GCA_003058265.1,316,8.566007047980483,0.05454545454545454,4.882860184181487e-07,0.0007324290276272229,0.07714919091006747,0.0004882860184181486
629,GCA_002310515.1,107,2.832186341979883,3778,GCA_002310515.1,3,62,0.07940709370037057,GCA_002310515.1,Elizabethkingia,Weeksellaceae,4093812.0,100.0,False,GCA_002310515.1_merops.txt,4.0,GCA_002310515.1,274,7.252514557967178,0.05454545454545454,9.770844386601047e-07,0.0007328133289950784,0.06693028404821717,0.0009770844386601046
2025,GCA_002310535.1,107,2.832186341979883,3778,GCA_002310535.1,3,62,0.07940709370037057,GCA_002310535.1,Elizabethkingia,Weeksellaceae,4093812.0,100.0,False,GCA_002310535.1_merops.txt,4.0,GCA_002310535.1,274,7.252514557967178,0.05454545454545454,9.770844386601047e-07,0.0007328133289950784,0.06693028404821717,0.0009770844386601046
902,GCA_001280435.1,142,4.280976786252638,3317,GCA_001280435.1,4,76,0.12059089538739826,GCA_001280435.1,TPBH4,Flavobacteriaceae,3827241.0,99.67,False,GCA_001280435.1_merops.txt,2.0,GCA_001280435.1,276,8.32077178173048,0.0547945205479452,5.225696526557904e-07,0.0010451393053115808,0.07211461206649908,0.0005225696526557904
1546,GCA_003298875.1,106,2.612124199112863,4058,GCA_003298875.1,3,64,0.07392804337111877,GCA_003298875.1,Elizabethkingia,Weeksellaceae,4340507.0,100.0,False,GCA_003298875.1_merops.txt,3.0,GCA_003298875.1,296,7.294233612617053,0.05504587155963303,6.911634977204276e-07,0.0006911634977204275,0.06819479844174885,0.0006911634977204275
1828,GCA_003385115.1,210,4.8331415420023,4345,GCA_003385115.1,6,143,0.1380897583429229,GCA_003385115.1,Flavobacterium,Flavobacteriaceae,5124726.0,99.29,False,GCA_003385115.1_merops.txt,7.0,GCA_003385115.1,357,8.216340621403912,0.05555555555555555,1.3659266856413397e-06,0.001170794301978291,0.06966226096770832,0.0013659266856413397
1947,GCA_002023505.1,105,2.8901734104046244,3633,GCA_002023505.1,3,58,0.08257638315441783,GCA_002023505.1,Elizabethkingia,Weeksellaceae,4029713.0,100.0,False,GCA_002023505.1_merops.txt,3.0,GCA_002023505.1,279,7.679603633360858,0.05555555555555555,7.444698915282552e-07,0.0007444698915282553,0.06923569991212773,0.0007444698915282553
1399,GCA_000374405.1,35,1.4736842105263157,2375,GCA_000374405.1,1,6,0.042105263157894736,GCA_000374405.1,Riemerella,Weeksellaceae,2436793.0,100.0,False,GCA_000374405.1_merops.txt,2.0,GCA_000374405.1,154,6.484210526315789,0.05555555555555555,8.207508803579131e-07,0.00041037544017895653,0.06319781778755931,0.0008207508803579131
2452,GCA_000723205.1,174,4.857621440536013,3582,GCA_000723205.1,5,97,0.13958682300390843,GCA_000723205.1,Formosa,Flavobacteriaceae,4228350.0,99.01,False,GCA_000723205.1_merops.txt,1.0,GCA_000723205.1,281,7.844779452819655,0.055865921787709494,2.3649887071789233e-07,0.0011824943535894616,0.06645618267172775,0.00023649887071789232
1030,GCA_001975575.1,139,4.275607505382959,3251,GCA_001975575.1,4,72,0.12303906490310675,GCA_001975575.1,TPBH4,Flavobacteriaceae,3730281.0,99.67,False,GCA_001975575.1_merops.txt,2.0,GCA_001975575.1,273,8.397416179637036,0.055944055944055944,5.36152638366922e-07,0.001072305276733844,0.07318483513708485,0.000536152638366922
1349,GCA_000813825.1,104,2.779262426509888,3742,GCA_000813825.1,3,49,0.08017103153393908,GCA_000813825.1,Chryseobacterium,Weeksellaceae,4126328.0,100.0,False,GCA_000813825.1_merops.txt,3.0,GCA_000813825.1,336,8.979155531801176,0.056074766355140186,7.270386648855835e-07,0.0007270386648855835,0.08142833046718535,0.0007270386648855835
2453,GCA_002814075.1,173,4.7514419115627575,3641,GCA_002814075.1,5,104,0.137324910738808,GCA_002814075.1,Polaribacter,Flavobacteriaceae,4526271.0,99.33,False,GCA_002814075.1_merops.txt,2.0,GCA_002814075.1,269,7.388080197747872,0.056179775280898875,4.4186483752298523e-07,0.0011046620938074633,0.05943082064684151,0.00044186483752298525
1480,GCA_003687485.1,138,3.400689995071464,4058,GCA_003687485.1,4,70,0.09857072449482504,GCA_003687485.1,Euzebyella,Flavobacteriaceae,4707469.0,99.65,False,GCA_003687485.1_merops.txt,6.0,GCA_003687485.1,370,9.117792015771316,0.056338028169014086,1.2745702627038011e-06,0.0008497135084692008,0.07859849953340108,0.001274570262703801
47,GCA_002379965.1,138,3.6898395721925135,3740,GCA_002379965.1,4,72,0.10695187165775401,GCA_002379965.1,Euzebyella,Flavobacteriaceae,4408305.0,96.49,True,GCA_002379965.1_merops.txt,5.0,GCA_002379965.1,344,9.197860962566844,0.056338028169014086,1.1342227908459146e-06,0.0009073782326767317,0.07803452801019893,0.0011342227908459146
1238,GCA_002379725.1,69,2.0210896309314585,3414,GCA_002379725.1,2,30,0.05858230814294083,GCA_002379725.1,Empedobacter,Weeksellaceae,3426729.0,95.64,True,GCA_002379725.1_merops.txt,2.0,GCA_002379725.1,216,6.32688927943761,0.056338028169014086,5.836469706241725e-07,0.0005836469706241725,0.06303387282741063,0.0005836469706241725
2301,GCA_002022105.1,103,2.9725829725829724,3465,GCA_002022105.1,3,58,0.08658008658008658,GCA_002022105.1,Elizabethkingia,Weeksellaceae,3873125.0,100.0,False,GCA_002022105.1_merops.txt,3.0,GCA_002022105.1,270,7.792207792207792,0.05660377358490566,7.745683395191221e-07,0.0007745683395191221,0.06971115055672099,0.0007745683395191221
280,GCA_002887275.1,103,2.9725829725829724,3465,GCA_002887275.1,3,58,0.08658008658008658,GCA_002887275.1,Elizabethkingia,Weeksellaceae,3873114.0,100.0,False,GCA_002887275.1_merops.txt,3.0,GCA_002887275.1,270,7.792207792207792,0.05660377358490566,7.745705393644494e-07,0.0007745705393644494,0.06971134854280044,0.0007745705393644494
1855,GCA_002693005.1,68,1.9807748325080103,3433,GCA_002693005.1,2,9,0.05825808330905913,GCA_002693005.1,Marinirhabdus,Flavobacteriaceae,3752386.0,99.24,True,GCA_002693005.1_merops.txt,3.0,GCA_002693005.1,316,9.204777162831343,0.05714285714285714,7.994913103289481e-07,0.0005329942068859655,0.08421308468798253,0.000799491310328948
935,GCA_002943655.1,102,2.318708797453967,4399,GCA_002943655.1,3,45,0.0681973175721755,GCA_002943655.1,Chryseobacterium,Weeksellaceae,4889274.0,100.0,False,GCA_002943655.1_merops.txt,10.0,GCA_002943655.1,352,8.001818595135259,0.05714285714285714,2.045293432112825e-06,0.0006135880296338474,0.07199432881037145,0.002045293432112825
1421,GCA_002435115.1,102,2.6248069994853322,3886,GCA_002435115.1,3,43,0.07720020586721565,GCA_002435115.1,Maribacter,Flavobacteriaceae,4374587.0,98.48,True,GCA_002435115.1_merops.txt,4.0,GCA_002435115.1,319,8.208955223880597,0.05714285714285714,9.143720310054412e-07,0.0006857790232540809,0.07292116947268394,0.0009143720310054412
2433,GCA_002094855.1,235,5.764042187883248,4077,GCA_002094855.1,7,160,0.17169487368162864,GCA_002094855.1,Zunongwangia,Flavobacteriaceae,4780723.0,99.62,False,GCA_002094855.1_merops.txt,2.0,GCA_002094855.1,324,7.9470198675496695,0.05785123966942149,4.183467647048365e-07,0.0014642136764669276,0.06777217588218351,0.0004183467647048365
1121,GCA_002256285.1,100,3.0066145520144314,3326,GCA_002256285.1,3,47,0.09019843656043296,GCA_002256285.1,Flavobacterium,Flavobacteriaceae,3771254.0,99.65,True,GCA_002256285.1_merops.txt,3.0,GCA_002256285.1,285,8.56885147324113,0.05825242718446602,7.954913670625208e-07,0.0007954913670625208,0.07557167987093948,0.0007954913670625208
2066,GCA_000733925.1,166,3.5424669227486127,4686,GCA_000733925.1,5,89,0.10670081092616304,GCA_000733925.1,Arenibacter,Flavobacteriaceae,5550230.0,99.67,False,GCA_000733925.1_merops.txt,5.0,GCA_000733925.1,372,7.93854033290653,0.05847953216374269,9.008635678161085e-07,0.0009008635678161085,0.06702424944551846,0.0009008635678161085
1717,GCA_002311725.1,33,1.3778705636743214,2395,GCA_002311725.1,1,7,0.04175365344467641,GCA_002311725.1,Kaistella,Weeksellaceae,2404650.0,98.68,True,GCA_002311725.1_merops.txt,2.0,GCA_002311725.1,175,7.306889352818372,0.058823529411764705,8.317218722059343e-07,0.00041586093610296716,0.07277566381801925,0.0008317218722059343
297,GCA_002383055.1,197,5.644699140401147,3490,GCA_002383055.1,6,143,0.17191977077363896,GCA_002383055.1,Flavobacterium,Flavobacteriaceae,3955846.0,98.94,True,GCA_002383055.1_merops.txt,2.0,GCA_002383055.1,245,7.020057306590258,0.059113300492610835,5.055808542597462e-07,0.0015167425627792385,0.06193365464681891,0.0005055808542597462
1500,GCA_900113135.1,164,4.381512156024579,3743,GCA_900113135.1,5,103,0.13358268768367618,GCA_900113135.1,Salegentibacter,Flavobacteriaceae,4298571.0,99.43,False,GCA_900113135.1_merops.txt,3.0,GCA_900113135.1,303,8.095110873630777,0.05917159763313609,6.979063507384198e-07,0.0011631772512306997,0.0704885414245804,0.0006979063507384198
431,GCA_002403935.1,98,4.376953997320232,2239,GCA_002403935.1,3,71,0.13398838767306834,GCA_002403935.1,Flavobacterium,Flavobacteriaceae,2509692.0,72.21,True,GCA_002403935.1_merops.txt,2.0,GCA_002403935.1,148,6.610093791871371,0.0594059405940594,7.969105372292695e-07,0.0011953658058439043,0.05897137975496595,0.0007969105372292695
879,GCA_000190595.1,98,2.9705971506517126,3299,GCA_000190595.1,3,51,0.09093664746892997,GCA_000190595.1,Cellulophaga,Flavobacteriaceae,3765936.0,99.67,False,GCA_000190595.1_merops.txt,1.0,GCA_000190595.1,274,8.305547135495605,0.0594059405940594,2.6553823538158907e-07,0.0007966147061447672,0.07275747649455541,0.00026553823538158906
870,GCA_001020565.1,98,2.774631936579841,3532,GCA_001020565.1,3,44,0.08493771234428087,GCA_001020565.1,Maribacter,Flavobacteriaceae,4050606.0,99.67,False,GCA_001020565.1_merops.txt,4.0,GCA_001020565.1,323,9.144960362400905,0.0594059405940594,9.87506560746713e-07,0.0007406299205600347,0.07974115478029707,0.0009875065607467131
28,GCA_002163675.1,163,4.738372093023256,3440,GCA_002163675.1,5,97,0.14534883720930233,GCA_002163675.1,Polaribacter,Flavobacteriaceae,3990261.0,99.66,False,GCA_002163675.1_merops.txt,2.0,GCA_002163675.1,258,7.5,0.05952380952380952,5.01220346238003e-07,0.0012530508655950075,0.06465742466470238,0.000501220346238003
2065,GCA_004368785.1,260,5.3707911588514765,4841,GCA_004368785.1,8,185,0.16525511258004544,GCA_004368785.1,Flavobacterium,Flavobacteriaceae,5727777.0,99.65,False,GCA_004368785.1_merops.txt,14.0,GCA_004368785.1,450,9.295600082627557,0.05970149253731343,2.4442292358798187e-06,0.0013967024205027534,0.07856451115327989,0.0024442292358798187
320,GCA_004634245.1,227,5.287677614721639,4293,GCA_004634245.1,7,152,0.1630561378989052,GCA_004634245.1,Flavobacterium,Flavobacteriaceae,5107880.0,99.65,False,GCA_004634245.1_merops.txt,5.0,GCA_004634245.1,351,8.176100628930817,0.05982905982905983,9.788796917703627e-07,0.0013704315684785078,0.06871735436227945,0.0009788796917703628
467,GCA_003006795.1,97,1.3735485698102519,7062,GCA_003006795.1,3,61,0.04248088360237893,GCA_003006795.1,Elizabethkingia,Weeksellaceae,3830668.0,76.95,False,GCA_003006795.1_merops.txt,2.0,GCA_003006795.1,223,3.1577456811101667,0.06,5.221021503299164e-07,0.0007831532254948746,0.058214389761785675,0.0005221021503299164
1098,GCA_002325685.1,129,4.017440049828714,3211,GCA_002325685.1,4,84,0.12457178449081284,GCA_002325685.1,Leeuwenhoekiella,Flavobacteriaceae,3782273.0,91.46,True,GCA_002325685.1_merops.txt,4.0,GCA_002325685.1,237,7.38087823108066,0.06015037593984962,1.0575651202332565e-06,0.0010575651202332564,0.06266073337382046,0.0010575651202332564
2482,GCA_001507425.1,193,3.850758180367119,5012,GCA_001507425.1,6,119,0.11971268954509177,GCA_001507425.1,Flavobacterium,Flavobacteriaceae,5828735.0,99.29,False,GCA_001507425.1_merops.txt,8.0,GCA_001507425.1,444,8.85873902633679,0.06030150753768844,1.3725105018498869e-06,0.001029382876387415,0.07617433285266872,0.001372510501849887
953,GCA_002217245.1,64,2.327272727272727,2750,GCA_002217245.1,2,12,0.07272727272727272,GCA_002217245.1,Flavobacterium,Flavobacteriaceae,3159371.0,99.29,False,GCA_002217245.1_merops.txt,3.0,GCA_002217245.1,209,7.6,0.06060606060606061,9.495560983499564e-07,0.0006330373988999708,0.06615240818504696,0.0009495560983499564
1028,GCA_002314375.1,95,2.1859180855959504,4346,GCA_002314375.1,3,43,0.06902899217671422,GCA_002314375.1,Chryseobacterium,Weeksellaceae,4797803.0,100.0,True,GCA_002314375.1_merops.txt,7.0,GCA_002314375.1,346,7.9613437643810405,0.061224489795918366,1.4590011303090186e-06,0.0006252861987038651,0.07211634158384578,0.0014590011303090185
1212,GCA_000737705.1,95,2.1625312997951287,4393,GCA_000737705.1,3,51,0.06829046209879354,GCA_000737705.1,Chryseobacterium,Weeksellaceae,4754478.0,100.0,False,GCA_000737705.1_merops.txt,9.0,GCA_000737705.1,335,7.625768267698612,0.061224489795918366,1.892952286244673e-06,0.0006309840954148911,0.07045989065466282,0.001892952286244673
854,GCA_000687915.1,157,4.244390375777237,3699,GCA_000687915.1,5,103,0.13517166801838335,GCA_000687915.1,Leeuwenhoekiella,Flavobacteriaceae,4281274.0,99.62,False,GCA_000687915.1_merops.txt,4.0,GCA_000687915.1,283,7.6507164098404985,0.06172839506172839,9.343013317998334e-07,0.0011678766647497919,0.06610181922483822,0.0009343013317998334
1062,GCA_014220695.1,94,2.044367116137451,4598,GCA_014220695.1,3,42,0.06524575902566333,GCA_014220695.1,Chryseobacterium,Weeksellaceae,5095369.0,100.0,False,GCA_014220695.1_merops.txt,7.0,GCA_014220695.1,347,7.54675946063506,0.061855670103092786,1.3737964806866784e-06,0.0005887699202942907,0.06810105411403963,0.0013737964806866784
908,GCA_014218815.1,94,2.1619135234590616,4348,GCA_014218815.1,3,42,0.06899724011039558,GCA_014218815.1,Chryseobacterium,Weeksellaceae,4786726.0,100.0,False,GCA_014218815.1_merops.txt,8.0,GCA_014218815.1,345,7.934682612695493,0.061855670103092786,1.6712884756720982e-06,0.0006267331783770369,0.07207431551335924,0.0016712884756720982
1581,GCA_014220365.1,94,2.162908421537045,4346,GCA_014220365.1,3,42,0.06902899217671422,GCA_014220365.1,Chryseobacterium,Weeksellaceae,4785644.0,100.0,False,GCA_014220365.1_merops.txt,8.0,GCA_014220365.1,345,7.938334100322135,0.061855670103092786,1.6716663420847851e-06,0.0006268748782817944,0.07209061100240637,0.0016716663420847852
1487,GCA_007197735.1,125,3.675389591296677,3401,GCA_007197735.1,4,54,0.11761246692149367,GCA_007197735.1,Formosa,Flavobacteriaceae,3934786.0,98.84,False,GCA_007197735.1_merops.txt,2.0,GCA_007197735.1,281,8.262275801234932,0.06201550387596899,5.082868547361915e-07,0.001016573709472383,0.07141430309043491,0.0005082868547361915
2351,GCA_002797535.1,125,3.3548040794417613,3726,GCA_002797535.1,4,67,0.10735373054213634,GCA_002797535.1,Chryseobacterium,Weeksellaceae,4113083.0,100.0,False,GCA_002797535.1_merops.txt,8.0,GCA_002797535.1,323,8.668813741277509,0.06201550387596899,1.9450130230778228e-06,0.0009725065115389114,0.07852990080676708,0.0019450130230778228
864,GCA_003520985.1,93,1.993996569468268,4664,GCA_003520985.1,3,45,0.06432246998284735,GCA_003520985.1,Chryseobacterium,Weeksellaceae,5180646.0,99.93,True,GCA_003520985.1_merops.txt,10.0,GCA_003520985.1,362,7.761578044596913,0.0625,1.9302612068070276e-06,0.0005790783620421083,0.0698754556864144,0.0019302612068070276
42,GCA_002909255.1,155,3.4110915492957745,4544,GCA_002909255.1,5,87,0.11003521126760564,GCA_002909255.1,Arenibacter,Flavobacteriaceae,5431642.0,99.67,False,GCA_002909255.1_merops.txt,5.0,GCA_002909255.1,349,7.680457746478873,0.0625,9.205319496388016e-07,0.0009205319496388017,0.06425313008478836,0.0009205319496388017
312,GCA_002943105.1,62,2.382782475019216,2602,GCA_002943105.1,2,32,0.07686395080707148,GCA_002943105.1,Cloacibacterium,Weeksellaceae,2841428.0,99.93,False,GCA_002943105.1_merops.txt,1.0,GCA_002943105.1,178,6.840891621829362,0.0625,3.5193571682970677e-07,0.0007038714336594135,0.06264455759568781,0.00035193571682970676
1253,GCA_000220525.2,155,5.45390570021112,2842,GCA_000220525.2,5,110,0.17593244194229415,GCA_000220525.2,Ochrovirga,Flavobacteriaceae,3384629.0,96.81,False,GCA_000220525.2_merops.txt,1.0,GCA_000220525.2,214,7.52990851513019,0.0625,2.954533569262687e-07,0.0014772667846313437,0.06322701838222151,0.0002954533569262687
618,GCA_000171875.1,93,2.7248754761207152,3413,GCA_000171875.1,3,36,0.08789920890711983,GCA_000171875.1,Winogradskyella,Flavobacteriaceae,3825707.0,98.84,False,GCA_000171875.1_merops.txt,2.0,GCA_000171875.1,296,8.67272194550249,0.0625,5.22779188265071e-07,0.0007841687823976065,0.07737131986323051,0.000522779188265071
796,GCA_002429285.1,216,5.694700764566307,3793,GCA_002429285.1,7,155,0.18455048774057475,GCA_002429285.1,Flavobacterium,Flavobacteriaceae,4315335.0,98.94,True,GCA_002429285.1_merops.txt,3.0,GCA_002429285.1,264,6.960189823358818,0.06278026905829596,6.951951586609151e-07,0.0016221220368754685,0.061177173962160526,0.000695195158660915
1894,GCA_013373385.1,61,2.279521674140508,2676,GCA_013373385.1,2,21,0.07473841554559044,GCA_013373385.1,Uncl. Flavobacteriaceae,Flavobacteriaceae,2943266.0,98.34,True,GCA_013373385.1_merops.txt,1.0,GCA_013373385.1,245,9.155455904334827,0.06349206349206349,3.3975862188466826e-07,0.0006795172437693366,0.08324086236174372,0.0003397586218846683
1532,GCA_001640115.1,121,3.4880368982415684,3469,GCA_001640115.1,4,74,0.11530700490054771,GCA_001640115.1,Polaribacter,Flavobacteriaceae,3942702.0,99.66,False,GCA_001640115.1_merops.txt,1.0,GCA_001640115.1,243,7.0049005477082735,0.064,2.5363316831959403e-07,0.001014532673278376,0.06163285990166135,0.000253633168319594
1132,GCA_000378485.1,149,3.7569339384770553,3966,GCA_000378485.1,5,102,0.12607160867372666,GCA_000378485.1,Flavobacterium,Flavobacteriaceae,4489248.0,99.46,False,GCA_000378485.1_merops.txt,3.0,GCA_000378485.1,308,7.766011094301563,0.06493506493506493,6.682633706135192e-07,0.0011137722843558653,0.06860837271632131,0.0006682633706135193
2251,GCA_000764435.1,119,3.0662200463797986,3881,GCA_000764435.1,4,60,0.1030662200463798,GCA_000764435.1,Cellulophaga,Flavobacteriaceae,4420065.0,99.67,False,GCA_000764435.1_merops.txt,3.0,GCA_000764435.1,329,8.47719659881474,0.06504065040650407,6.78723050452878e-07,0.0009049640672705039,0.07443329453299895,0.000678723050452878
1230,GCA_002323395.1,119,3.2136105860113418,3703,GCA_002323395.1,4,69,0.10802052389954091,GCA_002323395.1,Euzebyella,Flavobacteriaceae,4355495.0,93.54,True,GCA_002323395.1_merops.txt,6.0,GCA_002323395.1,315,8.506616257088846,0.06504065040650407,1.3775701728506173e-06,0.000918380115233745,0.07232243407465742,0.0013775701728506173
2023,GCA_000941055.1,118,4.127317243791535,2859,GCA_000941055.1,4,63,0.13990905911157747,GCA_000941055.1,Siansivirga,Flavobacteriaceae,3303986.0,99.67,False,GCA_000941055.1_merops.txt,1.0,GCA_000941055.1,214,7.485134662469395,0.06557377049180328,3.0266472073428885e-07,0.0012106588829371553,0.06477025023713781,0.00030266472073428883
1594,GCA_002831685.1,88,2.8748774910160075,3061,GCA_002831685.1,3,42,0.09800718719372753,GCA_002831685.1,Polaribacter,Flavobacteriaceae,3567309.0,99.66,False,GCA_002831685.1_merops.txt,3.0,GCA_002831685.1,241,7.873244037896113,0.06593406593406594,8.409700421241894e-07,0.0008409700421241894,0.06755792671730988,0.0008409700421241894
1678,GCA_002304005.1,203,4.6021310360462495,4411,GCA_002304005.1,7,125,0.1586941736567672,GCA_002304005.1,Flavobacterium,Flavobacteriaceae,5127275.0,99.65,False,GCA_002304005.1_merops.txt,5.0,GCA_002304005.1,371,8.41079120380866,0.06666666666666667,9.75176872705287e-07,0.0013652476217874017,0.07235812395473229,0.0009751768727052871
1850,GCA_900101815.1,145,3.4847392453737083,4161,GCA_900101815.1,5,73,0.1201634222542658,GCA_900101815.1,Pricia,Flavobacteriaceae,4851997.0,98.9,False,GCA_900101815.1_merops.txt,5.0,GCA_900101815.1,347,8.339341504446047,0.06666666666666667,1.0305035225701912e-06,0.0010305035225701912,0.07151694446637126,0.0010305035225701912
1129,GCA_002807055.1,145,4.686489980607628,3094,GCA_002807055.1,5,81,0.16160310277957335,GCA_002807055.1,Confluentibacter,Flavobacteriaceae,3519809.0,98.35,False,GCA_002807055.1_merops.txt,1.0,GCA_002807055.1,263,8.50032320620556,0.06666666666666667,2.8410632508752606e-07,0.0014205316254376301,0.07471996349801935,0.0002841063250875261
214,GCA_002023715.1,115,3.057697420898697,3761,GCA_002023715.1,4,69,0.10635469290082426,GCA_002023715.1,Elizabethkingia,Weeksellaceae,4154012.0,100.0,False,GCA_002023715.1_merops.txt,5.0,GCA_002023715.1,272,7.232119117256048,0.06722689075630252,1.2036556466375158e-06,0.0009629245173100126,0.06547886717708086,0.0012036556466375158
2327,GCA_003293825.1,115,3.011259492013616,3819,GCA_003293825.1,4,64,0.10473946059177797,GCA_003293825.1,Elizabethkingia,Weeksellaceae,4101886.0,100.0,False,GCA_003293825.1_merops.txt,2.0,GCA_003293825.1,280,7.331762241424457,0.06722689075630252,4.875805909769311e-07,0.0009751611819538621,0.06826128273677036,0.00048758059097693107
275,GCA_000766805.1,86,3.302611367127496,2604,GCA_000766805.1,3,50,0.1152073732718894,GCA_000766805.1,Polaribacter,Flavobacteriaceae,3012752.0,98.88,False,GCA_000766805.1_merops.txt,2.0,GCA_000766805.1,191,7.334869431643626,0.06741573033707865,6.638448833491771e-07,0.0009957673250237655,0.06339718635984641,0.0006638448833491771
918,GCA_003057865.1,86,2.5625744934445764,3356,GCA_003057865.1,3,45,0.08939213349225268,GCA_003057865.1,Muricauda,Flavobacteriaceae,3787458.0,99.34,False,GCA_003057865.1_merops.txt,2.0,GCA_003057865.1,289,8.611442193087008,0.06741573033707865,5.28058660980531e-07,0.0007920879914707965,0.07630447651168672,0.000528058660980531
1595,GCA_002691645.1,57,2.5401069518716577,2244,GCA_002691645.1,2,33,0.08912655971479501,GCA_002691645.1,UBA3478,Flavobacteriaceae,2479522.0,90.64,True,GCA_002691645.1_merops.txt,3.0,GCA_002691645.1,152,6.7736185383244205,0.06779661016949153,1.2099106198694748e-06,0.0008066070799129832,0.061302138073386726,0.0012099106198694748
2186,GCA_000143785.1,114,2.2183304144775247,5139,GCA_000143785.1,4,63,0.07783615489394824,GCA_000143785.1,Chryseobacterium,Weeksellaceae,5570640.0,100.0,False,GCA_000143785.1_merops.txt,9.0,GCA_000143785.1,379,7.374975676201595,0.06779661016949153,1.6156132868036707e-06,0.0007180503496905203,0.0680352706331768,0.0016156132868036708
2175,GCA_006778265.1,57,2.341824157764996,2434,GCA_006778265.1,2,7,0.08216926869350863,GCA_006778265.1,Flavobacterium,Flavobacteriaceae,2717677.0,99.29,False,GCA_006778265.1_merops.txt,3.0,GCA_006778265.1,199,8.17584223500411,0.06779661016949153,1.1038839420578677e-06,0.0007359226280385786,0.07322430148983856,0.0011038839420578676
121,GCA_001648155.1,114,2.60989010989011,4368,GCA_001648155.1,4,55,0.09157509157509157,GCA_001648155.1,Chryseobacterium,Weeksellaceae,4871648.0,100.0,False,GCA_001648155.1_merops.txt,4.0,GCA_001648155.1,333,7.623626373626374,0.06779661016949153,8.210773849013722e-07,0.0008210773849013722,0.06835469229303924,0.0008210773849013722
243,GCA_002707025.1,57,2.0169851380042463,2826,GCA_002707025.1,2,16,0.07077140835102619,GCA_002707025.1,BACL21,Flavobacteriaceae,3046076.0,98.35,True,GCA_002707025.1_merops.txt,1.0,GCA_002707025.1,227,8.032554847841473,0.06779661016949153,3.282912179472869e-07,0.0006565824358945739,0.07452210647403414,0.00032829121794728693
481,GCA_002893085.1,85,2.072665203608876,4101,GCA_002893085.1,3,35,0.0731528895391368,GCA_002893085.1,Chryseobacterium,Weeksellaceae,4458321.0,100.0,False,GCA_002893085.1_merops.txt,3.0,GCA_002893085.1,317,7.729821994635455,0.06818181818181818,6.728990577394494e-07,0.0006728990577394494,0.07110300043446849,0.0006728990577394494
197,GCA_001278825.1,85,3.8082437275985663,2232,GCA_001278825.1,3,51,0.13440860215053765,GCA_001278825.1,Capnocytophaga,Flavobacteriaceae,2614527.0,100.0,False,GCA_001278825.1_merops.txt,3.0,GCA_001278825.1,153,6.854838709677419,0.06818181818181818,1.1474350809917051e-06,0.0011474350809917051,0.058519189130576965,0.0011474350809917051
1509,GCA_000411575.1,85,3.6449399656946815,2332,GCA_000411575.1,3,54,0.1286449399656947,GCA_000411575.1,Capnocytophaga,Flavobacteriaceae,2788212.0,100.0,False,GCA_000411575.1_merops.txt,3.0,GCA_000411575.1,170,7.289879931389365,0.06818181818181818,1.0759583561077852e-06,0.0010759583561077853,0.060970973512774494,0.0010759583561077853
714,GCA_001677935.1,85,2.00424428200896,4241,GCA_001677935.1,3,36,0.07073803348266919,GCA_001677935.1,Chryseobacterium,Weeksellaceae,4661207.0,100.0,False,GCA_001677935.1_merops.txt,4.0,GCA_001677935.1,296,6.979485970290026,0.06818181818181818,8.581468276349881e-07,0.0006436101207262412,0.06350286524498912,0.0008581468276349882
236,GCA_002023335.1,113,2.7928818586258037,4046,GCA_002023335.1,4,63,0.09886307464162135,GCA_002023335.1,Elizabethkingia,Weeksellaceae,4429099.0,100.0,False,GCA_002023335.1_merops.txt,3.0,GCA_002023335.1,292,7.217004448838359,0.06837606837606838,6.773386641391398e-07,0.0009031182188521864,0.0659276299762096,0.0006773386641391398
