n_scaffolds	n_contigs	scaf_bp	contig_bp	gap_pct	scaf_N50	scaf_L50	ctg_N50	ctg_L50	scaf_N90	scaf_L90	ctg_N90	ctg_L90	scaf_max	ctg_max	scaf_n_gt50K	scaf_pct_gt50K	gc_avg	gc_std	filename
42	84	1336478	1324468	0.899	8	59532	10	36377	24	16134	38	8972	158579	139981	9	57.525	0.39754	0.01318	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002430545.1_ASM243054v1_genomic.fna
150	248	1432710	1402880	2.082	30	15541	41	9765	105	3927	148	2775	57629	34482	1	4.022	0.45728	0.01571	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002430755.1_ASM243075v1_genomic.fna
201	326	3068612	3050573	0.588	42	23203	53	17884	134	6720	175	4980	111592	65738	3	7.395	0.28496	0.01326	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002430925.1_ASM243092v1_genomic.fna
57	67	2944839	2943713	0.038	12	78817	12	78817	36	30764	38	26893	221838	204536	21	70.648	0.31608	0.01173	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002431085.1_ASM243108v1_genomic.fna
265	389	3600659	3592588	0.224	57	19360	68	16681	186	6309	230	4979	72798	57705	5	8.459	0.49465	0.01382	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002432085.1_ASM243208v1_genomic.fna
316	599	4086315	4070284	0.392	71	17505	109	11846	220	6038	348	3771	72084	37249	2	3.069	0.41610	0.01415	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002432565.1_ASM243256v1_genomic.fna
275	352	4033163	4006707	0.656	46	25448	52	22802	173	5671	191	4970	119142	119142	12	21.860	0.33397	0.01506	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002433125.1_ASM243312v1_genomic.fna
276	423	3764586	3710530	1.436	61	20312	83	14754	183	5554	263	4323	65634	52374	5	7.877	0.36328	0.01322	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002433505.1_ASM243350v1_genomic.fna
49	58	4108991	4105938	0.074	9	155119	10	126546	29	45662	31	44400	367480	367480	27	88.150	0.39601	0.01726	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002433745.1_ASM243374v1_genomic.fna
209	413	3650235	3623352	0.736	44	26830	69	16515	141	8178	224	4821	79923	65684	11	18.868	0.37021	0.01261	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002434285.1_ASM243428v1_genomic.fna
64	128	1361495	1343388	1.330	13	29865	20	21693	42	9627	68	4792	100334	68736	5	30.244	0.41047	0.01799	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002435045.1_ASM243504v1_genomic.fna
86	121	4374587	4363940	0.243	14	98330	17	92385	46	28821	55	23828	314686	240354	29	76.258	0.35880	0.01347	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002435115.1_ASM243511v1_genomic.fna
472	658	4071001	4004221	1.640	113	10825	139	8836	350	4155	431	3264	52619	44187	1	1.293	0.36164	0.01691	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002435265.1_ASM243526v1_genomic.fna
23	48	1724544	1719769	0.277	6	122152	9	76633	15	32542	22	22129	227020	137280	14	89.643	0.49058	0.01191	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002435605.1_ASM243560v1_genomic.fna
60	63	3068983	3068634	0.011	12	91157	13	87040	37	24525	40	24525	220907	198088	22	73.688	0.31504	0.01032	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002439125.1_ASM243912v1_genomic.fna
48	62	5058632	5055391	0.064	11	152002	14	133289	30	68128	36	54188	379329	293241	33	93.765	0.39132	0.00866	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002439165.1_ASM243916v1_genomic.fna
50	54	2856422	2855853	0.020	12	88695	12	88691	34	29882	35	28469	221077	204213	22	73.967	0.31595	0.00736	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002440405.1_ASM244040v1_genomic.fna
106	108	2858709	2858511	0.007	19	49561	19	49561	64	11278	64	11278	126066	126066	18	49.751	0.43382	0.02002	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002440605.1_ASM244060v1_genomic.fna
103	104	2904062	2903943	0.004	20	46102	20	46102	67	12368	67	12368	135482	135482	18	48.016	0.43543	0.01737	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002440705.1_ASM244070v1_genomic.fna
35	42	2376989	2376535	0.019	8	101477	9	95640	22	38400	24	37655	335822	253817	16	79.599	0.39484	0.01016	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002441475.1_ASM244147v1_genomic.fna
203	250	3617970	3614775	0.088	27	37775	32	31627	120	6373	140	6054	218957	218957	17	37.738	0.31557	0.01881	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002441545.1_ASM244154v1_genomic.fna
183	271	2049066	2017640	1.534	47	14632	61	11076	134	5558	178	4032	55856	38573	1	2.726	0.56030	0.01794	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002448555.1_ASM244855v1_genomic.fna
180	303	2039975	2000128	1.953	46	15930	55	11691	130	5623	164	4171	50891	31004	1	2.495	0.58181	0.01921	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002450235.1_ASM245023v1_genomic.fna
48	63	2729787	2724841	0.181	10	83306	12	74789	30	31747	34	29115	259361	201505	20	75.732	0.35349	0.00829	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002450845.1_ASM245084v1_genomic.fna
162	241	4196296	4171697	0.586	36	39831	41	32502	108	13190	124	12498	110931	110931	20	33.770	0.40225	0.01213	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002452945.1_ASM245294v1_genomic.fna
205	272	3567649	3545281	0.627	36	30435	38	28715	130	7626	147	6875	114972	113718	15	28.205	0.42866	0.01399	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002452975.1_ASM245297v1_genomic.fna
104	142	4533283	4521144	0.268	10	149252	13	112776	34	25437	45	18357	405802	265915	31	88.330	0.40638	0.01949	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453005.1_ASM245300v1_genomic.fna
277	398	2853462	2811700	1.464	63	14307	81	11388	195	4961	245	3651	51805	41173	2	3.575	0.37904	0.01543	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453015.1_ASM245301v1_genomic.fna
153	203	2752914	2734206	0.680	32	27886	38	21528	100	8145	123	6590	86428	83662	7	16.756	0.39835	0.01744	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453055.1_ASM245305v1_genomic.fna
75	101	3791507	3782800	0.230	12	124184	15	85424	32	36515	42	28521	281728	236950	26	83.730	0.34515	0.01832	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453075.1_ASM245307v1_genomic.fna
487	740	4116334	4021152	2.312	115	10277	141	8154	362	4195	470	2927	63122	62571	1	1.533	0.36144	0.01666	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453085.1_ASM245308v1_genomic.fna
128	219	2814711	2782106	1.158	25	36315	34	25128	78	12032	111	7241	152353	138797	10	27.427	0.38016	0.01225	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453235.1_ASM245323v1_genomic.fna
105	205	3263666	3228947	1.064	18	60435	27	37986	56	16343	94	8650	202806	133432	23	59.670	0.36031	0.01474	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453255.1_ASM245325v1_genomic.fna
111	194	1275874	1245953	2.345	24	15790	31	12704	77	4824	113	3189	53362	43358	1	4.182	0.34035	0.01102	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453265.1_ASM245326v1_genomic.fna
58	86	3493700	3491430	0.065	8	174921	12	101927	29	27189	38	22090	285374	219118	20	81.032	0.31352	0.01438	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453775.1_ASM245377v1_genomic.fna
16	17	2869373	2869312	0.002	3	357147	4	328823	9	95026	10	95026	695850	501492	12	98.571	0.39721	0.01289	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002453895.1_ASM245389v1_genomic.fna
16	18	2866989	2866857	0.005	3	357154	4	328823	9	95026	10	95026	695868	501160	12	98.660	0.39722	0.01372	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002454095.1_ASM245409v1_genomic.fna
39	52	2404923	2403887	0.043	9	98457	11	75842	24	35404	30	29013	190438	188566	19	81.754	0.33451	0.01252	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002454195.1_ASM245419v1_genomic.fna
154	238	2268849	2263677	0.228	36	19334	47	14620	107	6860	145	5030	73048	55220	4	10.710	0.41479	0.01513	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002454235.1_ASM245423v1_genomic.fna
19	52	2415416	2411023	0.182	3	293876	4	220824	11	60488	17	41524	553254	486412	11	91.231	0.43318	0.00928	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002454815.1_ASM245481v1_genomic.fna
383	494	3254953	3244856	0.310	92	10369	102	9344	285	4183	320	3474	67979	67873	2	3.712	0.41831	0.01700	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002455135.1_ASM245513v1_genomic.fna
500	718	4095088	4064911	0.737	131	10394	152	8805	374	4076	446	3307	30310	27789	0	0.000	0.34656	0.01724	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002455915.1_ASM245591v1_genomic.fna
30	30	851326	851326	0.000	8	34971	8	34971	23	14039	23	14039	130165	130165	2	21.812	0.29848	0.01174	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002457075.1_ASM245707v1_genomic.fna
32	32	1059616	1059616	0.000	10	35738	10	35738	26	19567	26	19567	114282	114282	5	32.774	0.36588	0.01149	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002457295.1_ASM245729v1_genomic.fna
55	55	932070	932070	0.000	19	17872	19	17872	47	11363	47	11363	57603	57603	1	6.180	0.37376	0.01137	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002457355.1_ASM245735v1_genomic.fna
43	43	1063518	1063518	0.000	14	25703	14	25703	35	13375	35	13375	90660	90660	2	13.757	0.28552	0.01304	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002457715.1_ASM245771v1_genomic.fna
12	42	3602976	3599009	0.110	3	348154	8	157088	8	146482	22	39702	1268931	312154	11	99.625	0.32509	0.00398	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002469685.1_ASM246968v1_genomic.fna
201	320	1996308	1952789	2.180	46	14863	61	9804	144	4570	196	3233	45501	32382	0	0.000	0.57531	0.02155	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002469765.1_ASM246976v1_genomic.fna
122	241	1229685	1220365	0.758	26	15327	36	9660	86	4306	138	2687	51480	36938	1	4.186	0.44956	0.01225	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002469955.1_ASM246995v1_genomic.fna
174	322	1460537	1446384	0.969	40	10290	61	7380	129	3958	197	2464	42874	32588	0	0.000	0.38642	0.01948	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470025.1_ASM247002v1_genomic.fna
110	127	1411593	1410482	0.079	28	17084	29	16249	80	6744	86	5931	53475	53475	1	3.788	0.41603	0.01455	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470355.1_ASM247035v1_genomic.fna
67	92	3209613	3207754	0.058	11	97776	15	75045	35	34123	43	24031	217112	188850	24	76.956	0.43613	0.01335	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470405.1_ASM247040v1_genomic.fna
29	42	2725087	2724542	0.020	5	206464	8	127599	17	46591	24	36912	427948	241106	16	89.203	0.44561	0.01093	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470435.1_ASM247043v1_genomic.fna
211	293	2505054	2499544	0.220	34	19318	45	16049	135	4476	174	3689	92615	68202	6	15.416	0.37541	0.01177	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470505.1_ASM247050v1_genomic.fna
152	280	1324723	1278657	3.477	33	11515	49	7427	108	3562	170	2564	77240	34106	1	5.831	0.40219	0.01582	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470745.1_ASM247074v1_genomic.fna
122	158	1829786	1827015	0.151	24	24247	27	22863	83	6859	98	5580	73296	62753	5	16.835	0.40459	0.01270	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470765.1_ASM247076v1_genomic.fna
252	343	1986951	1980230	0.338	52	11463	62	8838	187	3425	217	3003	68778	45385	1	3.461	0.50474	0.01679	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470785.1_ASM247078v1_genomic.fna
92	93	1330464	1330427	0.003	25	19205	25	18329	68	7651	69	7651	57462	57462	1	4.319	0.39558	0.01554	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002470905.1_ASM247090v1_genomic.fna
102	167	3044568	3022778	0.716	19	48292	28	37457	61	13554	89	10444	186898	159166	17	48.154	0.39103	0.00884	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471375.1_ASM247137v1_genomic.fna
19	32	2265737	2261901	0.169	4	212038	6	146587	11	69232	15	49232	468080	303871	11	91.851	0.43845	0.00520	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471425.1_ASM247142v1_genomic.fna
32	53	1162927	1156296	0.570	6	69661	9	42250	22	16574	32	11798	111420	95117	8	62.015	0.41063	0.01521	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471625.1_ASM247162v1_genomic.fna
159	238	1338958	1309635	2.190	33	10658	51	7582	116	3763	160	3036	65669	29777	1	4.904	0.35718	0.01472	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471645.1_ASM247164v1_genomic.fna
345	423	2994163	2968933	0.843	73	11988	79	11151	250	3897	272	3573	73727	45262	1	2.462	0.39616	0.01534	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471745.1_ASM247174v1_genomic.fna
11	14	2947786	2946733	0.036	3	418315	4	297566	8	176738	9	167946	609537	609537	10	98.413	0.38042	0.00358	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002471825.1_ASM247182v1_genomic.fna
112	201	3149435	3138099	0.360	16	53236	26	32029	67	11760	100	9216	207547	124701	18	53.696	0.31631	0.01436	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002472765.1_ASM247276v1_genomic.fna
44	129	4864259	4855352	0.183	7	183010	17	90384	25	51644	52	27846	775942	332109	25	90.654	0.37197	0.00842	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002472905.1_ASM247290v1_genomic.fna
16	31	3567201	3565626	0.044	4	329506	6	227859	11	152601	16	89079	609160	479808	13	97.790	0.31435	0.00566	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002472945.1_ASM247294v1_genomic.fna
140	349	4819668	4797400	0.462	23	56111	49	27982	85	16644	173	8030	399492	189112	28	56.536	0.37171	0.01372	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002476825.1_ASM247682v1_genomic.fna
213	398	2644036	2625362	0.706	46	17770	66	11484	147	5401	221	3717	69339	69339	3	6.888	0.35636	0.01564	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002476905.1_ASM247690v1_genomic.fna
43	48	2455704	2454698	0.041	10	86988	10	86170	28	26850	29	25352	254803	254803	20	78.941	0.45062	0.01237	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477085.1_ASM247708v1_genomic.fna
187	255	1896344	1890675	0.299	40	14604	44	12257	132	4651	157	3627	62766	62766	1	3.310	0.50641	0.01358	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477505.1_ASM247750v1_genomic.fna
111	163	1754471	1750717	0.214	24	24391	32	18435	73	6838	98	5430	54318	52560	4	12.076	0.41081	0.01373	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477565.1_ASM247756v1_genomic.fna
165	275	1548555	1539757	0.568	39	11621	50	9442	119	4288	165	3041	60971	35629	2	7.583	0.38660	0.01871	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477585.1_ASM247758v1_genomic.fna
94	182	1424182	1416285	0.554	15	25600	28	17462	60	6337	103	3690	90222	54028	6	28.307	0.38785	0.01085	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477625.1_ASM247762v1_genomic.fna
18	30	2496019	2494582	0.058	4	209500	4	193874	10	85613	13	64007	574558	538678	12	95.773	0.44684	0.01225	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002477665.1_ASM247766v1_genomic.fna
94	297	2770045	2756910	0.474	18	44643	48	19071	58	14835	152	5765	144468	63825	14	43.576	0.36442	0.01220	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478375.1_ASM247837v1_genomic.fna
107	123	2675943	2673046	0.108	24	36532	26	32551	68	13780	76	11337	192171	192171	9	27.997	0.31604	0.01244	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478465.1_ASM247846v1_genomic.fna
26	46	2306115	2304281	0.080	5	148012	6	122097	14	62467	17	45887	378299	378299	14	92.219	0.41348	0.01032	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478565.1_ASM247856v1_genomic.fna
85	122	1454957	1443811	0.766	21	22694	23	21796	60	8816	69	7221	74458	60629	2	8.598	0.39496	0.01810	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478685.1_ASM247868v1_genomic.fna
78	117	1762152	1758545	0.205	13	42647	14	36157	43	11299	53	7061	114531	114531	11	46.286	0.38814	0.01547	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478765.1_ASM247876v1_genomic.fna
163	278	1462349	1452967	0.642	38	11042	49	8765	117	4059	164	2739	40722	40722	0	0.000	0.44186	0.01540	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002478785.1_ASM247878v1_genomic.fna
283	286	2500416	2500155	0.010	69	10884	70	10851	209	4438	210	4438	48387	48387	0	0.000	0.44597	0.01199	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002479965.1_ASM247996v1_genomic.fna
142	230	2000236	1968164	1.603	29	21468	38	15783	94	6450	128	4051	96952	50108	3	10.884	0.37498	0.01268	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002480215.1_ASM248021v1_genomic.fna
86	143	4180409	4162462	0.429	14	95298	16	68484	48	24911	63	18896	373568	224045	28	73.768	0.41567	0.01553	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002480405.1_ASM248040v1_genomic.fna
93	105	3178341	3174327	0.126	15	63541	17	56512	48	16152	54	13380	190800	190800	24	66.556	0.44922	0.01477	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002480545.1_ASM248054v1_genomic.fna
26	29	2729312	2728374	0.034	8	144437	8	129736	17	81729	19	62763	327764	327764	18	93.747	0.35330	0.00647	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002480685.1_ASM248068v1_genomic.fna
118	210	4462410	4458256	0.093	22	61509	35	37633	75	17489	115	12077	161816	131049	29	59.701	0.58635	0.00900	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002482775.1_ASM248277v1_genomic.fna
28	39	2136207	2135466	0.035	4	114495	5	108795	16	35786	20	29849	439567	425452	12	83.332	0.34309	0.00830	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002482885.1_ASM248288v1_genomic.fna
52	68	3685639	3684699	0.026	10	129511	11	110208	31	38252	35	31811	320677	320677	23	80.907	0.36082	0.01054	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002482945.1_ASM248294v1_genomic.fna
62	109	5966781	5963976	0.047	8	209122	13	112474	34	51290	50	28853	691076	585892	35	91.155	0.33405	0.01013	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002482975.1_ASM248297v1_genomic.fna
28	60	4703194	4700749	0.052	7	266125	9	154167	19	85780	27	67066	559321	369450	23	96.967	0.38845	0.00910	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002483265.1_ASM248326v1_genomic.fna
44	66	3534238	3532761	0.042	7	141055	9	116287	26	41569	33	35403	354512	291388	21	84.401	0.45404	0.01212	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002483285.1_ASM248328v1_genomic.fna
29	44	2793965	2792653	0.047	5	231007	6	156315	11	93694	17	46163	406718	406718	12	93.246	0.32162	0.01325	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002483315.1_ASM248331v1_genomic.fna
24	32	2795994	2795453	0.019	5	207702	6	202127	14	65358	16	46454	479082	398082	14	91.698	0.42305	0.00878	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002484105.1_ASM248410v1_genomic.fna
67	128	3588803	3583221	0.156	13	103674	20	58832	39	29346	61	15170	244105	144955	27	77.945	0.31339	0.01520	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002484185.1_ASM248418v1_genomic.fna
25	39	3277802	3275195	0.080	6	247261	7	163827	14	101991	19	53904	365303	365297	18	98.106	0.28008	0.00884	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002484335.1_ASM248433v1_genomic.fna
85	119	2956770	2951962	0.163	20	56262	23	48878	55	17877	65	14419	135771	89193	25	59.411	0.31543	0.01017	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002484365.1_ASM248436v1_genomic.fna
141	243	1549878	1540406	0.611	25	18868	41	10778	96	4311	146	3048	76377	36541	1	4.928	0.38728	0.01934	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002494265.1_ASM249426v1_genomic.fna
96	143	3592639	3577911	0.410	20	59457	24	48726	61	19584	76	14724	160420	155290	24	56.623	0.43604	0.01129	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002501205.1_ASM250120v1_genomic.fna
10	12	4566018	4565563	0.010	2	1089853	3	577304	5	522367	6	512135	1313841	1313841	7	99.806	0.44087	0.04895	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002514735.1_ASM251473v1_genomic.fna
181	193	3116347	3115529	0.026	24	36393	26	35114	80	10936	86	9892	136558	132425	14	36.617	0.31359	0.03211	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002530675.1_ASM253067v1_genomic.fna
178	192	3462353	3461276	0.031	22	43852	22	43793	78	12224	79	11727	182754	182750	19	46.971	0.32811	0.03692	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002530755.1_ASM253075v1_genomic.fna
1	1	4393011	4393011	0.000	1	4393011	1	4393011	1	4393011	1	4393011	4393011	4393011	1	100.000	0.35730	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002557775.1_ASM255777v1_genomic.fna
1	1	4888827	4888827	0.000	1	4888827	1	4888827	1	4888827	1	4888827	4888827	4888827	1	100.000	0.37303	0.00000	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002591275.1_ASM259127v1_genomic.fna
22	22	3332541	3332541	0.000	3	406995	3	406995	8	103874	8	103874	782473	782473	10	96.263	0.36017	0.01767	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002631855.1_ASM263185v1_genomic.fna
88	88	3481067	3481062	0.000	13	59970	13	59970	54	18185	54	18185	433729	433729	19	60.219	0.33526	0.01142	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002682935.1_ASM268293v1_genomic.fna
44	44	1654937	1650992	0.238	7	87014	7	86827	26	13387	26	13366	189605	189418	12	70.225	0.36498	0.05758	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002682945.1_ASM268294v1_genomic.fna
100	100	1854438	1854214	0.012	24	25354	24	25354	73	7960	73	7960	82065	82048	4	13.170	0.58560	0.01807	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683345.1_ASM268334v1_genomic.fna
166	166	3073790	3073774	0.001	38	23617	38	23617	124	9409	124	9409	82724	82724	11	22.609	0.41130	0.02122	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683495.1_ASM268349v1_genomic.fna
36	36	3401895	3401362	0.016	4	303219	4	303219	15	44191	15	44114	743836	743796	14	89.846	0.38681	0.03625	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683555.1_ASM268355v1_genomic.fna
163	163	1721715	1712504	0.535	52	10960	51	11052	135	6511	135	6484	32530	32376	0	0.000	0.38266	0.02289	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683585.1_ASM268358v1_genomic.fna
169	169	1708504	1705551	0.173	52	10447	52	10435	140	6156	140	6115	42756	42689	0	0.000	0.60075	0.02547	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683735.1_ASM268373v1_genomic.fna
104	104	1172561	1172472	0.008	28	13109	28	13109	84	6148	84	6148	37708	37708	0	0.000	0.29998	0.01610	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002683775.1_ASM268377v1_genomic.fna
57	57	1565616	1561205	0.282	13	39976	13	39935	39	11335	39	11217	145720	145674	7	35.109	0.37135	0.02003	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002684355.1_ASM268435v1_genomic.fna
136	136	2399081	2396991	0.087	31	23410	31	23410	100	7897	100	7897	99253	99208	3	9.633	0.29629	0.01494	/gpfs1/data/msb/silva/NEW/1_Dataset_creation/Fasta_raw/GCA_002684395.1_ASM268439v1_genomic.fna
