Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCA_002216065.1_ASM221606v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	1	322	1	0	0	0	99.88	0.49	0.00
GCA_002217195.1_ASM221719v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.17	0.00
GCA_002217205.1_ASM221720v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	5	503	3	0	0	0	98.54	0.88	0.00
GCA_002217235.1_ASM221723v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	510	0	0	0	0	99.65	0.00	0.00
GCA_002217245.1_ASM221724v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	506	3	0	0	0	99.29	0.44	33.33
GCA_002217275.1_ASM221727v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.59	0.00
GCA_002217285.1_ASM221728v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	504	6	0	0	0	99.65	0.55	33.33
GCA_002217315.1_ASM221731v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.14	0.00
GCA_002217335.1_ASM221733v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	501	9	0	0	0	99.65	1.62	0.00
GCA_002217355.1_ASM221735v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	507	3	0	0	0	99.65	0.40	0.00
GCA_002217365.1_ASM221736v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	1.11	0.00
GCA_002217395.1_ASM221739v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.93	25.00
GCA_002217405.1_ASM221740v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	507	1	0	0	0	98.94	0.35	0.00
GCA_002217435.1_ASM221743v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	505	5	0	0	0	99.65	0.90	20.00
GCA_002217445.1_ASM221744v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	502	8	0	0	0	99.65	1.08	12.50
GCA_002217475.1_ASM221747v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.23	0.00
GCA_002221975.1_ASM222197v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.14	0.00
GCA_002222045.1_ASM222204v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	503	5	0	0	0	99.22	0.72	20.00
GCA_002222055.1_ASM222205v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	505	5	0	0	0	99.65	1.15	0.00
GCA_002234495.1_ASM223449v1_genomic	s__algicola (UID2846)	47	571	303	1	564	6	0	0	0	99.67	1.08	0.00
GCA_002238525.1_ASM223852v1_genomic	k__Bacteria (UID2566)	525	208	136	5	203	0	0	0	0	97.06	0.00	0.00
GCA_002243285.1_ASM224328v1_genomic	k__Bacteria (UID2569)	434	277	185	0	277	0	0	0	0	100.00	0.00	0.00
GCA_002243425.1_ASM224342v1_genomic	k__Bacteria (UID2565)	2921	152	93	59	93	0	0	0	0	47.23	0.00	0.00
GCA_002251775.1_ASM225177v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	5	498	8	0	0	0	98.65	1.66	62.50
GCA_002251835.1_ASM225183v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	3	507	1	0	0	0	98.94	0.18	0.00
GCA_002256285.1_ASM225628v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	509	1	0	0	0	99.65	0.07	0.00
GCA_002256385.1_ASM225638v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	20	488	3	0	0	0	94.40	0.71	33.33
GCA_002266855.1_ASM226685v1_genomic	s__algicola (UID2846)	47	571	303	2	567	2	0	0	0	99.34	0.33	50.00
GCA_002269385.1_ASM226938v1_genomic	s__algicola (UID2846)	47	571	303	2	564	5	0	0	0	99.34	0.82	0.00
GCA_002277765.2_ASM227776v2_genomic	k__Bacteria (UID2565)	2921	152	93	61	75	16	0	0	0	45.44	4.09	12.50
GCA_002277835.1_ASM227783v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	436	68	6	0	0	99.65	11.56	4.65
GCA_002277995.2_ASM227799v2_genomic	k__Bacteria (UID2565)	2921	152	93	0	150	2	0	0	0	100.00	1.08	0.00
GCA_002280395.1_ASM228039v1_genomic	s__algicola (UID2846)	47	571	303	155	401	15	0	0	0	71.92	2.70	13.33
GCA_002280815.1_ASM228081v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	28	470	13	0	0	0	94.00	2.96	53.85
GCA_002285635.2_ASM228563v2_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_002286775.1_ASM228677v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	505	5	0	0	0	99.65	0.78	0.00
GCA_002291575.1_ASM229157v1_genomic	s__algicola (UID2847)	33	496	263	84	409	3	0	0	0	86.15	0.76	66.67
GCA_002291725.1_ASM229172v1_genomic	s__algicola (UID2846)	47	571	303	64	497	10	0	0	0	91.35	2.42	20.00
GCA_002291765.1_ASM229176v1_genomic	s__algicola (UID2847)	33	496	263	53	436	7	0	0	0	94.65	1.49	42.86
GCA_002291795.1_ASM229179v1_genomic	s__algicola (UID2847)	33	496	263	17	447	30	2	0	0	98.86	6.40	22.22
GCA_002292245.1_ASM229224v1_genomic	s__algicola (UID2846)	47	571	303	136	430	5	0	0	0	75.59	1.10	20.00
GCA_002292265.1_ASM229226v1_genomic	k__Bacteria (UID2566)	525	208	136	7	198	3	0	0	0	98.16	1.47	33.33
GCA_002292325.1_ASM229232v1_genomic	k__Bacteria (UID2569)	434	278	186	87	188	3	0	0	0	73.44	1.08	33.33
GCA_002292405.1_ASM229240v1_genomic	k__Bacteria (UID2569)	434	278	186	68	197	13	0	0	0	68.82	1.08	0.00
GCA_002292855.1_ASM229285v1_genomic	k__Bacteria (UID2569)	434	278	186	33	245	0	0	0	0	85.34	0.00	0.00
GCA_002293045.1_ASM229304v1_genomic	k__Bacteria (UID2569)	434	277	185	25	250	2	0	0	0	90.72	0.72	50.00
GCA_002293185.1_ASM229318v1_genomic	k__Bacteria (UID2569)	434	277	185	4	273	0	0	0	0	98.27	0.00	0.00
GCA_002293985.1_ASM229398v1_genomic	k__Bacteria (UID2565)	2921	152	93	25	125	2	0	0	0	89.21	1.14	100.00
GCA_002294105.1_ASM229410v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	27	296	1	0	0	0	92.65	0.16	0.00
GCA_002294145.1_ASM229414v1_genomic	s__algicola (UID2847)	33	496	263	26	459	11	0	0	0	98.48	1.84	9.09
GCA_002294465.1_ASM229446v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002294525.1_ASM229452v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_002295505.1_ASM229550v1_genomic	s__algicola (UID2846)	47	571	303	11	552	8	0	0	0	97.73	1.17	12.50
GCA_002295925.1_ASM229592v1_genomic	k__Bacteria (UID2569)	434	278	186	1	277	0	0	0	0	99.46	0.00	0.00
GCA_002296255.1_ASM229625v1_genomic	s__algicola (UID2846)	47	571	303	59	504	8	0	0	0	91.08	1.54	12.50
GCA_002296555.1_ASM229655v1_genomic	k__Bacteria (UID2565)	2921	152	93	52	99	1	0	0	0	70.22	0.10	0.00
GCA_002296885.1_ASM229688v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	97	405	9	0	0	0	80.51	2.41	44.44
GCA_002297465.1_ASM229746v1_genomic	s__algicola (UID2846)	47	571	303	134	434	3	0	0	0	76.78	0.44	33.33
GCA_002297505.1_ASM229750v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	33	291	0	0	0	0	89.72	0.00	0.00
GCA_002297705.1_ASM229770v1_genomic	s__algicola (UID2847)	33	496	263	101	381	14	0	0	0	79.37	0.97	21.43
GCA_002302395.1_ASM230239v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	1	315	0	0	0	0	99.52	0.00	0.00
GCA_002302415.1_ASM230241v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302445.1_ASM230244v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	315	1	0	0	0	100.00	0.24	0.00
GCA_002302475.1_ASM230247v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302495.1_ASM230249v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	1	315	0	0	0	0	99.52	0.00	0.00
GCA_002302515.1_ASM230251v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302535.1_ASM230253v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302565.1_ASM230256v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302595.1_ASM230259v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302615.1_ASM230261v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	2	314	0	0	0	0	99.05	0.00	0.00
GCA_002302635.1_ASM230263v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	0	316	0	0	0	0	100.00	0.00	0.00
GCA_002302655.1_ASM230265v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	1	315	0	0	0	0	99.52	0.00	0.00
GCA_002303885.1_ASM230388v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	509	1	0	0	0	99.65	0.05	0.00
GCA_002304005.1_ASM230400v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.55	25.00
GCA_002304765.1_ASM230476v1_genomic	s__algicola (UID2846)	47	571	303	24	527	20	0	0	0	95.46	2.71	25.00
GCA_002306185.1_ASM230618v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	18	301	4	0	0	0	92.94	1.39	25.00
GCA_002306585.1_ASM230658v1_genomic	k__Bacteria (UID2569)	434	278	186	53	219	6	0	0	0	93.61	2.37	50.00
GCA_002306655.1_ASM230665v1_genomic	k__Bacteria (UID2569)	434	278	186	103	164	10	1	0	0	58.51	1.16	7.69
GCA_002308695.1_ASM230869v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	0	321	2	0	0	0	100.00	0.98	0.00
GCA_002310515.1_ASM231051v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002310535.1_ASM231053v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002311535.1_ASM231153v1_genomic	s__algicola (UID2847)	33	496	263	2	492	2	0	0	0	99.43	0.57	0.00
GCA_002311605.1_ASM231160v1_genomic	k__Bacteria (UID2569)	434	278	186	91	183	4	0	0	0	74.46	2.15	75.00
GCA_002311725.1_ASM231172v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	6	316	1	0	0	0	98.68	0.16	0.00
GCA_002312885.1_ASM231288v1_genomic	p__Bacteroidetes (UID2605)	350	316	210	1	315	0	0	0	0	99.52	0.00	0.00
GCA_002313325.1_ASM231332v1_genomic	s__algicola (UID2846)	47	571	303	143	424	4	0	0	0	71.58	0.64	0.00
GCA_002313415.1_ASM231341v1_genomic	k__Bacteria (UID2569)	434	278	186	20	258	0	0	0	0	92.33	0.00	0.00
GCA_002314265.1_ASM231426v1_genomic	k__Bacteria (UID2566)	525	208	136	6	201	1	0	0	0	96.08	0.37	100.00
GCA_002314375.1_ASM231437v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_002315095.1_ASM231509v1_genomic	k__Bacteria (UID2565)	2921	152	93	7	145	0	0	0	0	95.00	0.00	0.00
GCA_002315415.1_ASM231541v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_002319955.1_ASM231995v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	15	307	2	0	0	0	94.96	0.74	0.00
GCA_002320285.1_ASM232028v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	506	4	0	0	0	99.65	0.82	0.00
GCA_002320855.1_ASM232085v1_genomic	s__algicola (UID2846)	47	571	303	24	544	3	0	0	0	98.89	0.77	0.00
GCA_002322625.1_ASM232262v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	63	481	4	0	0	0	86.31	0.73	50.00
GCA_002322895.1_ASM232289v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002323395.1_ASM232339v1_genomic	s__algicola (UID2846)	47	571	303	77	486	8	0	0	0	93.54	1.50	25.00
GCA_002323475.1_ASM232347v1_genomic	k__Bacteria (UID2566)	525	208	136	36	171	1	0	0	0	81.59	0.74	0.00
GCA_002323495.1_ASM232349v1_genomic	s__algicola (UID2846)	47	571	303	25	533	13	0	0	0	98.43	2.48	30.77
GCA_002323545.1_ASM232354v1_genomic	k__Bacteria (UID2569)	434	278	186	64	212	2	0	0	0	75.99	0.56	50.00
GCA_002323795.1_ASM232379v1_genomic	k__Bacteria (UID2569)	434	278	186	29	248	1	0	0	0	92.45	0.54	0.00
GCA_002325035.1_ASM232503v1_genomic	s__algicola (UID2846)	47	571	303	88	478	5	0	0	0	90.62	1.16	20.00
GCA_002325045.1_ASM232504v1_genomic	k__Bacteria (UID2569)	434	278	186	15	263	0	0	0	0	96.02	0.00	0.00
GCA_002325485.1_ASM232548v1_genomic	s__algicola (UID2847)	33	496	263	31	459	6	0	0	0	94.15	1.13	16.67
GCA_002325685.1_ASM232568v1_genomic	s__algicola (UID2847)	33	496	263	34	457	5	0	0	0	91.46	0.99	20.00
GCA_002331425.1_ASM233142v1_genomic	k__Bacteria (UID2569)	434	278	186	4	274	0	0	0	0	98.39	0.00	0.00
GCA_002331485.1_ASM233148v1_genomic	k__Bacteria (UID2569)	434	277	185	0	274	3	0	0	0	100.00	1.13	33.33
GCA_002331745.1_ASM233174v1_genomic	k__Bacteria (UID2569)	434	278	186	68	206	4	0	0	0	74.83	1.72	0.00
GCA_002332505.1_ASM233250v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	0	321	2	0	0	0	100.00	0.65	0.00
GCA_002332715.1_ASM233271v1_genomic	k__Bacteria (UID2569)	434	277	185	63	208	6	0	0	0	76.06	2.45	16.67
GCA_002333005.1_ASM233300v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002333085.1_ASM233308v1_genomic	k__Bacteria (UID2569)	434	278	186	31	247	0	0	0	0	87.33	0.00	0.00
GCA_002334975.1_ASM233497v1_genomic	s__algicola (UID2846)	47	571	303	164	404	3	0	0	0	72.91	0.74	0.00
GCA_002335345.1_ASM233534v1_genomic	s__algicola (UID2847)	33	496	263	134	357	4	1	0	0	77.94	1.74	14.29
GCA_002335875.1_ASM233587v1_genomic	k__Bacteria (UID2569)	434	278	186	30	243	5	0	0	0	88.98	2.42	20.00
GCA_002336085.1_ASM233608v1_genomic	k__Bacteria (UID2569)	434	278	186	27	250	1	0	0	0	89.89	0.27	100.00
GCA_002336185.1_ASM233618v1_genomic	k__Bacteria (UID2569)	434	278	186	17	251	10	0	0	0	93.82	2.17	10.00
GCA_002336225.1_ASM233622v1_genomic	s__algicola (UID2846)	47	571	303	193	374	4	0	0	0	61.35	0.63	50.00
GCA_002336245.1_ASM233624v1_genomic	k__Bacteria (UID2569)	434	278	186	0	277	1	0	0	0	100.00	0.11	0.00
GCA_002336305.1_ASM233630v1_genomic	k__Bacteria (UID2566)	525	208	136	82	120	6	0	0	0	70.99	2.21	0.00
GCA_002336365.1_ASM233636v1_genomic	k__Bacteria (UID2569)	434	278	186	9	269	0	0	0	0	98.68	0.00	0.00
GCA_002336475.1_ASM233647v1_genomic	k__Bacteria (UID2569)	434	278	186	59	217	1	1	0	0	90.32	1.61	100.00
GCA_002336485.1_ASM233648v1_genomic	k__Bacteria (UID2569)	434	278	186	4	273	1	0	0	0	98.39	0.54	0.00
GCA_002336655.1_ASM233665v1_genomic	k__Bacteria (UID2569)	434	278	186	50	223	5	0	0	0	85.39	2.28	0.00
GCA_002336675.1_ASM233667v1_genomic	k__Bacteria (UID2569)	434	278	186	21	257	0	0	0	0	92.11	0.00	0.00
GCA_002337005.1_ASM233700v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	45	270	9	0	0	0	96.23	1.84	77.78
GCA_002337205.1_ASM233720v1_genomic	s__algicola (UID2847)	33	496	263	75	418	3	0	0	0	82.80	0.52	0.00
GCA_002337605.1_ASM233760v1_genomic	s__algicola (UID2847)	33	496	263	5	491	0	0	0	0	98.29	0.00	0.00
GCA_002338325.1_ASM233832v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	323	1	0	0	0	100.00	0.49	0.00
GCA_002338705.1_ASM233870v1_genomic	s__algicola (UID2847)	33	496	263	50	443	3	0	0	0	98.39	0.30	0.00
GCA_002339135.1_ASM233913v1_genomic	k__Bacteria (UID2569)	434	278	186	57	221	0	0	0	0	89.69	0.00	0.00
GCA_002339565.1_ASM233956v1_genomic	k__Bacteria (UID2569)	434	278	186	55	220	3	0	0	0	79.59	1.25	0.00
GCA_002340165.1_ASM234016v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	322	2	0	0	0	100.00	0.49	0.00
GCA_002340745.1_ASM234074v1_genomic	s__algicola (UID2846)	47	571	303	65	505	1	0	0	0	86.70	0.33	0.00
GCA_002340755.1_ASM234075v1_genomic	k__Bacteria (UID203)	5449	104	58	59	45	0	0	0	0	65.52	0.00	0.00
GCA_002340765.1_ASM234076v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	75	472	1	0	0	0	82.41	0.34	0.00
GCA_002341025.1_ASM234102v1_genomic	k__Bacteria (UID2565)	2921	152	93	7	144	1	0	0	0	93.55	1.08	100.00
GCA_002342985.1_ASM234298v1_genomic	k__Bacteria (UID2569)	434	278	186	42	223	13	0	0	0	83.61	3.60	23.08
GCA_002343035.1_ASM234303v1_genomic	k__Bacteria (UID2569)	434	278	186	12	265	1	0	0	0	96.13	0.54	0.00
GCA_002343905.1_ASM234390v1_genomic	k__Bacteria (UID2569)	434	278	186	8	265	5	0	0	0	98.84	2.20	0.00
GCA_002344705.1_ASM234470v1_genomic	k__Bacteria (UID2569)	434	278	186	36	241	1	0	0	0	96.77	0.54	100.00
GCA_002345305.1_ASM234530v1_genomic	k__Bacteria (UID2565)	2921	152	93	30	122	0	0	0	0	70.97	0.00	0.00
GCA_002345565.1_ASM234556v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	0	324	0	0	0	0	100.00	0.00	0.00
GCA_002346855.1_ASM234685v1_genomic	s__algicola (UID2846)	47	571	303	123	435	13	0	0	0	76.83	1.81	0.00
GCA_002346905.1_ASM234690v1_genomic	k__Bacteria (UID2569)	434	278	186	90	188	0	0	0	0	76.69	0.00	0.00
GCA_002348525.1_ASM234852v1_genomic	k__Bacteria (UID2569)	434	278	186	42	231	5	0	0	0	84.69	2.69	60.00
GCA_002351955.1_ASM235195v1_genomic	k__Bacteria (UID2569)	434	278	186	26	251	1	0	0	0	94.81	0.54	0.00
GCA_002352205.1_ASM235220v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	1	508	2	0	0	0	99.65	0.16	0.00
GCA_002352665.1_ASM235266v1_genomic	f__Flavobacteriaceae (UID2845)	53	548	298	9	516	22	1	0	0	97.82	4.03	44.00
GCA_002352865.1_ASM235286v1_genomic	s__algicola (UID2847)	33	496	263	6	489	1	0	0	0	99.16	0.19	0.00
GCA_002353015.1_ASM235301v1_genomic	k__Bacteria (UID2565)	2921	152	93	1	151	0	0	0	0	98.92	0.00	0.00
GCA_002354475.1_ASM235447v1_genomic	s__algicola (UID2847)	33	496	263	10	485	1	0	0	0	96.70	0.19	0.00
GCA_002354685.1_ASM235468v1_genomic	s__algicola (UID2847)	33	496	263	5	491	0	0	0	0	98.42	0.00	0.00
GCA_002354765.1_ASM235476v1_genomic	s__algicola (UID2847)	33	496	263	23	473	0	0	0	0	95.82	0.00	0.00
GCA_002354835.1_ASM235483v1_genomic	s__algicola (UID2847)	33	496	263	24	469	3	0	0	0	93.99	0.95	0.00
GCA_002355135.1_ASM235513v1_genomic	k__Bacteria (UID2565)	2921	143	85	3	140	0	0	0	0	97.58	0.00	0.00
GCA_002358695.1_ASM235869v1_genomic	k__Bacteria (UID203)	5449	104	58	18	69	14	3	0	0	84.38	3.13	0.00
GCA_002358805.1_ASM235880v1_genomic	k__Bacteria (UID2569)	434	278	186	18	258	2	0	0	0	92.20	1.08	0.00
GCA_002359055.1_ASM235905v1_genomic	k__Bacteria (UID2565)	2921	152	93	11	139	2	0	0	0	90.14	2.15	0.00
GCA_002359215.1_ASM235921v1_genomic	k__Bacteria (UID2569)	434	278	186	0	277	1	0	0	0	100.00	0.54	0.00
GCA_002359775.1_ASM235977v1_genomic	k__Bacteria (UID2569)	434	278	186	53	223	2	0	0	0	83.04	1.08	50.00
GCA_002360095.1_ASM236009v1_genomic	s__algicola (UID2847)	33	496	263	175	313	8	0	0	0	65.73	1.65	0.00
GCA_002360395.1_ASM236039v1_genomic	s__algicola (UID2847)	33	496	263	34	457	5	0	0	0	91.79	0.27	40.00
GCA_002360495.1_ASM236049v1_genomic	k__Bacteria (UID2569)	434	278	186	18	258	2	0	0	0	93.08	0.72	0.00
GCA_002360635.1_ASM236063v1_genomic	s__algicola (UID2847)	33	496	263	2	493	1	0	0	0	99.24	0.19	0.00
GCA_002360925.1_ASM236092v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	17	494	0	0	0	0	94.94	0.00	0.00
GCA_002362375.1_ASM236237v1_genomic	s__algicola (UID2846)	47	571	303	4	564	3	0	0	0	99.47	0.83	0.00
GCA_002362875.1_ASM236287v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002363835.1_ASM236383v1_genomic	s__algicola (UID2847)	33	496	263	119	364	13	0	0	0	81.55	2.51	7.69
GCA_002363855.1_ASM236385v1_genomic	s__algicola (UID2846)	47	571	303	31	521	19	0	0	0	96.57	2.38	21.05
GCA_002363875.1_ASM236387v1_genomic	s__algicola (UID2847)	33	496	263	36	459	1	0	0	0	97.98	0.19	100.00
GCA_002364135.1_ASM236413v1_genomic	s__algicola (UID2847)	33	496	263	53	443	0	0	0	0	90.69	0.00	0.00
GCA_002364215.1_ASM236421v1_genomic	s__algicola (UID2847)	33	496	263	2	493	1	0	0	0	99.24	0.19	0.00
GCA_002364245.1_ASM236424v1_genomic	s__algicola (UID2847)	33	496	263	188	305	3	0	0	0	67.34	0.86	33.33
GCA_002364255.1_ASM236425v1_genomic	s__algicola (UID2846)	47	571	303	12	550	9	0	0	0	98.15	1.44	0.00
GCA_002364325.1_ASM236432v1_genomic	k__Bacteria (UID203)	5449	104	58	13	75	16	0	0	0	81.03	2.51	31.25
GCA_002364335.1_ASM236433v1_genomic	s__algicola (UID2846)	47	571	303	13	557	1	0	0	0	97.46	0.17	0.00
GCA_002364385.1_ASM236438v1_genomic	s__algicola (UID2847)	33	496	263	26	454	16	0	0	0	96.03	2.78	12.50
GCA_002364405.1_ASM236440v1_genomic	s__algicola (UID2847)	33	496	263	64	423	9	0	0	0	85.58	1.79	22.22
GCA_002364535.1_ASM236453v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	45	455	11	0	0	0	88.62	2.16	9.09
GCA_002364795.1_ASM236479v1_genomic	k__Bacteria (UID2569)	434	278	186	7	267	4	0	0	0	97.04	1.14	75.00
GCA_002365095.1_ASM236509v1_genomic	o__Flavobacteriales (UID2815)	123	323	204	0	321	2	0	0	0	100.00	0.98	0.00
GCA_002365395.1_ASM236539v1_genomic	k__Bacteria (UID2569)	434	277	185	54	214	9	0	0	0	82.86	3.35	33.33
GCA_002365405.1_ASM236540v1_genomic	s__algicola (UID2846)	47	571	303	79	490	2	0	0	0	84.69	0.44	0.00
GCA_002365455.1_ASM236545v1_genomic	k__Bacteria (UID2569)	434	278	186	6	272	0	0	0	0	97.83	0.00	0.00
GCA_002365615.1_ASM236561v1_genomic	s__algicola (UID2847)	33	496	263	42	448	6	0	0	0	89.87	1.24	0.00
GCA_002366675.1_ASM236667v1_genomic	s__algicola (UID2846)	47	571	303	118	443	8	2	0	0	83.36	2.41	7.14
GCA_002367645.1_ASM236764v1_genomic	s__algicola (UID2846)	47	571	303	94	470	7	0	0	0	82.25	0.83	0.00
GCA_002369955.1_ASM236995v1_genomic	k__Bacteria (UID2565)	2921	152	93	1	151	0	0	0	0	98.92	0.00	0.00
GCA_002375245.1_ASM237524v1_genomic	s__algicola (UID2847)	33	496	263	106	387	3	0	0	0	81.16	0.65	100.00
GCA_002375495.1_ASM237549v1_genomic	s__algicola (UID2847)	33	496	263	2	493	1	0	0	0	99.24	0.19	0.00
GCA_002375625.1_ASM237562v1_genomic	s__algicola (UID2847)	33	496	263	72	424	0	0	0	0	83.25	0.00	0.00
GCA_002375695.1_ASM237569v1_genomic	s__algicola (UID2847)	33	496	263	14	482	0	0	0	0	98.17	0.00	0.00
GCA_002376145.1_ASM237614v1_genomic	o__Flavobacteriales (UID2815)	123	324	204	7	315	2	0	0	0	98.32	0.41	0.00
GCA_002376315.1_ASM237631v1_genomic	s__algicola (UID2847)	33	496	263	59	435	2	0	0	0	88.79	0.29	50.00
GCA_002376925.1_ASM237692v1_genomic	s__algicola (UID2846)	47	571	303	108	435	28	0	0	0	82.13	5.51	7.14
GCA_002378005.1_ASM237800v1_genomic	k__Bacteria (UID2569)	434	278	186	9	269	0	0	0	0	95.70	0.00	0.00
GCA_002378465.1_ASM237846v1_genomic	k__Bacteria (UID2565)	2921	152	93	0	152	0	0	0	0	100.00	0.00	0.00
GCA_002378565.1_ASM237856v1_genomic	k__Bacteria (UID2569)	434	278	186	35	243	0	0	0	0	86.66	0.00	0.00
GCA_002378585.1_ASM237858v1_genomic	s__algicola (UID2846)	47	571	303	160	406	5	0	0	0	66.43	0.48	20.00
GCA_002378885.1_ASM237888v1_genomic	k__Bacteria (UID2569)	434	278	186	50	227	1	0	0	0	81.43	0.02	0.00
GCA_002379025.1_ASM237902v1_genomic	k__Bacteria (UID2569)	434	278	186	33	245	0	0	0	0	86.85	0.00	0.00
GCA_002379575.1_ASM237957v1_genomic	f__Flavobacteriaceae (UID2817)	81	511	283	2	508	1	0	0	0	99.29	0.35	0.00
GCA_002379725.1_ASM237972v1_genomic	k__Bacteria (UID2565)	2921	152	93	20	132	0	0	0	0	95.64	0.00	0.00
GCA_002379965.1_ASM237996v1_genomic	s__algicola (UID2846)	47	571	303	21	544	6	0	0	0	96.49	1.60	16.67
GCA_002379985.1_ASM237998v1_genomic	s__algicola (UID2847)	33	496	263	27	465	4	0	0	0	98.32	0.84	25.00
GCA_002380515.1_ASM238051v1_genomic	s__algicola (UID2847)	33	496	263	15	471	10	0	0	0	98.69	1.63	30.00
GCA_002380545.1_ASM238054v1_genomic	k__Bacteria (UID2569)	434	277	185	72	204	1	0	0	0	71.14	0.11	0.00
