Genome_ID,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality
GCA_002207815.1,GCA_002207815.1_ASM220781v1_genomic,f__Flavobacteriaceae (UID2817),97.57,0.74,0.0,93.86999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,164,164,2707110,2707109,0.0,20,46026,20,46026,68,9469,68,9469,153770,153770,16,43.733000000000004,0.32472,0.0305,High
GCA_002208925.2,GCA_002208925.2_ASM220892v2_genomic,o__Flavobacteriales (UID2815),100.0,0.49,0.0,97.55,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium indologenes,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium indologenes,1,1,5119391,5119391,0.0,1,5119391,1,5119391,1,5119391,1,5119391,5119391,5119391,1,100.0,0.37213,0.0,Medium
GCA_002209445.1,GCA_002209445.1_ASM220944v1_genomic,p__Bacteroidetes (UID2605),100.0,0.48,0.0,97.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sp002209445,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp002209445,1,1,3412686,3412686,0.0,1,3412686,1,3412686,1,3412686,1,3412686,3412686,3412686,1,100.0,0.38245,0.0,Medium
GCA_002210235.1,GCA_002210235.1_ASM221023v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.14,0.0,93.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002210235,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002210235,44,44,5620987,5620987,0.0,7,328878,7,328878,21,77388,21,77388,565659,565659,26,97.135,0.33632,0.03444,Medium
GCA_002211465.1,GCA_002211465.1_ASM221146v1_genomic,s__algicola (UID2846),99.67,1.48,0.0,92.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zobellia;s__Zobellia galactanivorans,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia,Zobellia galactanivorans,41,41,5395720,5395720,0.0,3,425906,3,425906,12,79881,12,79881,1756401,1756401,16,96.43299999999999,0.42663,0.061020000000000005,Medium
GCA_002216065.1,GCA_002216065.1_ASM221606v1_genomic,o__Flavobacteriales (UID2815),99.88,0.49,0.0,97.42999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp002216065,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp002216065,1,1,4872888,4872888,0.0,1,4872888,1,4872888,1,4872888,1,4872888,4872888,4872888,1,100.0,0.35222,0.0,Medium
GCA_002217195.1,GCA_002217195.1_ASM221719v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.17,0.0,98.80000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium frigidimaris,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidimaris,88,98,5724426,5723936,0.009000000000000001,14,135085,16,121081,43,38822,47,38822,316578,316578,36,85.385,0.34697,0.03395,High
GCA_002217205.1,GCA_002217205.1_ASM221720v1_genomic,f__Flavobacteriaceae (UID2817),98.54,0.88,0.0,94.14,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium branchiophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum,241,298,3580395,3575384,0.14,34,28687,44,23398,115,9576,146,7679,119721,106869,12,26.413,0.32793,0.037219999999999996,High
GCA_002217235.1,GCA_002217235.1_ASM221723v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.0,0.0,99.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium aquatile,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aquatile,19,20,3488813,3488696,0.003,5,295934,5,295934,12,121610,12,121610,644846,644846,15,99.102,0.32227,0.03329,Medium
GCA_002217245.1,GCA_002217245.1_ASM221724v1_genomic,f__Flavobacteriaceae (UID2817),99.29,0.44,33.33,97.09,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium columnare_A,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare_A,216,222,3159371,3158924,0.013999999999999999,30,30622,31,30562,103,8065,106,7901,135858,124998,12,29.971999999999998,0.30535,0.031939999999999996,Medium
GCA_002217275.1,GCA_002217275.1_ASM221727v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.59,0.0,96.7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium aquidurense,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aquidurense,71,76,5422185,5421922,0.005,13,142966,13,142966,34,63267,36,58987,346223,346215,35,91.844,0.33955,0.03283,High
GCA_002217285.1,GCA_002217285.1_ASM221728v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.55,33.33,96.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium hercynium,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hercynium,101,107,5260169,5259665,0.01,13,119640,14,112545,46,28376,47,28361,392793,392785,36,83.21,0.33779000000000003,0.0356,Medium
GCA_002217315.1,GCA_002217315.1_ASM221731v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.14,0.0,98.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium hibernum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hibernum,65,82,5305016,5304092,0.017,8,268351,8,216647,27,42001,29,40632,645223,645221,24,88.119,0.33159,0.0252,Medium
GCA_002217335.1,GCA_002217335.1_ASM221733v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.62,0.0,91.55000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium hydatis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hydatis,72,79,5902573,5902013,0.009000000000000001,8,222010,9,222010,33,39936,34,39090,877782,620299,29,87.605,0.32688,0.029110000000000004,Medium
GCA_002217355.1,GCA_002217355.1_ASM221735v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.4,0.0,97.65,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium oncorhynchi,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium oncorhynchi,52,58,4730796,4730454,0.006999999999999999,9,180250,9,163250,24,65860,27,48137,619142,619136,25,91.897,0.33281,0.03656,Medium
GCA_002217365.1,GCA_002217365.1_ASM221736v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.11,0.0,94.10000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium pectinovorum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium pectinovorum,51,57,5607986,5607660,0.006,6,220163,6,220163,21,98801,24,68839,956093,956087,23,92.70100000000001,0.33559,0.02277,Medium
GCA_002217395.1,GCA_002217395.1_ASM221739v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.93,25.0,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium plurextorum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium plurextorum,65,92,5062246,5059737,0.05,11,156398,14,108575,34,46382,41,41008,405642,405640,33,89.848,0.33121,0.028189999999999996,Medium
GCA_002217405.1,GCA_002217405.1_ASM221740v1_genomic,f__Flavobacteriaceae (UID2817),98.94,0.35,0.0,97.19,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium psychrophilum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,83,109,2638051,2635490,0.09699999999999999,11,73660,14,59260,35,17161,46,13910,258714,178171,19,71.863,0.32469000000000003,0.02483,High
GCA_002217435.1,GCA_002217435.1_ASM221743v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.9,20.0,95.15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium reichenbachii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium reichenbachii,49,53,5577968,5577616,0.006,8,199996,8,190151,25,77234,27,67045,470529,470525,29,94.912,0.33614,0.03549,Medium
GCA_002217445.1,GCA_002217445.1_ASM221744v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.08,12.5,94.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium tructae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tructae,60,67,5354799,5354371,0.008,5,466315,6,353369,19,69891,22,48362,731559,730827,20,91.605,0.35672,0.03522,Medium
GCA_002217475.1,GCA_002217475.1_ASM221747v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.23,0.0,98.5,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium tructae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tructae,100,130,4951782,4949371,0.049,13,126891,18,91033,37,33524,55,26024,718322,342298,33,87.035,0.35701,0.03873,High
GCA_002221975.1,GCA_002221975.1_ASM222197v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.14,0.0,98.95,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium johnsoniae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,60,69,6041815,6041200,0.01,8,302295,8,287579,23,57777,26,57777,540827,540825,25,92.11200000000001,0.34048,0.03281,Medium
GCA_002222045.1,GCA_002222045.1_ASM222204v1_genomic,f__Flavobacteriaceae (UID2817),99.22,0.72,20.0,95.62,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium piscis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium piscis,105,147,5880206,5876263,0.067,16,111851,19,109691,47,38247,54,32675,405634,309140,39,84.581,0.34071,0.02545,Medium
GCA_002222055.1,GCA_002222055.1_ASM222205v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.15,0.0,93.9,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium araucananum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium araucananum,139,150,5896739,5896048,0.012,12,119563,12,118091,47,29030,49,23820,492877,492873,36,83.354,0.34365999999999997,0.034260000000000006,High
GCA_002234495.1,GCA_002234495.1_ASM223449v1_genomic,s__algicola (UID2846),99.67,1.08,0.0,94.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__Arenibacter algicola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter algicola,2,2,5857781,5857781,0.0,1,5793053,1,5793053,1,5793053,1,5793053,5793053,5793053,2,100.0,0.39805999999999997,0.02,Medium
GCA_002238525.1,GCA_002238525.1_ASM223852v1_genomic,k__Bacteria (UID2566),97.06,0.0,0.0,97.06,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Bin25;s__Bin25 sp002238525,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Bin25,Bin25 sp002238525,124,124,2958200,2958200,0.0,23,40599,23,40599,68,13730,68,13730,143003,143003,14,37.79,0.36177,0.02595,High
GCA_002251775.1,GCA_002251775.1_ASM225177v1_genomic,f__Flavobacteriaceae (UID2817),98.65,1.66,62.5,90.35000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium aurantiibacter,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aurantiibacter,228,229,3247176,3246777,0.012,32,32579,32,32578,111,8015,111,8015,109784,109783,14,27.733,0.40365999999999996,0.039310000000000005,Low
GCA_002251835.1,GCA_002251835.1_ASM225183v1_genomic,f__Flavobacteriaceae (UID2817),98.94,0.18,0.0,98.03999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium cyanobacteriorum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cyanobacteriorum,306,309,3238290,3237928,0.011000000000000001,39,24231,40,23498,158,4584,159,4584,114094,114092,9,21.029,0.41703,0.0533,High
GCA_002256285.1,GCA_002256285.1_ASM225628v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.07,0.0,99.30000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002256285,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002256285,68,91,3771254,3770404,0.023,10,139000,15,84697,33,28541,46,22786,292697,190847,22,79.862,0.43376000000000003,0.04212,Medium
GCA_002256385.1,GCA_002256385.1_ASM225638v1_genomic,f__Flavobacteriaceae (UID2817),94.4,0.71,33.33,90.85000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium_B;s__Flavobacterium_B sp002256385,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium_B,Flavobacterium_B sp002256385,118,118,3718779,3718779,0.0,19,72474,19,72474,61,18362,61,18362,197345,197345,27,62.562,0.40026,0.03864,Medium
GCA_002266855.1,GCA_002266855.1_ASM226685v1_genomic,s__algicola (UID2846),99.34,0.33,50.0,97.69,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__Winogradskyella aurantia,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella aurantia,20,20,3203946,3203946,0.0,3,487698,3,487698,7,192952,7,192952,733988,733988,9,97.961,0.36965,0.10644,Low
GCA_002269385.1,GCA_002269385.1_ASM226938v1_genomic,s__algicola (UID2846),99.34,0.82,0.0,95.24000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter cobaltidurans,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter cobaltidurans,1,1,4639957,4639957,0.0,1,4639957,1,4639957,1,4639957,1,4639957,4639957,4639957,1,100.0,0.3973,0.0,Medium
GCA_002277995.2,GCA_002277995.2_ASM227799v2_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,1,1,4074206,4074206,0.0,1,4074206,1,4074206,1,4074206,1,4074206,4074206,4074206,1,100.0,0.35818,0.0,Medium
GCA_002280395.1,GCA_002280395.1_ASM228039v1_genomic,s__algicola (UID2846),71.92,2.7,13.33,58.42,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Confluentibacter;s__Confluentibacter sp002280395,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Confluentibacter,Confluentibacter sp002280395,320,353,2538371,2536513,0.073,84,9192,91,8597,238,4543,257,3957,47837,47837,0,0.0,0.35107,0.01587,Low
GCA_002280815.1,GCA_002280815.1_ASM228081v1_genomic,f__Flavobacteriaceae (UID2817),94.0,2.96,53.85,79.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002280815,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002280815,593,625,4041034,4039586,0.036000000000000004,125,9725,128,9455,395,3221,416,3036,55405,55405,1,1.371,0.33708,0.02001,Low
GCA_002285635.2,GCA_002285635.2_ASM228563v2_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium piperi,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium piperi,1,1,4501946,4501946,0.0,1,4501946,1,4501946,1,4501946,1,4501946,4501946,4501946,1,100.0,0.35278000000000004,0.0,Medium
GCA_002286775.1,GCA_002286775.1_ASM228677v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.78,0.0,95.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp002286775,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp002286775,142,142,4293176,4293176,0.0,15,86757,15,86757,51,20586,51,20586,276542,276542,32,75.616,0.34296,0.045880000000000004,High
GCA_002291575.1,GCA_002291575.1_ASM229157v1_genomic,s__algicola (UID2847),86.15,0.76,66.67,82.35000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zunongwangia,Zunongwangia profunda,352,471,3552608,3510325,1.19,76,14001,92,11671,246,4433,296,3532,62956,60949,3,5.21,0.36398,0.013680000000000001,Low
GCA_002291725.1,GCA_002291725.1_ASM229172v1_genomic,s__algicola (UID2846),91.35,2.42,20.0,79.25,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Euzebyella;s__Euzebyella marina,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina,164,228,4273020,4253050,0.467,33,42155,36,40171,102,12888,113,10869,118988,118411,24,40.479,0.40144,0.013269999999999999,Medium
GCA_002291765.1,GCA_002291765.1_ASM229176v1_genomic,s__algicola (UID2847),94.65,1.49,42.86,87.2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA4166;s__UBA4166 sp002379985,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA4166,UBA4166 sp002379985,62,109,2763183,2749837,0.483,13,63706,17,54268,42,21012,52,18345,195033,194467,17,59.468,0.42286,0.01123,Medium
GCA_002291795.1,GCA_002291795.1_ASM229179v1_genomic,s__algicola (UID2847),98.86,6.4,22.22,66.86,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella sp002708845,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella sp002708845,84,147,4454414,4432908,0.483,10,134218,18,85376,34,33824,52,21762,419358,264777,26,83.29899999999999,0.40664,0.01462,Medium
GCA_002292245.1,GCA_002292245.1_ASM229224v1_genomic,s__algicola (UID2846),75.59,1.1,20.0,70.09,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,MAG-120531 sp000173115,117,165,1534688,1531795,0.18899999999999997,22,20248,32,13179,81,5857,106,4907,78049,56961,2,9.112,0.38984,0.01938,Low
GCA_002292265.1,GCA_002292265.1_ASM229226v1_genomic,k__Bacteria (UID2566),98.16,1.47,33.33,90.81,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002292265,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MS024-2A,MS024-2A sp002292265,68,102,2092294,2090221,0.099,9,69623,11,49974,31,13566,41,8963,147785,137100,12,61.301,0.39946,0.01839,Medium
GCA_002293985.1,GCA_002293985.1_ASM229398v1_genomic,k__Bacteria (UID2565),89.21,1.14,100.0,83.50999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter brevis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter brevis,348,659,3160036,3121269,1.227,71,13158,117,7852,251,4023,384,2786,67151,35409,3,5.518,0.32519000000000003,0.016069999999999997,Low
GCA_002294105.1,GCA_002294105.1_ASM229410v1_genomic,o__Flavobacteriales (UID2815),92.65,0.16,0.0,91.85000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Epilithonimonas;s__Epilithonimonas sp002391865,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Epilithonimonas,Epilithonimonas sp002391865,142,291,2792142,2768842,0.8340000000000001,27,30752,44,16860,94,8616,158,5353,129972,123019,11,29.717,0.35685,0.0155,High
GCA_002294145.1,GCA_002294145.1_ASM229414v1_genomic,s__algicola (UID2847),98.48,1.84,9.09,89.28,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA4166;s__UBA4166 sp002379985,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA4166,UBA4166 sp002379985,26,42,2988087,2983188,0.16399999999999998,6,192487,6,173331,16,63424,21,42125,410563,386305,18,94.63600000000001,0.42291999999999996,0.009309999999999999,Medium
GCA_002294465.1,GCA_002294465.1_ASM229446v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia meningoseptica,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia meningoseptica,20,34,3970478,3968287,0.055,5,308679,8,173739,13,135609,21,76835,555551,357559,16,97.186,0.36444,0.00725,Medium
GCA_002294525.1,GCA_002294525.1_ASM229452v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium gleum,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gleum,14,28,5200680,5198625,0.04,3,805045,7,284803,8,178182,18,121949,1268702,505091,10,98.501,0.36814,0.005,Medium
GCA_002295505.1,GCA_002295505.1_ASM229550v1_genomic,s__algicola (UID2846),97.73,1.17,12.5,91.88000000000001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter dokdonensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter dokdonensis,107,157,4451103,4435795,0.344,17,88570,19,65718,56,19345,68,16029,217254,217254,30,70.244,0.35902,0.01702,Medium
GCA_002296255.1,GCA_002296255.1_ASM229625v1_genomic,s__algicola (UID2846),91.08,1.54,12.5,83.38,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda_A,Muricauda_A lutaonensis,327,396,3060096,3038762,0.6970000000000001,77,12448,83,11308,239,4453,259,4131,43673,43673,0,0.0,0.44759,0.01811,Medium
GCA_002296555.1,GCA_002296555.1_ASM229655v1_genomic,k__Bacteria (UID2565),70.22,0.1,0.0,69.72,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter falsenii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii,301,775,2467063,2427081,1.621,60,11437,103,6136,223,3668,388,1681,70888,46130,1,2.873,0.31694,0.01726,Low
