,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Nr_BGCs,PEP:GH,BGCs/genomesize,merops_perMb,bgc_perMb,cazymes_perMb,PEP:GH_permb
778,GCA_002383165.1,66,2.477477477,2664,GCA_002383165.1,111,25,4.166666667,GCA_002383165.1,Epilithonimonas,Weeksellaceae,2854188,100,True,Non_marine,1,1.681818182,3.50E-07,38.89022027,0.350362345,23.12391475,1.681818182
779,GCA_002384055.1,39,2.355072464,1656,GCA_002384055.1,77,18,4.649758454,GCA_002384055.1,BACL21,Flavobacteriaceae,1843256,91.77,True,Marine,1,1.974358974,5.43E-07,41.77390444,0.542518239,21.15821134,1.974358974
780,GCA_002384125.1,31,1.955835962,1585,GCA_002384125.1,71,14,4.479495268,GCA_002384125.1,BACL21,Flavobacteriaceae,1805555,74.44,True,Marine,1,2.290322581,5.54E-07,39.32308902,0.553846324,17.16923605,2.290322581
781,GCA_002384245.1,41,2.518427518,1628,GCA_002384245.1,86,18,5.282555283,GCA_002384245.1,MAG-120531,Flavobacteriaceae,1853283,87.39,True,Marine,2,2.097560976,1.08E-06,46.40413795,1.079165999,22.12290298,2.097560976
782,GCA_002384345.1,57,1.84406341,3091,GCA_002384345.1,130,5,4.205758654,GCA_002384345.1,Aequorivita,Flavobacteriaceae,3315593,99.24,True,Marine,3,2.280701754,9.05E-07,39.20867248,0.904815519,17.19149485,2.280701754
783,GCA_002384605.1,51,1.866081229,2733,GCA_002384605.1,97,11,3.549213319,GCA_002384605.1,Croceibacter,Flavobacteriaceae,2905408,87.14,True,Marine,5,1.901960784,1.72E-06,33.3860167,1.720928696,17.5534727,1.901960784
784,GCA_002384715.1,30,2.277904328,1317,GCA_002384715.1,55,18,4.176157935,GCA_002384715.1,MS024-2A,Flavobacteriaceae,1507713,62.41,True,Marine,2,1.833333333,1.33E-06,36.47909118,1.326512407,19.8976861,1.833333333
785,GCA_002384895.1,52,1.74789916,2975,GCA_002384895.1,119,7,4,GCA_002384895.1,Aequorivita,Flavobacteriaceae,3195334,91.42,True,Marine,3,2.288461538,9.39E-07,37.2418032,0.938868988,16.27372913,2.288461538
786,GCA_002387575.1,34,2.42510699,1402,GCA_002387575.1,70,14,4.992867332,GCA_002387575.1,MAG-120531,Flavobacteriaceae,1566404,76.21,True,Marine,2,2.058823529,1.28E-06,44.68834349,1.276809814,21.70576684,2.058823529
787,GCA_002388405.1,44,1.633259094,2694,GCA_002388405.1,120,3,4.454342984,GCA_002388405.1,Xanthomarina,Flavobacteriaceae,2953566,77.76,True,Marine,2,2.727272727,6.77E-07,40.62885339,0.677147557,14.89724624,2.727272727
788,GCA_002388445.1,101,2.471250306,4087,GCA_002388445.1,162,42,3.963787619,GCA_002388445.1,Maribacter,Flavobacteriaceae,4580411,97.07,True,Marine,4,1.603960396,8.73E-07,35.36800519,0.873284079,22.05042299,1.603960396
789,GCA_002388705.1,46,1.665459812,2762,GCA_002388705.1,108,8,3.910209993,GCA_002388705.1,Marinirhabdus,Flavobacteriaceae,3033473,84.32,True,Marine,3,2.347826087,9.89E-07,35.60275631,0.988965453,15.16413695,2.347826087
790,GCA_002388845.1,45,1.527494908,2946,GCA_002388845.1,123,5,4.175152749,GCA_002388845.1,Marixanthomonas,Flavobacteriaceae,3141286,99.23,True,Marine,2,2.733333333,6.37E-07,39.15593805,0.636681919,14.32534319,2.733333333
791,GCA_002388855.1,88,2.131266651,4129,GCA_002388855.1,140,52,3.390651489,GCA_002388855.1,Muricauda,Flavobacteriaceae,3930919,92.45,True,Non_marine,3,1.590909091,7.63E-07,35.61508136,0.763180315,22.38662257,1.590909091
792,GCA_002389235.1,21,1.557863501,1348,GCA_002389235.1,68,12,5.044510386,GCA_002389235.1,MS024-2A,Flavobacteriaceae,1440231,78.95,True,Marine,1,3.238095238,6.94E-07,47.21464821,0.694333062,14.5809943,3.238095238
793,GCA_002389405.1,27,1.825557809,1479,GCA_002389405.1,80,13,5.409060176,GCA_002389405.1,MS024-2A,Flavobacteriaceae,1612449,80.39,True,Marine,1,2.962962963,6.20E-07,49.61397229,0.620174654,16.74471565,2.962962963
794,GCA_002389535.1,31,2.297998517,1349,GCA_002389535.1,64,12,4.744255004,GCA_002389535.1,MAG-120531,Flavobacteriaceae,1512342,75.83,True,Marine,1,2.064516129,6.61E-07,42.31847029,0.661226098,20.49800905,2.064516129
795,GCA_002390125.1,30,2.141327623,1401,GCA_002390125.1,64,11,4.568165596,GCA_002390125.1,MAG-120531,Flavobacteriaceae,1580957,81.38,True,Marine,2,2.133333333,1.27E-06,40.48180944,1.265056545,18.97584817,2.133333333
796,GCA_002390165.1,44,1.955555556,2250,GCA_002390165.1,91,24,4.044444444,GCA_002390165.1,Lutibacter,Flavobacteriaceae,2473687,77.86,True,Marine,1,2.068181818,4.04E-07,36.78719256,0.404254863,17.78721398,2.068181818
797,GCA_002390455.1,58,3.618215845,1603,GCA_002390455.1,69,35,4.304429195,GCA_002390455.1,UBA8316,Flavobacteriaceae,1744866,84.93,True,Marine,2,1.189655172,1.15E-06,39.54458394,1.146219824,33.24037491,1.189655172
798,GCA_002390585.1,30,2.029769959,1478,GCA_002390585.1,72,14,4.871447903,GCA_002390585.1,MAG-120531,Flavobacteriaceae,1673422,80.05,True,Marine,2,2.4,1.20E-06,43.0256086,1.195155795,17.92733692,2.4
799,GCA_002390605.1,30,1.908396947,1572,GCA_002390605.1,85,16,5.407124682,GCA_002390605.1,MS024-2A,Flavobacteriaceae,1714136,79.76,True,Marine,2,2.833333333,1.17E-06,49.58766399,1.166768564,17.50152847,2.833333333
800,GCA_002390665.1,33,2.473763118,1334,GCA_002390665.1,72,12,5.397301349,GCA_002390665.1,MAG-120531,Flavobacteriaceae,1506031,63.79,True,Marine,2,2.181818182,1.33E-06,47.80778085,1.327993912,21.91189956,2.181818182
801,GCA_002390905.1,96,2.236719478,4292,GCA_002390905.1,203,54,4.72972973,GCA_002390905.1,Chryseobacterium,Weeksellaceae,4842792,93.86,True,Non_marine,10,2.114583333,2.06E-06,41.91796798,2.064924531,19.8232755,2.114583333
802,GCA_002391865.1,56,2.096593036,2671,GCA_002391865.1,105,20,3.931111943,GCA_002391865.1,Epilithonimonas,Weeksellaceae,2859821,99.51,True,Non_marine,1,1.875,3.50E-07,36.71558465,0.349672235,19.58164514,1.875
803,GCA_002392055.1,105,2.413238336,4351,GCA_002392055.1,190,58,4.366812227,GCA_002392055.1,Chryseobacterium,Weeksellaceae,4725813,100,True,Non_marine,9,1.80952381,1.90E-06,40.20472245,1.904434221,22.21839925,1.80952381
804,GCA_002399805.1,210,4.779244424,4394,GCA_002399805.1,146,151,3.32271279,GCA_002399805.1,Flavobacterium,Flavobacteriaceae,5323899,91.01,True,Unclassified,5,0.695238095,9.39E-07,27.42351048,0.939161318,39.44477534,0.695238095
805,GCA_002400885.1,53,2.265925609,2339,GCA_002400885.1,97,34,4.147071398,GCA_002400885.1,GCA-002401385,Flavobacteriaceae,2959101,58.25,True,Marine,0,1.830188679,0,32.78022616,0,17.91084522,1.830188679
806,GCA_002401105.1,86,3.731019523,2305,GCA_002401105.1,92,62,3.99132321,GCA_002401105.1,GCA-002401385,Flavobacteriaceae,2723491,63.32,True,Marine,1,1.069767442,3.67E-07,33.78017405,0.367175805,31.57711922,1.069767442
807,GCA_002401215.1,35,1.79028133,1955,GCA_002401215.1,69,13,3.529411765,GCA_002401215.1,LPB0138,Flavobacteriaceae,2100808,67.31,True,Marine,2,1.971428571,9.52E-07,32.84450554,0.952014653,16.66025643,1.971428571
808,GCA_002401385.1,111,4.254503641,2609,GCA_002401385.1,113,82,4.331161365,GCA_002401385.1,GCA-002401385,Flavobacteriaceae,3153567,72.42,True,Marine,1,1.018018018,3.17E-07,35.8324399,0.317101238,35.19823742,1.018018018
809,GCA_002403645.1,56,1.951899617,2869,GCA_002403645.1,130,22,4.531195539,GCA_002403645.1,Empedobacter,Weeksellaceae,3047474,100,True,Non_marine,2,2.321428571,6.56E-07,42.65828027,0.656281235,18.37587458,2.321428571
810,GCA_002403935.1,98,4.376953997,2239,GCA_002403935.1,85,71,3.796337651,GCA_002403935.1,Flavobacterium,Flavobacteriaceae,2509692,72.21,True,Non_marine,2,0.867346939,7.97E-07,33.86869783,0.796910537,39.04861632,0.867346939
811,GCA_002413625.1,100,2.964719834,3373,GCA_002413625.1,118,41,3.498369404,GCA_002413625.1,Mesonia,Flavobacteriaceae,3745325,99.3,True,Marine,4,1.18,1.07E-06,31.50594408,1.067998104,26.69995261,1.18
812,GCA_002413745.1,200,5.70450656,3506,GCA_002413745.1,123,145,3.508271535,GCA_002413745.1,Flavobacterium,Flavobacteriaceae,3975995,98.94,True,Non_marine,2,0.615,5.03E-07,30.93565259,0.503018741,50.30187412,0.615
813,GCA_002414425.1,60,2.003338898,2995,GCA_002414425.1,126,8,4.207011686,GCA_002414425.1,Aequorivita,Flavobacteriaceae,3191384,99.24,True,Marine,3,2.1,9.40E-07,39.48130341,0.940031034,18.80062067,2.1
814,GCA_002414565.1,59,2.021932831,2918,GCA_002414565.1,124,7,4.249485949,GCA_002414565.1,Aequorivita,Flavobacteriaceae,3118363,96.61,True,Marine,3,2.101694915,9.62E-07,39.76445334,0.962043226,18.92018344,2.101694915
815,GCA_002414635.1,56,1.911262799,2930,GCA_002414635.1,124,5,4.232081911,GCA_002414635.1,Aequorivita,Flavobacteriaceae,3105143,98.67,True,Marine,3,2.214285714,9.66E-07,39.93374862,0.96613908,18.03459615,2.214285714
816,GCA_002414705.1,60,1.939237233,3094,GCA_002414705.1,116,19,3.749191984,GCA_002414705.1,Algorimicrobium,Flavobacteriaceae,3403302,87.48,True,Marine,2,1.933333333,5.88E-07,34.08454495,0.587664568,17.62993704,1.933333333
817,GCA_002414725.1,54,1.848049281,2922,GCA_002414725.1,118,7,4.038329911,GCA_002414725.1,Aequorivita,Flavobacteriaceae,3178625,89.98,True,Marine,3,2.185185185,9.44E-07,37.12296984,0.943804318,16.98847772,2.185185185
818,GCA_002415015.1,60,1.994017946,3009,GCA_002415015.1,126,8,4.187437687,GCA_002415015.1,Aequorivita,Flavobacteriaceae,3206533,98.8,True,Marine,3,2.1,9.36E-07,39.29477726,0.935589935,18.71179869,2.1
819,GCA_002415135.1,58,1.919258769,3022,GCA_002415135.1,126,21,4.169424222,GCA_002415135.1,Kaistella,Weeksellaceae,3280620,100,True,Non_marine,3,2.172413793,9.14E-07,38.40737422,0.914461291,17.67958496,2.172413793
820,GCA_002415175.1,55,1.841929002,2986,GCA_002415175.1,139,22,4.655056932,GCA_002415175.1,Empedobacter,Weeksellaceae,3199414,100,True,Non_marine,2,2.527272727,6.25E-07,43.44545595,0.625114474,17.19064804,2.527272727
821,GCA_002415215.1,55,1.857480581,2961,GCA_002415215.1,139,22,4.694360014,GCA_002415215.1,Empedobacter,Weeksellaceae,3184362,100,True,Non_marine,2,2.527272727,6.28E-07,43.65081608,0.628069296,17.27190564,2.527272727
822,GCA_002416265.1,66,2.87456446,2296,GCA_002416265.1,92,39,4.006968641,GCA_002416265.1,Bergeyella_A,Weeksellaceae,2526210,93.01,True,Non_marine,1,1.393939394,3.96E-07,36.41819168,0.39584991,26.12609403,1.393939394
823,GCA_002420545.1,103,2.345173042,4392,GCA_002420545.1,200,56,4.553734062,GCA_002420545.1,Chryseobacterium,Weeksellaceae,4864560,100,True,Non_marine,9,1.941747573,1.85E-06,41.11368757,1.850115941,21.1735491,1.941747573
824,GCA_002421065.1,95,2.018699533,4706,GCA_002421065.1,200,43,4.249893753,GCA_002421065.1,Chryseobacterium,Weeksellaceae,5193646,100,True,Non_marine,9,2.105263158,1.73E-06,38.508593,1.732886685,18.29158167,2.105263158
825,GCA_002421305.1,56,1.888064734,2966,GCA_002421305.1,136,21,4.585300067,GCA_002421305.1,Empedobacter,Weeksellaceae,3109375,100,True,Non_marine,2,2.428571429,6.43E-07,43.73869347,0.64321608,18.01005025,2.428571429
826,GCA_002421645.1,16,1.235521236,1295,GCA_002421645.1,53,3,4.092664093,GCA_002421645.1,Flavobacterium,Flavobacteriaceae,1377208,58.05,True,Non_marine,1,3.3125,7.26E-07,38.48365679,0.726106732,11.61770771,3.3125
827,GCA_002422095.1,36,1.584507042,2272,GCA_002422095.1,80,9,3.521126761,GCA_002422095.1,Flavobacterium,Flavobacteriaceae,2394382,91.89,True,Non_marine,3,2.222222222,1.25E-06,33.41154419,1.252932907,15.03519489,2.222222222
828,GCA_002422665.1,58,2.539404553,2284,GCA_002422665.1,105,28,4.597197898,GCA_002422665.1,Cloacibacterium,Weeksellaceae,2492276,76.31,True,Non_marine,1,1.810344828,4.01E-07,42.13016536,0.40123967,23.27190086,1.810344828
829,GCA_002425465.1,51,1.631477927,3126,GCA_002425465.1,122,24,3.90275112,GCA_002425465.1,Empedobacter,Weeksellaceae,2856753,83.71,True,Non_marine,2,2.392156863,7.00E-07,42.70582721,0.700095528,17.85243596,2.392156863
830,GCA_002426015.1,79,2.703627652,2922,GCA_002426015.1,136,28,4.654346338,GCA_002426015.1,Gelidibacter,Flavobacteriaceae,3197575,98.62,True,Non_marine,1,1.721518987,3.13E-07,42.53223146,0.312736996,24.70622268,1.721518987
831,GCA_002426065.1,56,1.941747573,2884,GCA_002426065.1,128,10,4.438280166,GCA_002426065.1,Aequorivita,Flavobacteriaceae,3028505,97.29,True,Non_marine,3,2.285714286,9.91E-07,42.26507798,0.990587765,18.49097162,2.285714286
832,GCA_002426075.1,51,1.764705882,2890,GCA_002426075.1,138,21,4.775086505,GCA_002426075.1,Empedobacter,Weeksellaceae,3045887,98.92,True,Non_marine,2,2.705882353,6.57E-07,45.30699924,0.656623177,16.74389102,2.705882353
833,GCA_002426755.1,96,2.804557406,3423,GCA_002426755.1,150,38,4.382120947,GCA_002426755.1,Gelidibacter,Flavobacteriaceae,3705667,99.34,True,Non_marine,3,1.5625,8.10E-07,40.47854273,0.809570855,25.90626735,1.5625
834,GCA_002426785.1,48,2.171945701,2210,GCA_002426785.1,100,14,4.524886878,GCA_002426785.1,Kaistella,Weeksellaceae,2272852,88.33,True,Non_marine,1,2.083333333,4.40E-07,43.99758541,0.439975854,21.118841,2.083333333
835,GCA_002426835.1,75,2.906976744,2580,GCA_002426835.1,88,22,3.410852713,GCA_002426835.1,Mariniflexile,Flavobacteriaceae,2625107,85.04,True,Non_marine,2,1.173333333,7.62E-07,33.52244309,0.761873706,28.57026399,1.173333333
836,GCA_002427935.1,153,5.23255814,2924,GCA_002427935.1,108,100,3.693570451,GCA_002427935.1,Flavobacterium,Flavobacteriaceae,3307512,91.54,True,Non_marine,2,0.705882353,6.05E-07,32.65294276,0.604684125,46.25833557,0.705882353
837,GCA_002428305.1,66,2.446256486,2698,GCA_002428305.1,110,30,4.077094144,GCA_002428305.1,Flavobacterium,Flavobacteriaceae,3009018,97.38,True,Non_marine,3,1.666666667,9.97E-07,36.556777,0.997003009,21.9340662,1.666666667
838,GCA_002428965.1,152,4.540023895,3348,GCA_002428965.1,114,97,3.405017921,GCA_002428965.1,Jejuia,Flavobacteriaceae,3871695,98.18,True,Unclassified,1,0.75,2.58E-07,29.44446812,0.258284808,39.25929083,0.75
839,GCA_002429185.1,173,5.107764984,3387,GCA_002429185.1,115,121,3.395335105,GCA_002429185.1,Flavobacterium,Flavobacteriaceae,3818531,91.64,True,Non_marine,3,0.664739884,7.86E-07,30.11629341,0.785642437,45.30538052,0.664739884
840,GCA_002429285.1,216,5.694700765,3793,GCA_002429285.1,137,155,3.611916689,GCA_002429285.1,Flavobacterium,Flavobacteriaceae,4315335,98.94,True,Non_marine,3,0.634259259,6.95E-07,31.74724558,0.695195159,50.05405142,0.634259259
841,GCA_002429685.1,89,1.721803057,5169,GCA_002429685.1,198,43,3.830528149,GCA_002429685.1,Chryseobacterium,Weeksellaceae,4708207,88.65,True,Non_marine,8,2.224719101,1.70E-06,42.05422574,1.699160636,18.90316207,2.224719101
842,GCA_002429865.1,44,1.510470306,2913,GCA_002429865.1,126,13,4.325437693,GCA_002429865.1,Empedobacter,Weeksellaceae,3086278,100,True,Non_marine,1,2.863636364,3.24E-07,40.82587505,0.324014881,14.25665478,2.863636364
843,GCA_002430025.1,82,1.693864904,4841,GCA_002430025.1,220,40,4.544515596,GCA_002430025.1,Chryseobacterium,Weeksellaceae,5291921,99.02,True,Non_marine,6,2.682926829,1.13E-06,41.57280504,1.133803774,15.49531824,2.682926829
844,GCA_002430205.1,37,2.30529595,1605,GCA_002430205.1,77,17,4.797507788,GCA_002430205.1,BACL21,Flavobacteriaceae,1817977,89.7,True,Marine,1,2.081081081,5.50E-07,42.35477126,0.550061964,20.35229269,2.081081081
845,GCA_002430445.1,27,2.047005307,1319,GCA_002430445.1,61,12,4.624715694,GCA_002430445.1,UBA7446,Flavobacteriaceae,1423882,83.44,True,Marine,2,2.259259259,1.40E-06,42.84062865,1.404610775,18.96224547,2.259259259
846,GCA_002430455.1,22,1.845637584,1192,GCA_002430455.1,55,10,4.61409396,GCA_002430455.1,UBA724,Flavobacteriaceae,1281578,76.42,True,Marine,1,2.5,7.80E-07,42.91584281,0.780288051,17.16633713,2.5
847,GCA_002430545.1,29,2.350081037,1234,GCA_002430545.1,59,17,4.781199352,GCA_002430545.1,UBA724,Flavobacteriaceae,1336478,78.03,True,Marine,2,2.034482759,1.50E-06,44.14588194,1.496470574,21.69882333,2.034482759
848,GCA_002430925.1,45,1.622791201,2773,GCA_002430925.1,116,13,4.183195096,GCA_002430925.1,Chishuiella,Weeksellaceae,3068612,97.85,True,Non_marine,1,2.577777778,3.26E-07,37.80210727,0.325880235,14.66461058,2.577777778
849,GCA_002431085.1,47,1.70413343,2758,GCA_002431085.1,132,19,4.786076867,GCA_002431085.1,Empedobacter,Weeksellaceae,2944839,97.85,True,Non_marine,1,2.808510638,3.40E-07,44.82418224,0.339577138,15.96012549,2.808510638
850,GCA_002433125.1,101,2.699091395,3742,GCA_002433125.1,143,44,3.821485836,GCA_002433125.1,Winogradskyella,Flavobacteriaceae,4033163,92.37,True,Marine,2,1.415841584,4.96E-07,35.45604281,0.495888711,25.04237989,1.415841584
851,GCA_002433505.1,150,4.852798447,3091,GCA_002433505.1,130,103,4.205758654,GCA_002433505.1,Zunongwangia,Flavobacteriaceae,3764586,87.92,True,Marine,2,0.866666667,5.31E-07,34.53234964,0.531266918,39.84501881,0.866666667
852,GCA_002433745.1,163,4.600620943,3543,GCA_002433745.1,146,110,4.120801581,GCA_002433745.1,Leeuwenhoekiella,Flavobacteriaceae,4108991,98.67,True,Marine,4,0.895705521,9.73E-07,35.53183738,0.973474997,39.66910611,0.895705521
853,GCA_002434285.1,115,3.582554517,3210,GCA_002434285.1,133,62,4.143302181,GCA_002434285.1,Chryseobacterium,Weeksellaceae,3650235,91.09,True,Non_marine,4,1.156521739,1.10E-06,36.43601028,1.095819858,31.50482092,1.156521739
854,GCA_002435045.1,27,2.195121951,1230,GCA_002435045.1,60,14,4.87804878,GCA_002435045.1,UBA724,Flavobacteriaceae,1361495,82.3,True,Marine,2,2.222222222,1.47E-06,44.06920334,1.468973445,19.8311415,2.222222222
855,GCA_002435115.1,102,2.624806999,3886,GCA_002435115.1,159,43,4.091610911,GCA_002435115.1,Maribacter,Flavobacteriaceae,4374587,98.48,True,Marine,4,1.558823529,9.14E-07,36.34628823,0.914372031,23.31648679,1.558823529
856,GCA_002435265.1,143,4.259755734,3357,GCA_002435265.1,125,91,3.723562705,GCA_002435265.1,Zunongwangia,Flavobacteriaceae,4071001,88.1,True,Marine,2,0.874125874,4.91E-07,30.70497895,0.491279663,35.12649592,0.874125874
857,GCA_002439125.1,57,1.96483971,2901,GCA_002439125.1,134,22,4.619096863,GCA_002439125.1,Empedobacter,Weeksellaceae,3068983,100,True,Non_marine,2,2.350877193,6.52E-07,43.66267262,0.651681681,18.5729279,2.350877193
858,GCA_002439165.1,82,1.771440916,4629,GCA_002439165.1,195,37,4.21257291,GCA_002439165.1,Chryseobacterium,Weeksellaceae,5058632,100,True,Non_marine,5,2.37804878,9.88E-07,38.54797107,0.988409515,16.20991604,2.37804878
859,GCA_002440405.1,57,2.089442815,2728,GCA_002440405.1,132,22,4.838709677,GCA_002440405.1,Empedobacter,Weeksellaceae,2856422,100,True,Non_marine,1,2.315789474,3.50E-07,46.2116592,0.350088327,19.95503466,2.315789474
860,GCA_002440605.1,57,2.196531792,2595,GCA_002440605.1,109,21,4.200385356,GCA_002440605.1,BACL21,Flavobacteriaceae,2858709,94.08,True,Non_marine,2,1.912280702,7.00E-07,38.12909953,0.699616505,19.9390704,1.912280702
861,GCA_002440705.1,59,2.234002272,2641,GCA_002440705.1,112,21,4.240817872,GCA_002440705.1,BACL21,Flavobacteriaceae,2904062,94.72,True,Non_marine,1,1.898305085,3.44E-07,38.56666972,0.344345265,20.31637066,1.898305085
862,GCA_002441475.1,29,1.316984559,2202,GCA_002441475.1,98,4,4.450499546,GCA_002441475.1,Planobacterium,Weeksellaceae,2376989,95.3,True,Non_marine,1,3.379310345,4.21E-07,41.22863,0.420700306,12.20030888,3.379310345
863,GCA_002441545.1,84,2.464065708,3409,GCA_002441545.1,124,43,3.637430331,GCA_002441545.1,UBA6231,Flavobacteriaceae,3617970,93.86,True,Non_marine,1,1.476190476,2.76E-07,34.27336324,0.276398091,23.21743961,1.476190476
864,GCA_002452945.1,128,3.628117914,3528,GCA_002452945.1,144,69,4.081632653,GCA_002452945.1,Euzebyella,Flavobacteriaceae,4196296,93.44,True,Marine,6,1.125,1.43E-06,34.31597771,1.429832405,30.5030913,1.125
865,GCA_002452975.1,77,2.395023328,3215,GCA_002452975.1,163,42,5.069984448,GCA_002452975.1,Muricauda,Flavobacteriaceae,3567649,78.62,True,Marine,2,2.116883117,5.61E-07,45.68835107,0.560593265,21.58284069,2.116883117
866,GCA_002453005.1,207,5.483443709,3775,GCA_002453005.1,146,146,3.867549669,GCA_002453005.1,Leeuwenhoekiella,Flavobacteriaceae,4533283,97.5,True,Marine,4,0.70531401,8.82E-07,32.20623994,0.882362738,45.66227169,0.70531401
867,GCA_002453015.1,46,1.765834933,2605,GCA_002453015.1,115,6,4.414587332,GCA_002453015.1,Aequorivita,Flavobacteriaceae,2853462,89.89,True,Marine,3,2.5,1.05E-06,40.30192096,1.05135446,16.12076839,2.5
868,GCA_002453055.1,51,2.044088176,2495,GCA_002453055.1,102,14,4.088176353,GCA_002453055.1,BACL21,Flavobacteriaceae,2752914,92.94,True,Marine,1,2,3.63E-07,37.05164782,0.363251449,18.52582391,2
869,GCA_002453075.1,103,2.984642133,3451,GCA_002453075.1,112,41,3.245436105,GCA_002453075.1,Mesonia,Flavobacteriaceae,3791507,93.92,True,Marine,4,1.087378641,1.05E-06,29.53970545,1.05498948,27.16597912,1.087378641
870,GCA_002453085.1,146,4.404223228,3315,GCA_002453085.1,122,93,3.680241327,GCA_002453085.1,Zunongwangia,Flavobacteriaceae,4116334,81.83,True,Marine,3,0.835616438,7.29E-07,29.63802257,0.728803834,35.46845324,0.835616438
871,GCA_002453775.1,70,2.145265093,3263,GCA_002453775.1,150,25,4.596996629,GCA_002453775.1,Empedobacter,Weeksellaceae,3493700,100,True,Non_marine,2,2.142857143,5.72E-07,42.93442482,0.572458998,20.03606492,2.142857143
872,GCA_002453895.1,53,1.957163959,2708,GCA_002453895.1,118,21,4.35745938,GCA_002453895.1,Kaistella,Weeksellaceae,2869373,100,True,Marine,1,2.226415094,3.49E-07,41.1239668,0.348508193,18.47093424,2.226415094
873,GCA_002454095.1,53,1.960784314,2703,GCA_002454095.1,118,21,4.365519793,GCA_002454095.1,Kaistella,Weeksellaceae,2866989,100,True,Marine,1,2.226415094,3.49E-07,41.1581628,0.34879799,18.48629346,2.226415094
874,GCA_002454195.1,60,2.689376961,2231,GCA_002454195.1,68,26,3.047960556,GCA_002454195.1,Flavobacterium,Flavobacteriaceae,2404923,77.87,True,Non_marine,3,1.133333333,1.25E-06,28.27533356,1.247441186,24.94882373,1.133333333
875,GCA_002454815.1,42,1.908223535,2201,GCA_002454815.1,106,13,4.815992731,GCA_002454815.1,Kaistella,Weeksellaceae,2415416,100,True,Non_marine,3,2.523809524,1.24E-06,43.8847801,1.242022078,17.38830909,2.523809524
876,GCA_002455915.1,97,2.733934611,3548,GCA_002455915.1,139,46,3.917700113,GCA_002455915.1,Chryseobacterium,Weeksellaceae,4095088,86.54,True,Non_marine,9,1.432989691,2.20E-06,33.94310452,2.197754969,23.68691466,1.432989691
877,GCA_002457075.1,12,1.483312732,809,GCA_002457075.1,47,2,5.809641533,GCA_002457075.1,MED-G11,Flavobacteriaceae,851326,73.9,True,Marine,2,3.916666667,2.35E-06,55.20799318,2.349276305,14.09565783,3.916666667
878,GCA_002457295.1,23,2.356557377,976,GCA_002457295.1,38,12,3.893442623,GCA_002457295.1,MS024-2A_A,Flavobacteriaceae,1059616,55.88,True,Marine,1,1.652173913,9.44E-07,35.86204814,0.943738109,21.7059765,1.652173913
879,GCA_002457715.1,22,2.268041237,970,GCA_002457715.1,49,13,5.051546392,GCA_002457715.1,MED-G14,Flavobacteriaceae,1063518,66.54,True,Marine,2,2.227272727,1.88E-06,46.07350322,1.880551152,20.68606267,2.227272727
880,GCA_002469685.1,53,1.559282142,3399,GCA_002469685.1,155,18,4.560164754,GCA_002469685.1,Empedobacter,Weeksellaceae,3602976,100,True,Non_marine,4,2.924528302,1.11E-06,43.01999236,1.110193351,14.7100619,2.924528302
881,GCA_002470025.1,30,2.290076336,1310,GCA_002470025.1,66,13,5.038167939,GCA_002470025.1,MAG-120531,Flavobacteriaceae,1460537,73.99,True,Marine,1,2.2,6.85E-07,45.18885862,0.684679676,20.54039028,2.2
882,GCA_002470745.1,31,2.627118644,1180,GCA_002470745.1,43,15,3.644067797,GCA_002470745.1,UBA7446,Flavobacteriaceae,1324723,76.95,True,Marine,2,1.387096774,1.51E-06,32.45961609,1.509749585,23.40111857,1.387096774
883,GCA_002470765.1,34,2.017804154,1685,GCA_002470765.1,88,16,5.222551929,GCA_002470765.1,MS024-2A,Flavobacteriaceae,1829786,87.26,True,Marine,1,2.588235294,5.47E-07,48.09305569,0.546511996,18.58140788,2.588235294
884,GCA_002470905.1,29,2.342487884,1238,GCA_002470905.1,52,7,4.200323102,GCA_002470905.1,UBA7446,Flavobacteriaceae,1330464,86.55,True,Unclassified,2,1.793103448,1.50E-06,39.084109,1.503234962,21.79690694,1.793103448
885,GCA_002471425.1,66,3.377686796,1954,GCA_002471425.1,86,44,4.40122825,GCA_002471425.1,Leeuwenhoekiella,Flavobacteriaceae,2265737,50.31,True,Marine,3,1.303030303,1.32E-06,37.95674432,1.324072476,29.12959448,1.303030303
886,GCA_002471625.1,19,1.747930083,1087,GCA_002471625.1,57,9,5.243790248,GCA_002471625.1,UBA724,Flavobacteriaceae,1162927,73.05,True,Marine,2,3,1.72E-06,49.01425455,1.719798405,16.33808485,3
887,GCA_002471745.1,106,4.191379992,2529,GCA_002471745.1,103,74,4.07275603,GCA_002471745.1,Leeuwenhoekiella,Flavobacteriaceae,2994163,79.25,True,Marine,3,0.971698113,1.00E-06,34.40026478,1.00194946,35.40221424,0.971698113
888,GCA_002471825.1,72,2.666666667,2700,GCA_002471825.1,131,40,4.851851852,GCA_002471825.1,Polaribacter,Flavobacteriaceae,2947786,98.94,True,Marine,2,1.819444444,6.78E-07,44.44013236,0.678475303,24.42511091,1.819444444
889,GCA_002472765.1,55,1.873297003,2936,GCA_002472765.1,138,23,4.70027248,GCA_002472765.1,Empedobacter,Weeksellaceae,3149435,97.49,True,Non_marine,3,2.509090909,9.53E-07,43.81738312,0.952551807,17.46344979,2.509090909
