,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Nr_BGCs,PEP:GH,BGCs/genomesize,merops_perMb,bgc_perMb,cazymes_perMb
666,GCA_002297465.1,19,1.7641597028783658,1077,GCA_002297465.1,55,9,5.10677808727948,GCA_002297465.1,UBA724,Flavobacteriaceae,1183977,76.78,True,Marine,2.0,2.8947368421052633,1.6892220034679727e-06,46.453605095369255,1.6892220034679728,16.047609032945743
667,GCA_002297505.1,98,3.3265444670739988,2946,GCA_002297505.1,126,56,4.276985743380855,GCA_002297505.1,Epilithonimonas,Weeksellaceae,3175191,89.72,True,Non_marine,1.0,1.2857142857142858,3.149416838231149e-07,39.682652161712475,0.31494168382311494,30.86428501466526
668,GCA_002297705.1,114,4.042553191489361,2820,GCA_002297705.1,103,81,3.6524822695035457,GCA_002297705.1,Leeuwenhoekiella,Flavobacteriaceae,3397701,79.37,True,Marine,3.0,0.9035087719298246,8.829499711716835e-07,30.314615676894466,0.8829499711716835,33.552098904523966
669,GCA_002302395.1,82,2.9645697758496024,2766,GCA_002302395.1,86,49,3.109182935647144,GCA_002302395.1,Capnocytophaga,Flavobacteriaceae,3074746,99.52,False,Unclassified,4.0,1.048780487804878,1.3009204662759136e-06,27.96979002493214,1.3009204662759135,26.668869558656226
670,GCA_002302415.1,48,1.7751479289940828,2704,GCA_002302415.1,90,16,3.3284023668639056,GCA_002302415.1,Capnocytophaga,Flavobacteriaceae,2838633,100.0,False,Non_marine,5.0,1.875,1.7614112144824638e-06,31.705401860684354,1.7614112144824638,16.909547659031652
671,GCA_002302445.1,65,2.9200359389038635,2226,GCA_002302445.1,83,40,3.728661275831087,GCA_002302445.1,Capnocytophaga,Flavobacteriaceae,2493828,100.0,False,Non_marine,0.0,1.2769230769230768,0.0,33.282167013923974,0.0,26.064347661506726
672,GCA_002302475.1,85,3.708551483420593,2292,GCA_002302475.1,91,48,3.9703315881326353,GCA_002302475.1,Capnocytophaga,Flavobacteriaceae,2640475,100.0,False,Non_marine,1.0,1.0705882352941176,3.7871973792594136e-07,34.463496151260664,0.3787197379259414,32.19117772370501
673,GCA_002302495.1,82,3.247524752475248,2525,GCA_002302495.1,85,50,3.3663366336633667,GCA_002302495.1,Capnocytophaga,Flavobacteriaceae,2855148,99.52,False,Non_marine,4.0,1.0365853658536586,1.4009781629533741e-06,29.7707859627592,1.4009781629533742,28.720052340544168
674,GCA_002302515.1,75,3.4262220191868438,2189,GCA_002302515.1,91,40,4.157149383280037,GCA_002302515.1,Capnocytophaga,Flavobacteriaceae,2633192,100.0,False,Non_marine,0.0,1.2133333333333334,0.0,34.55881682763733,0.0,28.48254134145934
675,GCA_002302535.1,72,3.278688524590164,2196,GCA_002302535.1,91,40,4.143897996357013,GCA_002302535.1,Capnocytophaga,Flavobacteriaceae,2632967,100.0,False,Non_marine,1.0,1.2638888888888888,3.797996708656052e-07,34.56177004877007,0.37979967086560523,27.34557630232358
676,GCA_002302565.1,62,2.9509757258448364,2101,GCA_002302565.1,84,38,3.998096144693003,GCA_002302565.1,Capnocytophaga,Flavobacteriaceae,2414275,100.0,False,Non_marine,1.0,1.3548387096774193,4.142030216110427e-07,34.79305381532758,0.41420302161104267,25.680587339884646
677,GCA_002302595.1,85,3.044412607449857,2792,GCA_002302595.1,87,52,3.116045845272206,GCA_002302595.1,Capnocytophaga,Flavobacteriaceae,3098616,100.0,False,Non_marine,4.0,1.0235294117647058,1.2908989045431896e-06,28.077051173814375,1.2908989045431896,27.43160172154278
678,GCA_002302615.1,70,3.1760435571687835,2204,GCA_002302615.1,85,39,3.856624319419238,GCA_002302615.1,Capnocytophaga,Flavobacteriaceae,2504023,99.05,False,Non_marine,3.0,1.2142857142857142,1.1980720624371263e-06,33.94537510238524,1.1980720624371264,27.955014790199613
679,GCA_002302635.1,80,3.2401782098015386,2469,GCA_002302635.1,82,43,3.3211826650465777,GCA_002302635.1,Capnocytophaga,Flavobacteriaceae,2831350,100.0,False,Non_marine,1.0,1.025,3.5318840835643776e-07,28.961449485227895,0.3531884083564378,28.25507266851502
680,GCA_002302655.1,67,3.1293787949556284,2141,GCA_002302655.1,83,39,3.8766931340495097,GCA_002302655.1,Capnocytophaga,Flavobacteriaceae,2455405,99.52,False,Non_marine,0.0,1.2388059701492538,0.0,33.80297751287466,0.0,27.28674088388677
681,GCA_002303885.1,215,4.589114194236927,4685,GCA_002303885.1,181,143,3.863393810032017,GCA_002303885.1,Flavobacterium,Flavobacteriaceae,5397558,99.65,False,Non_marine,5.0,0.8418604651162791,9.263448396478555e-07,33.53368319525237,0.9263448396478555,39.83282810485779
682,GCA_002304005.1,203,4.6021310360462495,4411,GCA_002304005.1,172,125,3.899342552709136,GCA_002304005.1,Flavobacterium,Flavobacteriaceae,5127275,99.65,False,Non_marine,5.0,0.8472906403940886,9.75176872705287e-07,33.54608442106187,0.975176872705287,39.59218103183465
683,GCA_002304765.1,128,3.4820457018498367,3676,GCA_002304765.1,142,71,3.862894450489663,GCA_002304765.1,Euzebyella,Flavobacteriaceae,4328201,95.46,True,Marine,5.0,1.109375,1.155214371975793e-06,32.808088164112526,1.155214371975793,29.573487922580306
684,GCA_002306185.1,48,1.76017601760176,2727,GCA_002306185.1,111,18,4.07040704070407,GCA_002306185.1,Kaistella,Weeksellaceae,2558155,92.94,True,Non_marine,1.0,2.3125,3.909067277002371e-07,43.390646774726314,0.3909067277002371,18.76352292961138
685,GCA_002308695.1,54,1.9417475728155336,2781,GCA_002308695.1,122,18,4.386911183027688,GCA_002308695.1,Kaistella,Weeksellaceae,2963267,100.0,True,Non_marine,3.0,2.259259259259259,1.012396115503598e-06,41.17077536381298,1.0123961155035979,18.223130079064763
686,GCA_002310515.1,107,2.832186341979883,3778,GCA_002310515.1,164,62,4.340921122286924,GCA_002310515.1,Elizabethkingia,Weeksellaceae,4093812,100.0,False,Non_marine,4.0,1.5327102803738317,9.770844386601047e-07,40.060461985064286,0.9770844386601046,26.137008734157796
687,GCA_002310535.1,107,2.832186341979883,3778,GCA_002310535.1,164,62,4.340921122286924,GCA_002310535.1,Elizabethkingia,Weeksellaceae,4093812,100.0,False,Non_marine,4.0,1.5327102803738317,9.770844386601047e-07,40.060461985064286,0.9770844386601046,26.137008734157796
688,GCA_002311535.1,144,4.01673640167364,3585,GCA_002311535.1,141,82,3.933054393305439,GCA_002311535.1,Salegentibacter,Flavobacteriaceae,4054003,99.43,True,Marine,4.0,0.9791666666666666,9.866790922453683e-07,34.78043800164924,0.9866790922453683,35.52044732083326
689,GCA_002311725.1,33,1.3778705636743214,2395,GCA_002311725.1,106,7,4.4258872651356995,GCA_002311725.1,Kaistella,Weeksellaceae,2404650,98.68,True,Non_marine,2.0,3.212121212121212,8.317218722059343e-07,44.08125922691452,0.8317218722059343,13.723410891397917
690,GCA_002312885.1,84,3.191489361702128,2632,GCA_002312885.1,86,52,3.2674772036474162,GCA_002312885.1,Capnocytophaga,Flavobacteriaceae,2963948,99.52,False,Non_marine,4.0,1.0238095238095237,1.3495513416564664e-06,29.015353845614026,1.3495513416564664,28.34057817478579
691,GCA_002313325.1,18,1.791044776119403,1005,GCA_002313325.1,46,3,4.577114427860696,GCA_002313325.1,UBA7446,Flavobacteriaceae,1057864,71.58,True,Marine,2.0,2.5555555555555554,1.8906021946110274e-06,43.48385047605363,1.8906021946110274,17.01541975149925
692,GCA_002314375.1,95,2.1859180855959504,4346,GCA_002314375.1,194,43,4.46387482742752,GCA_002314375.1,Chryseobacterium,Weeksellaceae,4797803,100.0,True,Non_marine,7.0,2.042105263157895,1.4590011303090186e-06,40.43517418284994,1.4590011303090187,19.800729625622395
693,GCA_002315095.1,44,1.464226289517471,3005,GCA_002315095.1,129,13,4.292845257903495,GCA_002315095.1,Empedobacter,Weeksellaceae,2890820,95.0,True,Non_marine,0.0,2.9318181818181817,0.0,44.62401671498053,0.0,15.22059484852049
694,GCA_002315415.1,87,1.803856520837653,4823,GCA_002315415.1,220,45,4.561476259589467,GCA_002315415.1,Chryseobacterium,Weeksellaceae,5287191,100.0,True,Non_marine,6.0,2.528735632183908,1.1348180914969782e-06,41.60999668822254,1.134818091496978,16.454862326706184
695,GCA_002319955.1,47,2.568306010928961,1830,GCA_002319955.1,91,23,4.972677595628415,GCA_002319955.1,Planobacterium,Weeksellaceae,1992843,94.96,True,Non_marine,1.0,1.9361702127659575,5.017956758259431e-07,45.663406500160825,0.5017956758259431,23.584396763819328
696,GCA_002320285.1,35,1.1961722488038278,2926,GCA_002320285.1,128,6,4.3745727956254274,GCA_002320285.1,Myroides,Flavobacteriaceae,3464119,99.65,True,Non_marine,2.0,3.657142857142857,5.77347371727126e-07,36.95023179053606,0.5773473717271259,10.103579005224704
697,GCA_002320855.1,143,3.6047390975548272,3967,GCA_002320855.1,150,73,3.781194857574994,GCA_002320855.1,Euzebyella,Flavobacteriaceae,4580477,98.89,True,Marine,5.0,1.048951048951049,1.0915893694041035e-06,32.7476810821231,1.0915893694041034,31.219455964957362
698,GCA_002322625.1,48,2.281368821292776,2104,GCA_002322625.1,102,19,4.847908745247148,GCA_002322625.1,CG1-02-35-72,Flavobacteriaceae,2405867,86.31,True,Non_marine,0.0,2.125,0.0,42.39635856844954,0.0,19.951227561623316
699,GCA_002322895.1,54,1.9169329073482428,2817,GCA_002322895.1,132,22,4.685835995740149,GCA_002322895.1,Empedobacter,Weeksellaceae,3019088,100.0,True,Non_marine,2.0,2.4444444444444446,6.624517072705399e-07,43.72181267985564,0.6624517072705399,17.88619609630458
700,GCA_002323395.1,119,3.2136105860113418,3703,GCA_002323395.1,135,69,3.645692681609506,GCA_002323395.1,Euzebyella,Flavobacteriaceae,4355495,93.54,True,Marine,6.0,1.134453781512605,1.3775701728506173e-06,30.995328889138896,1.3775701728506173,27.321808428203912
701,GCA_002323475.1,42,3.0950626381724398,1357,GCA_002323475.1,55,24,4.053058216654384,GCA_002323475.1,UBA8316,Flavobacteriaceae,1529292,77.28,True,Marine,1.0,1.3095238095238095,6.538973590393463e-07,35.964354747164045,0.6538973590393463,27.463689079652546
702,GCA_002323495.1,78,2.559055118110236,3048,GCA_002323495.1,122,24,4.002624671916011,GCA_002323495.1,Olleya,Flavobacteriaceae,3336236,98.43,True,Marine,2.0,1.564102564102564,5.99477974579736e-07,36.56815644936389,0.599477974579736,23.379641008609703
703,GCA_002325035.1,89,2.4423710208562017,3644,GCA_002325035.1,148,39,4.061470911086718,GCA_002325035.1,Maribacter,Flavobacteriaceae,4168404,90.62,True,Marine,4.0,1.6629213483146068,9.595998852318537e-07,35.50519575357859,0.9595998852318537,21.351097446408748
704,GCA_002325485.1,51,1.697171381031614,3005,GCA_002325485.1,108,14,3.594009983361065,GCA_002325485.1,BACL21,Flavobacteriaceae,3224817,94.15,True,Marine,1.0,2.1176470588235294,3.1009511547476956e-07,33.49027247127511,0.31009511547476953,15.81485088921325
705,GCA_002325685.1,129,4.017440049828714,3211,GCA_002325685.1,130,84,4.048582995951417,GCA_002325685.1,Leeuwenhoekiella,Flavobacteriaceae,3782273,91.46,True,Marine,4.0,1.0077519379844961,1.0575651202332565e-06,34.370866407580834,1.0575651202332566,34.10647512752253
706,GCA_002332505.1,42,1.7857142857142856,2352,GCA_002332505.1,106,13,4.506802721088436,GCA_002332505.1,Kaistella,Weeksellaceae,2547872,100.0,True,Non_marine,3.0,2.5238095238095237,1.1774531844613858e-06,41.603345850968964,1.1774531844613858,16.484344582459403
707,GCA_002333005.1,50,1.7537706068046297,2851,GCA_002333005.1,132,19,4.629954401964223,GCA_002333005.1,Empedobacter,Weeksellaceae,3039024,100.0,True,Non_marine,2.0,2.64,6.58106023512812e-07,43.4349975518456,0.658106023512812,16.452650587820298
708,GCA_002334975.1,23,1.5983321751216122,1439,GCA_002334975.1,69,13,4.794996525364837,GCA_002334975.1,MS024-2A,Flavobacteriaceae,1527053,72.91,True,Marine,1.0,3.0,6.548561182879704e-07,45.185072161869954,0.6548561182879704,15.061690720623318
709,GCA_002335345.1,28,1.8396846254927728,1522,GCA_002335345.1,65,12,4.270696452036794,GCA_002335345.1,BACL21,Flavobacteriaceae,1727315,77.94,True,Marine,1.0,2.3214285714285716,5.78933199792742e-07,37.63065798652822,0.5789331997927419,16.210129594196772
710,GCA_002336225.1,22,1.8136850783182192,1213,GCA_002336225.1,54,7,4.451772464962902,GCA_002336225.1,MAG-120531,Flavobacteriaceae,1346486,61.35,True,Marine,1.0,2.4545454545454546,7.426738933787651e-07,40.10439024245331,0.7426738933787651,16.338825654332837
711,GCA_002336305.1,46,3.43027591349739,1341,GCA_002336305.1,54,24,4.026845637583892,GCA_002336305.1,UBA8316,Flavobacteriaceae,1579691,70.99,True,Marine,1.0,1.173913043478261,6.330351948577285e-07,34.18390052231734,0.6330351948577285,29.119618963455512
712,GCA_002337005.1,101,3.2813515269655618,3078,GCA_002337005.1,122,54,3.9636127355425597,GCA_002337005.1,Cloacibacterium,Weeksellaceae,3432406,96.23,True,Non_marine,1.0,1.2079207920792079,2.9134082623092955e-07,35.54358080017341,0.29134082623092955,29.425423449323883
713,GCA_002337205.1,44,1.6350798959494612,2691,GCA_002337205.1,112,17,4.162021553325901,GCA_002337205.1,Dokdonia,Flavobacteriaceae,3132538,82.8,True,Marine,3.0,2.5454545454545454,9.576898987338701e-07,35.75375621939782,0.9576898987338701,14.046118514763428
714,GCA_002337605.1,53,1.7074742268041236,3104,GCA_002337605.1,138,6,4.445876288659794,GCA_002337605.1,Marinirhabdus,Flavobacteriaceae,3416246,98.29,True,Marine,4.0,2.6037735849056602,1.1708758678385572e-06,40.39521744043023,1.1708758678385571,15.514105248860883
715,GCA_002338325.1,108,2.504638218923933,4312,GCA_002338325.1,187,60,4.336734693877551,GCA_002338325.1,Chryseobacterium,Weeksellaceae,4660937,100.0,True,Non_marine,8.0,1.7314814814814814,1.7163930771859821e-06,40.12068817922233,1.716393077185982,23.171306542010758
716,GCA_002338705.1,56,1.8087855297157625,3096,GCA_002338705.1,129,8,4.166666666666666,GCA_002338705.1,Aequorivita,Flavobacteriaceae,3338824,98.39,True,Non_marine,3.0,2.3035714285714284,8.985199579253054e-07,38.63635819078814,0.8985199579253054,16.772372547939035
717,GCA_002340165.1,97,2.003718240033051,4841,GCA_002340165.1,208,44,4.296632927081181,GCA_002340165.1,Chryseobacterium,Weeksellaceae,5334537,100.0,True,Non_marine,9.0,2.1443298969072164,1.6871192382769114e-06,38.99120017351084,1.6871192382769113,18.183396234762267
718,GCA_002340745.1,37,2.355187778485041,1571,GCA_002340745.1,84,15,5.346912794398472,GCA_002340745.1,MAG-120531,Flavobacteriaceae,1797421,86.7,True,Marine,1.0,2.27027027027027,5.563526853196886e-07,46.73362556685384,0.5563526853196886,20.58504935682848
719,GCA_002340755.1,35,2.514367816091954,1392,GCA_002340755.1,80,13,5.747126436781609,GCA_002340755.1,MAG-120531,Flavobacteriaceae,1601199,65.52,True,Marine,0.0,2.2857142857142856,0.0,49.96255930711923,0.0,21.85861969686466
720,GCA_002340765.1,44,2.6650514839491217,1651,GCA_002340765.1,74,23,4.482132041187159,GCA_002340765.1,Polaribacter,Flavobacteriaceae,1851705,82.41,True,Marine,2.0,1.6818181818181819,1.0800856507921078e-06,39.963169079307995,1.0800856507921077,23.76188431742637
721,GCA_002341025.1,49,1.866666666666667,2625,GCA_002341025.1,107,21,4.076190476190476,GCA_002341025.1,Empedobacter,Weeksellaceae,2780157,93.55,True,Non_marine,3.0,2.183673469387755,1.079075750038577e-06,38.48703508470925,1.079075750038577,17.624903917296756
722,GCA_002345305.1,42,1.5091627739849085,2783,GCA_002345305.1,119,14,4.27596119295724,GCA_002345305.1,Empedobacter,Weeksellaceae,2947126,70.97,True,Non_marine,3.0,2.8333333333333335,1.0179408684935765e-06,40.37832111691187,1.0179408684935765,14.251172158910071
723,GCA_002345565.1,87,3.179824561403509,2736,GCA_002345565.1,105,41,3.8377192982456143,GCA_002345565.1,Epilithonimonas,Weeksellaceae,2973150,100.0,True,Non_marine,1.0,1.206896551724138,3.36343608630577e-07,35.316078906210585,0.336343608630577,29.2618939508602
724,GCA_002346855.1,36,2.1712907117008444,1658,GCA_002346855.1,82,15,4.945717732207479,GCA_002346855.1,MAG-120531,Flavobacteriaceae,1852236,76.83,True,Marine,2.0,2.2777777777777777,1.0797760112642234e-06,44.27081646183316,1.0797760112642234,19.43596820275602
725,GCA_002352205.1,91,2.791411042944785,3260,GCA_002352205.1,135,41,4.141104294478527,GCA_002352205.1,Flavobacterium,Flavobacteriaceae,3729416,99.65,True,Non_marine,4.0,1.4835164835164836,1.0725539870049358e-06,36.19869706141659,1.0725539870049359,24.40060320436229
726,GCA_002352665.1,84,2.3549201009251477,3567,GCA_002352665.1,158,48,4.429492570787777,GCA_002352665.1,UBA7949,Flavobacteriaceae,3981292,97.82,True,Marine,4.0,1.880952380952381,1.0046989771159714e-06,39.68560959608087,1.0046989771159713,21.098678519435403
727,GCA_002352865.1,60,1.9639934533551555,3055,GCA_002352865.1,126,8,4.124386252045826,GCA_002352865.1,Aequorivita,Flavobacteriaceae,3252920,99.16,True,Marine,3.0,2.1,9.222483184338994e-07,38.73442937422378,0.9222483184338994,18.44496636867799
728,GCA_002353015.1,55,1.8382352941176472,2992,GCA_002353015.1,141,22,4.712566844919786,GCA_002353015.1,Empedobacter,Weeksellaceae,3094176,98.92,True,Non_marine,2.0,2.5636363636363635,6.463756424973887e-07,45.5694827960659,0.6463756424973887,17.775330168678185
729,GCA_002354475.1,60,2.294455066921606,2615,GCA_002354475.1,115,12,4.397705544933078,GCA_002354475.1,Croceibacter,Flavobacteriaceae,2863283,96.7,True,Marine,4.0,1.9166666666666667,1.3969977819167717e-06,40.16368623010719,1.3969977819167718,20.95496672875158
730,GCA_002354685.1,145,4.315476190476192,3360,GCA_002354685.1,142,98,4.226190476190476,GCA_002354685.1,Leeuwenhoekiella,Flavobacteriaceae,3888517,98.42,True,Marine,4.0,0.9793103448275862,1.028669798794759e-06,36.51777785721394,1.028669798794759,37.28928020631001
731,GCA_002354765.1,50,1.7630465444287728,2836,GCA_002354765.1,130,8,4.583921015514809,GCA_002354765.1,Marinirhabdus,Flavobacteriaceae,3148340,95.82,True,Marine,3.0,2.6,9.528831066530298e-07,41.29160128829796,0.9528831066530298,15.881385110883832
732,GCA_002354835.1,43,1.5768243491015768,2727,GCA_002354835.1,122,5,4.473780711404474,GCA_002354835.1,Marixanthomonas,Flavobacteriaceae,2924709,93.99,True,Marine,2.0,2.8372093023255816,6.838287159508861e-07,41.71355167300405,0.6838287159508861,14.702317392944051
733,GCA_002358695.1,148,4.083885209713024,3624,GCA_002358695.1,139,104,3.835540838852097,GCA_002358695.1,Zunongwangia,Flavobacteriaceae,4334728,84.38,True,Marine,3.0,0.9391891891891891,6.920849474292274e-07,32.06660256422087,0.6920849474292274,34.14285740650855
734,GCA_002359055.1,31,1.4601978332548282,2123,GCA_002359055.1,95,4,4.474799811587377,GCA_002359055.1,UBA3376,Weeksellaceae,2334547,90.14,True,Unclassified,0.0,3.064516129032258,0.0,40.69311947885392,0.0,13.278807408889177
735,GCA_002360095.1,63,2.5693311582381733,2452,GCA_002360095.1,92,30,3.7520391517128875,GCA_002360095.1,Mesonia,Flavobacteriaceae,2803748,65.73,True,Marine,2.0,1.4603174603174602,7.133308699640624e-07,32.81322001834687,0.7133308699640624,22.469922403867965
736,GCA_002360395.1,131,4.020871700429711,3258,GCA_002360395.1,131,88,4.020871700429711,GCA_002360395.1,Leeuwenhoekiella,Flavobacteriaceae,3857187,91.79,True,Marine,3.0,1.0,7.777688766450784e-07,33.96257428016842,0.7777688766450784,33.96257428016842
737,GCA_002360635.1,45,1.5300918055083303,2941,GCA_002360635.1,124,5,4.216252975178511,GCA_002360635.1,Marixanthomonas,Flavobacteriaceae,3141914,99.24,True,Marine,2.0,2.7555555555555555,6.36554660630431e-07,39.46638895908673,0.636554660630431,14.322479864184698
738,GCA_002360925.1,29,1.1284046692607004,2570,GCA_002360925.1,99,4,3.8521400778210118,GCA_002360925.1,Myroides,Flavobacteriaceae,2707600,94.94,True,Non_marine,1.0,3.413793103448276,3.6933077263997636e-07,36.56374649135766,0.3693307726399764,10.710592406559314
739,GCA_002362375.1,103,2.601010101010101,3960,GCA_002362375.1,159,43,4.015151515151516,GCA_002362375.1,Maribacter,Flavobacteriaceae,4438209,99.47,True,Marine,4.0,1.5436893203883495,9.012644514938346e-07,35.82526194687992,0.9012644514938346,23.20755962596624
740,GCA_002362875.1,42,1.5481017323995576,2713,GCA_002362875.1,123,14,4.533726502027276,GCA_002362875.1,Empedobacter,Weeksellaceae,2867640,100.0,True,Non_marine,0.0,2.9285714285714284,0.0,42.89241327363267,0.0,14.646189898313596
741,GCA_002363835.1,47,1.6526019690576654,2844,GCA_002363835.1,124,8,4.360056258790436,GCA_002363835.1,Marinirhabdus,Flavobacteriaceae,3266261,81.55,True,Marine,3.0,2.6382978723404253,9.184814073339516e-07,37.96389816980333,0.9184814073339516,14.389542048231908
742,GCA_002363855.1,135,3.2312111057922452,4178,GCA_002363855.1,148,68,3.5423647678314985,GCA_002363855.1,Arenibacter,Flavobacteriaceae,4912193,96.57,True,Marine,5.0,1.0962962962962963,1.0178753155667948e-06,30.129109340777124,1.0178753155667948,27.482633520303455
743,GCA_002363875.1,52,1.6855753646677474,3085,GCA_002363875.1,137,6,4.4408427876823335,GCA_002363875.1,Marinirhabdus,Flavobacteriaceae,3392260,97.98,True,Marine,4.0,2.6346153846153846,1.1791548996833968e-06,40.386055314156344,1.179154899683397,15.32901369588416
744,GCA_002364135.1,48,1.5779092702169626,3042,GCA_002364135.1,113,4,3.714661406969099,GCA_002364135.1,Aequorivita,Flavobacteriaceae,3179520,90.69,True,Marine,3.0,2.3541666666666665,9.435386473429951e-07,35.53995571658615,0.9435386473429952,15.096618357487923
745,GCA_002364215.1,60,2.0,3000,GCA_002364215.1,126,8,4.2,GCA_002364215.1,Aequorivita,Flavobacteriaceae,3203754,99.24,True,Marine,3.0,2.1,9.364014840090719e-07,39.32886232838102,0.9364014840090719,18.728029680181436
746,GCA_002364245.1,26,1.5276145710928317,1702,GCA_002364245.1,82,2,4.81786133960047,GCA_002364245.1,Marixanthomonas,Flavobacteriaceae,1881265,67.34,True,Marine,1.0,3.1538461538461537,5.31557223463999e-07,43.587692324047914,0.531557223463999,13.820487810063973
747,GCA_002364255.1,169,3.696412948381451,4572,GCA_002364255.1,157,105,3.4339457567804024,GCA_002364255.1,Arenibacter,Flavobacteriaceae,5479026,98.15,True,Marine,5.0,0.9289940828402367,9.12570956954758e-07,28.654728048379404,0.912570956954758,30.844898345070824
748,GCA_002364325.1,61,2.6293103448275863,2320,GCA_002364325.1,109,21,4.698275862068965,GCA_002364325.1,Gillisia,Flavobacteriaceae,2578194,81.03,True,Marine,3.0,1.7868852459016393,1.1636052213293492e-06,42.27765637496635,1.1636052213293493,23.659972833696767
749,GCA_002364335.1,69,2.197452229299363,3140,GCA_002364335.1,145,20,4.617834394904459,GCA_002364335.1,Winogradskyella,Flavobacteriaceae,3423542,97.46,True,Marine,2.0,2.101449275362319,5.841902918088926e-07,42.35379615614472,0.5841902918088926,20.154565067406796
750,GCA_002364385.1,108,3.375,3200,GCA_002364385.1,117,43,3.65625,GCA_002364385.1,Mesonia,Flavobacteriaceae,3602425,96.03,True,Marine,3.0,1.0833333333333333,8.327723686128094e-07,32.47812237589957,0.8327723686128095,29.97980527006114
751,GCA_002364405.1,101,3.4029649595687337,2968,GCA_002364405.1,116,72,3.908355795148248,GCA_002364405.1,Leeuwenhoekiella,Flavobacteriaceae,3477681,85.58,True,Marine,3.0,1.1485148514851484,8.626438135067593e-07,33.355560788928024,0.8626438135067593,29.042341721394227
752,GCA_002364535.1,66,3.7267080745341614,1771,GCA_002364535.1,74,41,4.178430265386787,GCA_002364535.1,UBA8316,Flavobacteriaceae,2017223,88.62,True,Marine,3.0,1.121212121212121,1.4871930371604924e-06,36.684094916625476,1.4871930371604924,32.71824681753083
753,GCA_002365095.1,51,1.926709482432943,2647,GCA_002365095.1,120,18,4.5334340763128065,GCA_002365095.1,Kaistella,Weeksellaceae,2886848,100.0,True,Non_marine,3.0,2.3529411764705883,1.0391956902476334e-06,41.567827609905336,1.0391956902476334,17.666326734209765
754,GCA_002365405.1,38,2.4390243902439024,1558,GCA_002365405.1,82,15,5.263157894736842,GCA_002365405.1,MAG-120531,Flavobacteriaceae,1784250,84.69,True,Marine,1.0,2.1578947368421053,5.604595768530194e-07,45.9576853019476,0.5604595768530194,21.297463920414742
755,GCA_002365615.1,55,1.7857142857142856,3080,GCA_002365615.1,117,8,3.7987012987012987,GCA_002365615.1,Aequorivita,Flavobacteriaceae,3331117,89.87,True,Marine,3.0,2.1272727272727274,9.005988081475373e-07,35.123353517753955,0.9005988081475372,16.510978149371518
756,GCA_002366675.1,44,1.9391802556192157,2269,GCA_002366675.1,106,5,4.671661524900837,GCA_002366675.1,Xanthomarina,Flavobacteriaceae,2548718,83.36,True,Marine,2.0,2.409090909090909,7.847082337080838e-07,41.589536386528444,0.7847082337080838,17.263581141577845
757,GCA_002367645.1,36,2.3529411764705883,1530,GCA_002367645.1,78,15,5.098039215686274,GCA_002367645.1,MAG-120531,Flavobacteriaceae,1744678,82.25,True,Marine,2.0,2.1666666666666665,1.1463433367074038e-06,44.70739013158875,1.1463433367074038,20.63418006073327
758,GCA_002375245.1,126,4.384133611691024,2874,GCA_002375245.1,124,88,4.314544189283229,GCA_002375245.1,Leeuwenhoekiella,Flavobacteriaceae,3491679,81.16,True,Marine,2.0,0.9841269841269841,5.727903395472493e-07,35.513001051929464,0.5727903395472493,36.08579139147671
759,GCA_002375495.1,54,1.7555266579973992,3076,GCA_002375495.1,137,9,4.4538361508452535,GCA_002375495.1,Marinirhabdus,Flavobacteriaceae,3378100,99.24,True,Marine,3.0,2.537037037037037,8.880731772298038e-07,40.555341760161035,0.8880731772298037,15.985317190136469
760,GCA_002375625.1,41,1.5787447054293418,2597,GCA_002375625.1,112,8,4.31266846361186,GCA_002375625.1,Aequorivita,Flavobacteriaceae,2855480,83.25,True,Marine,3.0,2.731707317073171,1.0506114558673148e-06,39.222827685713085,1.0506114558673147,14.358356563519969
761,GCA_002375695.1,50,2.038320423970648,2453,GCA_002375695.1,110,4,4.484304932735426,GCA_002375695.1,Aequorivita,Flavobacteriaceae,2713065,98.17,True,Marine,1.0,2.2,3.6858681970391423e-07,40.544550167430565,0.3685868197039142,18.429340985195708
762,GCA_002376145.1,26,1.1139674378748932,2334,GCA_002376145.1,104,5,4.455869751499572,GCA_002376145.1,Kaistella,Weeksellaceae,2310798,98.32,True,Non_marine,2.0,4.0,8.655018742443087e-07,45.006097460704055,0.8655018742443087,11.251524365176014
763,GCA_002376315.1,39,1.517509727626459,2570,GCA_002376315.1,117,6,4.552529182879377,GCA_002376315.1,Altibacter,Flavobacteriaceae,2828111,88.79,True,Marine,3.0,3.0,1.0607787318107388e-06,41.37037054061881,1.0607787318107387,13.790123513539603
764,GCA_002376925.1,43,2.6976160602258465,1594,GCA_002376925.1,74,22,4.642409033877039,GCA_002376925.1,UBA3537,Flavobacteriaceae,1811734,82.13,True,Marine,1.0,1.7209302325581395,5.519574065508513e-07,40.844848084762994,0.5519574065508513,23.734168481686606
765,GCA_002378465.1,53,1.8622628250175683,2846,GCA_002378465.1,136,21,4.778636683063949,GCA_002378465.1,Empedobacter,Weeksellaceae,3016307,100.0,True,Non_marine,2.0,2.5660377358490565,6.630624800459635e-07,45.08824864312552,0.6630624800459635,17.571155721218034
