,orfs,pfam,ko,cog,cazymes,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%
GCA_014220885.1,3743,6052,1408,2332,109,37.61688485172321,62.30296553566658,2.9121025915041407
GCA_001280865.1,2764,5023,1186,1870,69,42.90882778581766,67.65557163531113,2.496382054992764
GCA_000423045.1,2981,5387,1293,2025,101,43.37470647433747,67.93022475679302,3.3881247903388125
GCA_001556235.1,3973,6134,1404,2336,117,35.33853511200604,58.79687893279637,2.9448779260005034
GCA_002315415.1,4823,7102,1586,2713,87,32.88409703504043,56.25129587393738,1.8038565208376531
GCA_003626835.1,5149,8325,1745,2992,160,33.89007574286269,58.10837055738979,3.107399495047582
GCA_002690095.1,3283,5303,1221,1997,119,37.1915930551325,60.82851050868109,3.624733475479744
GCA_003525065.1,2732,4305,1028,1726,106,37.62811127379209,63.17715959004392,3.8799414348462666
GCA_003712105.1,2895,5091,1145,1854,67,39.55094991364421,64.04145077720207,2.31433506044905
GCA_009741375.1,3519,5810,1322,2136,85,37.56749076442171,60.69906223358908,2.4154589371980677
GCA_009835005.1,2424,4063,1016,1576,40,41.914191419141915,65.01650165016501,1.65016501650165
GCA_003957295.1,4152,7580,1721,2778,180,41.44990366088632,66.90751445086705,4.335260115606936
GCA_900111965.1,2362,4293,1045,1562,46,44.24216765453006,66.13039796782387,1.947502116850127
GCA_001672305.1,3136,5613,1306,2047,118,41.64540816326531,65.27423469387756,3.7627551020408165
GCA_003688495.1,2902,5246,1296,1997,61,44.658855961405926,68.81461061337009,2.101998621640248
GCA_004355225.1,3536,6165,1407,2278,198,39.79072398190045,64.42307692307693,5.599547511312218
GCA_002846555.1,5234,8255,1743,3026,98,33.30149025601834,57.814291173098965,1.8723729461215133
GCA_011391075.1,1850,3404,816,1258,65,44.108108108108105,68.0,3.5135135135135136
GCA_007109225.1,2750,4876,1090,1750,62,39.63636363636363,63.63636363636363,2.2545454545454544
GCA_002384055.1,1656,3069,804,1197,39,48.55072463768116,72.28260869565217,2.355072463768116
GCA_900538225.1,1749,3167,805,1182,47,46.02630074328187,67.58147512864494,2.687249857061178
GCA_900142035.1,2880,4959,1147,1827,54,39.826388888888886,63.4375,1.875
GCA_013001085.1,2159,3502,868,1401,39,40.20379805465493,64.89115331171838,1.8063918480778138
GCA_002433125.1,3742,5584,1272,2065,101,33.99251737039017,55.18439337252806,2.699091394975949
GCA_900538215.1,1712,3128,804,1174,45,46.96261682242991,68.57476635514018,2.628504672897196
GCA_012524075.1,3004,5459,1297,2026,115,43.17576564580559,67.44340878828228,3.8282290279627165
GCA_003992595.1,3857,6627,1449,2506,88,37.56805807622505,64.97277676950998,2.2815659839253306
GCA_002388845.1,2946,5071,1156,1876,45,39.23964697895451,63.6795655125594,1.5274949083503055
GCA_007997285.1,3261,5770,1385,2250,118,42.471634467954615,68.99724011039558,3.6185219257896346
GCA_000737685.1,4768,7709,1693,2871,215,35.50755033557047,60.21392617449665,4.509228187919463
GCA_012837155.1,3811,4784,1280,2048,62,33.586985043295726,53.73917606927316,1.6268695880346364
GCA_900142715.1,4668,8010,1782,2999,237,38.174807197943444,64.24592973436161,5.077120822622108
GCA_006383075.2,4124,6230,1306,2210,77,31.668283220174587,53.58874878758487,1.8671193016488845
GCA_004349315.1,3242,5669,1336,2137,100,41.20913016656385,65.91610117211599,3.084515731030228
GCA_900446825.1,5537,7167,1619,2873,104,29.239660465956298,51.887303594003974,1.8782734332671123
GCA_001051075.1,2219,3420,911,1373,34,41.054529067147364,61.87471834159531,1.5322217214961695
GCA_013213975.1,2837,4688,1128,1761,70,39.76031018681706,62.07261191399366,2.4673951357067323
GCA_003457445.1,2503,3698,941,1493,43,37.594886136636035,59.64842189372753,1.7179384738314023
GCA_003815655.1,4293,6579,1496,2509,113,34.847426042394595,58.44397856976473,2.632191940368041
GCA_002171475.2,1790,3068,847,1272,40,47.31843575418994,71.06145251396649,2.2346368715083798
GCA_000805695.1,3414,5577,1342,2147,68,39.3087287639133,62.88810779144698,1.9917984768599881
GCA_002403645.1,2869,4857,1208,1885,56,42.10526315789473,65.70233530846986,1.9518996165911469
GCA_002302615.1,2204,3819,912,1358,70,41.37931034482759,61.615245009074414,3.176043557168784
GCA_002747735.1,1031,2012,484,723,38,46.9447138700291,70.12609117361784,3.685741998060136
GCA_003511625.1,3062,4302,1032,1729,48,33.70346178967995,56.46636185499674,1.5676028739386023
GCA_010671605.1,3825,6573,1458,2488,78,38.11764705882353,65.04575163398692,2.03921568627451
GCA_002022045.1,3834,6135,1395,2371,110,36.38497652582159,61.841418883672404,2.8690662493479393
GCA_002471745.1,2529,4267,1006,1656,106,39.77856860419138,65.48042704626334,4.191379992091735
GCA_003815975.1,4840,7230,1621,2797,108,33.49173553719008,57.789256198347104,2.231404958677686
GCA_900215465.1,3913,6633,1438,2473,114,36.749297214413495,63.19959110656785,2.9133657040633785
GCA_002813915.1,3670,5548,1272,2065,76,34.65940054495913,56.26702997275205,2.0708446866485013
GCA_002729755.1,1060,1948,555,822,20,52.358490566037744,77.54716981132076,1.8867924528301887
GCA_013090115.1,3432,6034,1345,2236,124,39.18997668997669,65.15151515151516,3.613053613053613
GCA_009663555.1,1993,3408,856,1299,37,42.95032614149523,65.17812343201204,1.8564977420973405
GCA_014219635.1,3647,5915,1392,2296,104,38.1683575541541,62.95585412667947,2.851658897724157
GCA_003484045.1,2364,3223,762,1307,39,32.233502538071065,55.287648054145514,1.6497461928934012
GCA_006385095.1,2098,3460,863,1311,45,41.134413727359394,62.48808388941849,2.144899904671115
GCA_002280815.1,3677,5467,1336,2262,194,36.333967908621155,61.51754147402774,5.2760402502039705
GCA_001975665.1,3490,6218,1408,2282,192,40.343839541547275,65.38681948424069,5.501432664756447
GCA_002390905.1,4292,6679,1561,2645,96,36.369990680335505,61.62628145386766,2.2367194780987885
GCA_003094695.1,4595,6400,1396,2447,112,30.380848748639828,53.25353645266594,2.437431991294886
GCA_003815755.1,5032,7405,1620,2849,98,32.1939586645469,56.61764705882353,1.9475357710651828
GCA_002023585.1,3497,5783,1363,2224,104,38.976265370317414,63.597369173577356,2.973977695167286
GCA_002807015.1,2218,3947,934,1470,31,42.11000901713255,66.27592425608655,1.3976555455365194
GCA_003634105.1,3351,6047,1444,2286,140,43.091614443449714,68.21844225604298,4.1778573560131305
GCA_013403975.1,3154,5433,1254,2020,83,39.75903614457831,64.04565630944832,2.631578947368421
GCA_900636535.1,5193,7781,1727,3018,114,33.25630656653187,58.116695551704225,2.1952628538417103
GCA_001439205.1,1300,2156,619,907,22,47.61538461538461,69.76923076923077,1.6923076923076923
GCA_001563495.1,4553,6955,1536,2618,87,33.73599824291676,57.50054908851306,1.910828025477707
GCA_900129245.1,4485,6931,1536,2642,124,34.247491638795985,58.90746934225195,2.764771460423634
GCA_012269955.1,1260,2201,608,898,27,48.25396825396825,71.26984126984127,2.142857142857143
GCA_002217355.1,4016,6967,1597,2623,169,39.765936254980076,65.31374501992032,4.20816733067729
GCA_002277995.2,3730,6010,1401,2336,111,37.56032171581769,62.62734584450402,2.975871313672922
GCA_008086205.1,3080,5224,1261,1963,57,40.94155844155844,63.73376623376623,1.8506493506493507
GCA_001677935.1,4241,6065,1350,2343,85,31.832115067201133,55.24640414996463,2.00424428200896
GCA_900610175.1,2420,4247,1015,1586,55,41.942148760330575,65.53719008264463,2.272727272727273
GCA_004213645.1,966,1929,532,752,20,55.072463768115945,77.84679089026915,2.070393374741201
GCA_002470905.1,1238,2405,685,948,29,55.33117932148627,76.57512116316639,2.34248788368336
GCA_000016645.1,5192,8348,1843,3127,244,35.496918335901384,60.22727272727273,4.6995377503852085
GCA_002390585.1,1478,2672,725,1087,30,49.05277401894452,73.54533152909337,2.029769959404601
GCA_900239305.1,2337,4101,1029,1548,27,44.03080872913993,66.2387676508344,1.1553273427471118
GCA_900186595.1,2260,3851,957,1487,54,42.34513274336283,65.79646017699115,2.3893805309734515
GCA_900610015.1,2424,4243,1015,1578,56,41.87293729372937,65.0990099009901,2.31023102310231
GCA_002388405.1,2694,4418,1054,1688,44,39.12397921306607,62.657757980697845,1.6332590942835932
GCA_900638435.1,2221,3837,852,1358,60,38.36109860423233,61.14362899594777,2.70148581719946
GCA_000708595.2,3930,6906,1581,2590,187,40.229007633587784,65.9033078880407,4.758269720101781
GCA_900143245.1,3243,5451,1326,2111,81,40.88806660499537,65.09404872032069,2.497687326549491
GCA_002401215.1,1955,3287,816,1254,35,41.73913043478261,64.14322250639385,1.7902813299232736
GCA_002979665.1,4504,7032,1577,2713,98,35.0133214920071,60.235346358792185,2.1758436944937833
GCA_013911645.1,3603,6037,1384,2322,81,38.41243408270885,64.44629475437137,2.2481265611990007
GCA_002422095.1,2272,3771,895,1404,36,39.392605633802816,61.79577464788733,1.584507042253521
GCA_002708845.1,3650,6487,1431,2374,184,39.20547945205479,65.04109589041096,5.0410958904109595
GCA_009995125.1,2899,4756,1205,1863,76,41.56605726112453,64.26353915143153,2.6215936529837873
GCA_003487925.1,2854,3545,882,1433,34,30.903994393833216,50.21023125437982,1.1913104414856344
GCA_900107595.1,2458,4429,1087,1647,39,44.22294548413344,67.00569568755085,1.5866558177379986
GCA_013343175.2,2488,4430,1019,1610,56,40.956591639871384,64.71061093247589,2.2508038585209005
GCA_002389235.1,1348,2468,674,988,21,50.0,73.29376854599407,1.5578635014836795
GCA_002700405.1,1039,1885,514,743,25,49.4706448508181,71.51106833493745,2.4061597690086622
GCA_900197635.1,3331,5739,1349,2126,98,40.498348844190936,63.82467727409187,2.942059441609126
GCA_013410675.1,4197,6563,1512,2522,99,36.02573266619014,60.09054086252085,2.3588277340957826
GCA_000757385.1,3173,5354,1219,1979,82,38.417901040025214,62.36999684840845,2.5843050740624016
GCA_900186475.1,2270,4071,983,1520,55,43.30396475770925,66.96035242290749,2.4229074889867843
GCA_004341805.1,5190,8469,1836,3159,236,35.3757225433526,60.86705202312138,4.547206165703275
GCA_007991435.1,4439,6713,1511,2573,122,34.03919801757153,57.96350529398513,2.748366749267853
GCA_900446675.1,2569,3989,923,1464,45,35.928376800311405,56.98715453483846,1.7516543402101985
GCA_014220795.1,3725,5882,1379,2267,107,37.02013422818792,60.85906040268456,2.87248322147651
GCA_003529725.1,963,1615,484,702,27,50.25960539979232,72.89719626168224,2.803738317757009
GCA_008369745.1,4623,7651,1716,2878,225,37.11875405580792,62.253947653039155,4.866969500324465
GCA_000769825.1,3968,6375,1443,2385,147,36.36592741935484,60.10584677419355,3.704637096774194
GCA_002177115.1,3984,5966,1344,2276,109,33.734939759036145,57.1285140562249,2.7359437751004014
GCA_011305415.1,3079,4902,1111,1819,54,36.08314387788243,59.0776226047418,1.7538161740824942
GCA_000745535.1,4713,7351,1633,2834,104,34.648843624018674,60.13155102906853,2.206662423085084
GCA_009707955.1,5054,8329,1793,3105,195,35.47685001978631,61.43648595172141,3.8583300356153547
GCA_003318185.1,3660,5943,1396,2273,50,38.142076502732245,62.10382513661202,1.366120218579235
GCA_002170965.1,1102,1708,490,726,29,44.46460980036298,65.88021778584393,2.631578947368421
GCA_002306185.1,2727,3996,1092,1702,48,40.044004400440045,62.412907957462416,1.76017601760176
GCA_002120265.1,3557,6405,1476,2393,178,41.49564239527692,67.27579420860276,5.004217036828789
GCA_000733475.1,2430,4492,1087,1649,45,44.73251028806584,67.86008230452674,1.8518518518518516
GCA_900099685.1,3458,5558,1292,2129,131,37.362637362637365,61.56737998843263,3.7883169462116832
GCA_000495935.2,4039,6291,1428,2406,106,35.35528596187175,59.569200297103244,2.6244119831641495
GCA_013184525.1,4108,6845,1585,2656,129,38.583252190847126,64.65433300876339,3.140214216163583
GCA_000498475.1,2875,5033,1145,1822,51,39.82608695652174,63.37391304347826,1.7739130434782608
GCA_013488205.1,3442,5601,1349,2138,66,39.19233004067403,62.1150493898896,1.917489831493318
GCA_000271925.1,2170,3819,889,1359,80,40.96774193548387,62.62672811059908,3.686635944700461
GCA_900106825.1,3350,5907,1339,2252,91,39.97014925373134,67.22388059701493,2.716417910447761
GCA_004310335.1,3518,6211,1375,2199,145,39.084707220011374,62.507106310403636,4.12166003411029
GCA_900312745.1,5381,8576,1792,3146,90,33.30236015610482,58.46496933655454,1.6725515703400855
GCA_014218885.1,4921,7214,1643,2788,107,33.38752286120707,56.6551513919935,2.174354805933753
GCA_002693685.1,3836,6550,1476,2481,171,38.47758081334723,64.67674661105318,4.457768508863399
GCA_002781025.1,2729,4421,1074,1686,56,39.35507511909124,61.78087211432759,2.052033711982411
GCA_009865665.1,3494,5838,1376,2259,106,39.38179736691471,64.65369204350316,3.033772180881511
GCA_900609975.1,2502,4264,1017,1590,56,40.647482014388494,63.549160671462836,2.238209432454037
GCA_002782505.1,2261,3891,993,1538,44,43.91862007961079,68.02299867315347,1.9460415745245467
GCA_900107625.1,2836,4829,1156,1838,45,40.761636107193226,64.8095909732017,1.5867418899858956
GCA_009693635.1,1588,3026,767,1121,40,48.29974811083124,70.59193954659949,2.518891687657431
GCA_003248465.1,3770,5295,1274,2147,96,33.793103448275865,56.94960212201592,2.546419098143236
GCA_000621125.1,4286,6680,1547,2700,102,36.09426038264116,62.99580027998134,2.379841343910406
GCA_003331305.1,1366,2669,737,1030,36,53.95314787701317,75.40263543191801,2.635431918008785
GCA_900445655.1,2114,3560,822,1330,32,38.88363292336802,62.913907284768214,1.5137180700094608
GCA_009764275.1,3620,5811,1363,2226,105,37.651933701657455,61.49171270718232,2.9005524861878453
GCA_002472905.1,4374,6811,1555,2639,95,35.550983081847285,60.33379058070416,2.1719250114311843
GCA_013002225.1,2779,4439,1059,1681,66,38.10723281756027,60.48938467074487,2.374955019791292
GCA_001438245.1,1283,1873,560,859,22,43.6477007014809,66.95245518316446,1.71473109898675
GCA_000764755.1,4556,6826,1729,2712,179,37.949956101843725,59.525899912203684,3.9288849868305533
GCA_000737695.1,5031,7778,1710,2908,100,33.98926654740608,57.80162989465315,1.9876764062810575
GCA_009796805.1,3906,6627,1542,2483,166,39.477726574500764,63.56886840757808,4.249871991807476
GCA_002023465.1,3601,5813,1368,2237,106,37.989447375728965,62.12163287975563,2.9436267703415715
GCA_011379025.1,3342,5922,1441,2242,119,43.11789347695991,67.0855774985039,3.5607420706163975
GCA_006716585.1,3318,5111,1136,1901,84,34.237492465340566,57.29355033152501,2.5316455696202533
GCA_900116415.1,4008,6226,1430,2380,113,35.678642714570856,59.3812375249501,2.81936127744511
GCA_009184425.1,3615,6299,1428,2379,87,39.50207468879668,65.80912863070539,2.406639004149378
GCA_001618505.2,3484,5753,1362,2235,104,39.09299655568312,64.15040183696901,2.9850746268656714
GCA_900142695.1,3252,5525,1307,2106,78,40.190651906519065,64.76014760147602,2.3985239852398523
GCA_002413745.1,3506,6049,1411,2271,200,40.24529378208785,64.77467199087279,5.704506560182544
GCA_002713495.1,1550,2713,763,1105,28,49.225806451612904,71.29032258064515,1.806451612903226
GCA_002836055.1,3403,5421,1326,2086,66,38.96561857184837,61.29885395239495,1.939465177784308
GCA_002694765.1,2739,4857,1164,1807,52,42.49726177437021,65.97298284045272,1.8985031033223805
GCA_000764835.1,5561,6991,1923,2998,183,34.58011149073907,53.91116705628484,3.290775040460349
GCA_900107365.1,4566,7619,1718,2883,221,37.62593079281647,63.14060446780552,4.840122645641699
GCA_002415175.1,2986,5014,1232,1942,55,41.259209645010046,65.0368385800402,1.8419290020093773
GCA_002429285.1,3793,6503,1491,2437,216,39.30925388874242,64.24993408911152,5.694700764566306
GCA_004282915.1,2058,3477,845,1346,51,41.05928085519922,65.40330417881438,2.478134110787172
GCA_900446695.1,2742,4248,963,1478,83,35.120350109409195,53.90226112326769,3.0269876002917577
GCA_900114875.1,4267,6447,1442,2453,105,33.79423482540427,57.487696273728616,2.4607452542770094
GCA_003097535.1,2973,5186,1149,1836,92,38.64783047426841,61.75580221997981,3.094517322569795
GCA_900018365.1,2092,3506,921,1351,31,44.024856596558315,64.5793499043977,1.4818355640535372
GCA_002964915.1,1960,3567,914,1362,29,46.63265306122449,69.48979591836735,1.4795918367346939
GCA_002749285.1,1888,3273,797,1248,59,42.21398305084746,66.10169491525424,3.125
GCA_002365095.1,2647,4559,1105,1768,51,41.745372119380434,66.79259539100869,1.926709482432943
GCA_003076455.1,3811,6603,1515,2452,186,39.753345578588295,64.34006822356338,4.8806087641039095
GCA_003815635.1,4021,6276,1380,2360,117,34.31982094006466,58.69186769460333,2.909723949266352
GCA_900113975.1,4437,6900,1547,2661,90,34.86590038314176,59.972954699121026,2.028397565922921
GCA_001670865.1,1932,3419,861,1299,38,44.565217391304344,67.2360248447205,1.9668737060041408
GCA_900186455.1,2590,4303,1015,1595,55,39.189189189189186,61.58301158301158,2.1235521235521233
GCA_003259375.1,4373,7649,1755,2934,158,40.132632060370454,67.09352847015778,3.613080265264121
GCA_003852415.1,4824,7246,1620,2820,96,33.582089552238806,58.457711442786064,1.9900497512437811
GCA_002862715.1,1240,2309,630,902,34,50.806451612903224,72.74193548387096,2.741935483870968
GCA_009764715.1,3322,5431,1290,2093,79,38.83202889825406,63.004214328717644,2.3780854906682722
GCA_900107635.1,3807,6400,1496,2432,97,39.296033622274756,63.8823220383504,2.5479380089309167
GCA_002695445.1,1640,2931,776,1159,52,47.3170731707317,70.67073170731707,3.1707317073170733
GCA_000799515.1,3692,5664,1302,2187,86,35.26543878656555,59.236186348862404,2.3293607800650054
GCA_900543775.1,3517,5805,1241,2078,63,35.285754904748366,59.084446971851015,1.791299402900199
GCA_902705265.1,2823,4653,1132,1752,40,40.09918526390365,62.0616365568544,1.4169323414806942
GCA_014220275.1,4350,6694,1525,2605,94,35.05747126436782,59.88505747126437,2.160919540229885
GCA_900176315.1,4422,7068,1589,2740,89,35.93396653098145,61.96291270918136,2.0126639529624604
GCA_010031465.1,1745,3034,859,1281,40,49.22636103151862,73.40974212034384,2.292263610315186
GCA_009909155.2,3601,6274,1427,2318,231,39.62788114412663,64.37100805331852,6.414884754234934
GCA_900156625.1,4457,7784,1756,2820,204,39.398698676239626,63.271258694188916,4.577069777877496
GCA_014220245.1,4427,6836,1547,2658,96,34.944657781793545,60.04065958888638,2.1685114072735487
GCA_001867305.1,3799,6276,1466,2441,110,38.589102395367206,64.25375098710187,2.8954988154777572
GCA_002295505.1,3967,6664,1529,2579,104,38.54297958154777,65.01134358457273,2.621628434585329
GCA_009690775.1,2138,3462,870,1323,45,40.69223573433115,61.88026192703461,2.104770813844715
GCA_902728265.1,3664,5691,1287,2150,90,35.125545851528386,58.67903930131004,2.4563318777292573
GCA_002217335.1,5027,7813,1715,2910,102,34.11577481599363,57.88740799681719,2.0290431668987465
GCA_000183985.1,2202,3915,904,1368,86,41.0535876475931,62.125340599455036,3.905540417801998
GCA_002428965.1,3348,5905,1353,2136,152,40.412186379928315,63.799283154121866,4.540023894862605
GCA_009767705.1,3076,4985,1186,1928,28,38.556566970091026,62.67880364109233,0.9102730819245773
GCA_011378975.1,4360,6972,1612,2653,154,36.972477064220186,60.848623853211016,3.5321100917431196
GCA_002453085.1,3315,5594,1296,2124,146,39.09502262443439,64.07239819004525,4.40422322775264
GCA_014077645.1,3967,6524,1539,2495,126,38.79505923871944,62.89387446433072,3.176203680362995
GCA_002480545.1,2917,4982,1148,1895,71,39.355502228316766,64.96400411381556,2.4340075419952005
GCA_003232435.1,3831,5553,1272,2207,67,33.20281910728269,57.60897937875228,1.7488906290785695
GCA_900186825.1,2277,4112,1002,1545,57,44.00527009222661,67.85243741765481,2.503293807641634
GCA_000411115.1,2500,3904,902,1438,44,36.08,57.52,1.76
GCA_009792295.1,3285,5152,1194,1954,28,36.34703196347032,59.48249619482496,0.852359208523592
GCA_002388445.1,4087,6588,1526,2582,101,37.33790066063127,63.17592366038659,2.47125030584781
GCA_900610125.1,2376,4172,1000,1552,57,42.08754208754209,65.31986531986533,2.398989898989899
GCA_000301075.1,2114,3544,824,1325,32,38.978240302743615,62.67738883632923,1.5137180700094608
GCA_013285155.1,3706,5980,1392,2224,97,37.56071235833783,60.01079330814895,2.617377226119806
GCA_013003585.1,2185,3773,916,1444,45,41.922196796338675,66.08695652173913,2.059496567505721
GCA_000737775.1,3826,6350,1488,2434,106,38.89179299529535,63.617354939885,2.770517511761631
GCA_009827735.1,1998,3628,927,1373,32,46.3963963963964,68.71871871871872,1.6016016016016015
GCA_002979455.1,4658,7033,1564,2707,95,33.57664233576642,58.115070845856586,2.0395019321597254
GCA_000277585.1,2195,3918,902,1370,88,41.09339407744875,62.414578587699324,4.009111617312073
GCA_900239505.1,2160,3885,960,1483,28,44.44444444444444,68.6574074074074,1.2962962962962963
GCA_900142785.1,4663,6874,1545,2652,107,33.13317606690971,56.873257559511046,2.29466009007077
GCA_000425505.1,3146,5643,1369,2137,72,43.51557533375715,67.92752701843611,2.2886204704386524
GCA_013001275.1,2426,4375,1099,1680,75,45.300906842539156,69.24979389942291,3.0915086562242378
GCA_002338325.1,4312,6727,1517,2604,108,35.180890538033395,60.3896103896104,2.504638218923933
GCA_014219385.1,3853,5915,1381,2277,108,35.842200882429275,59.09680768232546,2.8030106410589153
GCA_001051975.1,3326,5275,1259,2076,94,37.853277209861695,62.41731809981961,2.826217678893566
GCA_002631855.1,3147,5390,1202,1995,49,38.195106450587865,63.39370829361296,1.5570384493168097
GCA_002843945.1,3734,6069,1400,2352,108,37.49330476700589,62.988752008569904,2.89234065345474
GCA_006346335.1,2858,5070,1160,1856,53,40.587823652904135,64.9405178446466,1.8544436668999302
GCA_000243275.1,3785,5848,1350,2239,35,35.667107001321,59.15455746367238,0.9247027741083224
GCA_000687915.1,3699,6317,1451,2396,157,39.226818058934846,64.7742633144093,4.244390375777237
GCA_000224335.2,3008,5109,1230,1931,47,40.890957446808514,64.19547872340425,1.5625
GCA_900129035.1,2313,4193,1014,1551,44,43.83916990920882,67.05577172503241,1.9022913964548205
GCA_011777505.1,2888,5049,1176,1889,64,40.7202216066482,65.40858725761774,2.21606648199446
GCA_002320855.1,3967,7075,1581,2656,143,39.85379379884043,66.95235694479456,3.6047390975548272
GCA_002714815.1,2205,3655,973,1485,46,44.12698412698413,67.3469387755102,2.0861678004535147
GCA_003730065.1,2441,4201,1070,1646,63,43.834494059811554,67.43138058172879,2.580909463334699
GCA_002294145.1,2760,4945,1145,1838,57,41.48550724637681,66.59420289855072,2.0652173913043477
GCA_002782485.1,2839,4524,1107,1733,80,38.992603029235646,61.0426206410708,2.8178936245156745
GCA_001800945.1,1794,2955,724,1123,41,40.356744704570794,62.59754738015607,2.2853957636566333
GCA_003520985.1,4664,6991,1580,2676,93,33.876500857632934,57.37564322469982,1.9939965694682678
GCA_003020585.1,4133,6499,1497,2525,84,36.220662956690056,61.093636583595455,2.0324219695136705
GCA_000468575.1,4076,6661,1610,2572,149,39.499509322865556,63.10107948969578,3.6555446516192345
GCA_002204815.1,2949,4506,1073,1700,60,36.38521532722957,57.64665988470667,2.034587995930824
GCA_011378915.1,3656,6527,1524,2406,186,41.68490153172866,65.80962800875274,5.0875273522975935
GCA_003268855.1,2546,4358,1025,1588,58,40.25923016496465,62.372348782403776,2.2780832678711707
GCA_001020565.1,3532,6247,1450,2369,98,41.053227633069085,67.07248018120046,2.7746319365798415
GCA_002900225.1,4289,6601,1613,2605,188,37.60783399393798,60.73676847750058,4.383306131965494
GCA_000799645.1,4638,7131,1603,2758,86,34.562311341095295,59.46528676153514,1.8542475204829667
GCA_900155985.1,3892,6617,1507,2518,109,38.72045220966084,64.69681397738952,2.800616649537513
GCA_001662485.1,2814,4833,1123,1803,84,39.90760483297797,64.0724946695096,2.9850746268656714
GCA_013042825.1,2135,3598,901,1361,65,42.20140515222482,63.74707259953162,3.0444964871194378
GCA_014219135.1,3852,5914,1382,2277,108,35.87746625129803,59.112149532710276,2.803738317757009
GCA_005885675.1,2797,4968,1196,1846,65,42.76010010725778,65.99928494815875,2.323918484090097
GCA_014220465.1,4428,6834,1548,2659,96,34.959349593495936,60.04968383017163,2.168021680216802
GCA_000190595.1,3299,5814,1362,2146,98,41.285237950894214,65.0500151561079,2.9705971506517126
GCA_011524815.1,1142,2010,585,841,20,51.225919439579684,73.64273204903678,1.7513134851138354
GCA_009870135.1,3681,5916,1390,2308,112,37.76147785927737,62.70035316490085,3.0426514534093996
GCA_001853425.1,3667,5920,1384,2278,105,37.74202345241341,62.12162530679029,2.863376056722116
GCA_002705625.1,1075,2015,551,821,20,51.25581395348837,76.37209302325581,1.8604651162790697
GCA_002302535.1,2196,3967,892,1413,72,40.619307832422585,64.34426229508196,3.278688524590164
GCA_003483305.1,1958,2856,673,1138,38,34.371807967313586,58.12053115423902,1.940755873340143
GCA_001439665.1,3625,6391,1500,2420,178,41.37931034482759,66.75862068965517,4.910344827586207
GCA_000971685.2,2445,4350,1015,1601,56,41.513292433537835,65.48057259713701,2.2903885480572597
GCA_900115315.1,2396,3858,925,1393,87,38.60601001669449,58.13856427378965,3.631051752921536
GCA_005869935.1,3001,5314,1187,1909,85,39.55348217260913,63.61212929023659,2.8323892035988005
GCA_000686885.1,2941,4720,1079,1748,54,36.68820129207753,59.435566133968045,1.8361101666099964
GCA_001675285.1,3998,6260,1436,2451,111,35.91795897948975,61.3056528264132,2.7763881940970485
GCA_003455775.1,4756,5206,1442,2476,76,30.319596299411273,52.0605550883095,1.59798149705635
GCA_002414725.1,2922,4710,1096,1754,54,37.50855578370979,60.02737850787132,1.8480492813141685
GCA_009664855.1,5070,8160,1828,3085,245,36.05522682445759,60.84812623274162,4.832347140039447
GCA_002995695.1,3827,6124,1407,2371,108,36.76509014894173,61.954533577214534,2.8220538280637575
GCA_008386505.1,4442,6975,1583,2703,113,35.637100405222874,60.85096803241783,2.543899144529491
GCA_003105115.1,4415,7390,1654,2741,207,37.46319365798414,62.083805209513024,4.688561721404303
GCA_006778345.1,2394,4137,998,1559,55,41.687552213868,65.12113617376775,2.297410192147034
GCA_000769835.1,2733,4609,1062,1667,46,38.85839736553238,60.99524332235639,1.6831320892791803
GCA_900142775.1,3504,6309,1447,2348,254,41.29566210045662,67.00913242009132,7.248858447488585
GCA_003860585.1,2978,4875,1132,1881,50,38.012088650100736,63.163196776359975,1.6789791806581598
GCA_001280435.1,3317,5882,1374,2181,142,41.4229725655713,65.75218570997889,4.280976786252638
GCA_002452945.1,3528,6324,1442,2380,128,40.87301587301587,67.46031746031747,3.6281179138321997
GCA_002482945.1,3255,5445,1243,1970,72,38.187403993855604,60.52227342549923,2.2119815668202767
GCA_001642835.1,3273,5926,1345,2127,100,41.093797739077296,64.98625114573785,3.0553009471432935
GCA_003269425.1,3375,5585,1322,2156,103,39.17037037037037,63.88148148148149,3.051851851851852
GCA_001971745.1,2824,5127,1196,1887,83,42.35127478753541,66.8201133144476,2.939093484419263
GCA_014218815.1,4348,6696,1527,2606,94,35.11959521619135,59.935602575896965,2.1619135234590616
GCA_902705565.1,3012,4674,1132,1761,41,37.58300132802125,58.46613545816734,1.3612217795484727
GCA_001673755.1,3695,6303,1437,2440,100,38.89039242219215,66.03518267929634,2.706359945872801
GCA_002708445.1,1439,2680,690,1008,20,47.94996525364837,70.0486448922863,1.389854065323141
GCA_002426785.1,2210,3671,954,1472,48,43.16742081447964,66.60633484162895,2.171945701357466
GCA_002530675.1,2718,4478,1066,1669,63,39.22001471670346,61.405445180279614,2.3178807947019866
GCA_000971575.2,2494,4360,1012,1607,56,40.577385725741784,64.4346431435445,2.245388933440257
GCA_003634615.1,3359,5568,1241,2016,73,36.94551949985115,60.0178624590652,2.1732658529324205
GCA_900129005.1,4055,6923,1551,2581,198,38.24907521578299,63.6498150431566,4.882860665844636
GCA_011316565.1,2955,4828,1154,1829,55,39.052453468697124,61.89509306260575,1.8612521150592216
