ACCESION,HISTORY,MEROPS ID,NAME,Related EC entry
,,G02.001,pre-neck appendage protein (Bacillus phage phi29),
,,G02.UNW,family G2 non-peptidase homologues,
,,G02.UPW,family G2 unassigned peptidases,
,,G03.001,strawberry mottle virus glutamic peptidase,
,,G04.001,Tiki1 peptidase,
,,G04.002,Tiki2 peptidase,
,,G04.UPW,family M96 unassigned peptidases,
,,G05.001,RCE1 peptidase (Saccharomyces cerevisiae-type),
,,G05.002,RCE1 peptidase (Homo sapiens-type),
,,G05.003,fce-2 peptidase,
,,G05.004,microcystinase MlrA,
,,G05.005,RCE1 peptidase (Sarcomastigophora-type),
,,G05.006,CAAX amino terminal peptidase (plant),
,,G05.007,MroQ peptidase (Staphylococcus aureus),
,,G05.A02,At1g14270 (Arabidopsis thaliana),
,,G05.A03,At2g20725 (Arabidopsis thaliana),
,,G05.A04,At3g26085 (Arabidopsis thaliana),
,,G05.A10,PFI0660c g.p. (Plasmodium falciparum),
,,G05.UPW,family M79 unassigned peptidases,
,,G06.001,Ras/Rap1-specific peptidase,
,,G06.UNW,family U75 non-peptidase homologues,
,,G06.UPW,family U75 unassigned peptidases,
,,I01.001,ovomucoid inhibitor unit 1,
,,I01.002,ovomucoid inhibitor unit 2,
,,I01.003,ovomucoid inhibitor unit 3,
,,I01.004,ovoinhibitor inhibitor unit 1,
,,I01.005,ovoinhibitor inhibitor unit 2,
,,I01.006,ovoinhibitor inhibitor unit 3,
,,I01.007,ovoinhibitor inhibitor unit 4,
,,I01.008,ovoinhibitor inhibitor unit 5,
,,I01.009,ovoinhibitor inhibitor unit 6,
,,I01.010,ovoinhibitor inhibitor unit 7,
,,I01.011,SPINK1,
,,I01.012,SPINK2,
,,I01.013,SPINK5 inhibitor unit 1,
,,I01.014,BUSI-I inhibitor,
,,I01.015,SPINK6,
,,I01.016,bikazin salivary inhibitor inhibitor unit 1,
,,I01.017,bikazin salivary inhibitor inhibitor unit 2,
,,I01.018,elastase inhibitor (Anemonia sulcata),
,,I01.019,rhodniin inhibitor unit 1,
,,I01.020,bdellin,
,,I01.021,tryptase inhibitor (Hirudo medicinalis),
,,I01.022,dipetalogastin inhibitor unit 2,
,,I01.023,dipetalogastin inhibitor unit 3,
,,I01.024,TgPI-1 inhibitor inhibitor unit 1 (Toxoplasma gondii),
,,I01.025,TgPI-1 inhibitor inhibitor unit 2 (Toxoplasma gondii),
,,I01.026,TgPI-1 inhibitor inhibitor unit 3 (Toxoplasma gondii),
,,I01.027,TgPI-1 inhibitor inhibitor unit 4 (Toxoplasma gondii),
,,I01.028,SPINK5 inhibitor unit 10,
,,I01.029,SPINK5 inhibitor unit 3,
,,I01.030,SPINK5 inhibitor unit 4,
,,I01.031,rhodniin inhibitor unit 2,
,,I01.032,SPINK5 inhibitor unit 6,
,,I01.033,NcPI-S protein (Neospora caninum),
,,I01.034,EPI1 protein inhibitor domain 1 (Phytophthora infestans),
,,I01.035,skin protein 1 (Phyllomedusa sauvagii),
,,I01.036,dipetalogastin inhibitor unit 1,
,,I01.037,RECK protein inhibitor unit 1,
,,I01.038,infestin 4 (Triatoma infestans),
,,I01.039,PAPI-I inhibitor unit 1,
,,I01.040,EPI1 protein inhibitor domain 2 (Phytophthora infestans),
,,I01.041,inhibitor TgTI (Toxoplasma gondii),
,,I01.042,BmSPI inhibitor (Bombyx mori),
,,I01.043,Kazal inhibitor CCTI (Caiman crocodylus),
,,I01.044,SPINK5 inhibitor unit 15,
,,I01.045,EPI10 (Phythophthora sp.) inhibitor domain 1,
,,I01.046,CmPI-II (Cenchritis muricatus),
,,I01.047,turkinh1 (Meleagris gallopavo),
,,I01.048,CrSPI-1 unit 2 (Carcinoscorpius rotundicauda),
,,I01.049,male reproductive tract-specific Kazal-type proteinase inhibitor unit 2 (Macrobrachium rosenbergii),
,,I01.050,five-domain Kazal-type serine proteinase inhibitor (Penaeus monodon) inhibitor unit 2,
,,I01.051,five-domain Kazal-type serine proteinase inhibitor (Penaeus monodon) inhibitor unit 3,
,,I01.052,five-domain Kazal-type serine proteinase inhibitor (Penaeus monodon) inhibitor unit 4,
,,I01.053,five-domain Kazal-type serine proteinase inhibitor (Penaeus monodon) inhibitor unit 5,
,,I01.054,SPINK9,
,,I01.055,EPI10 (Phythophthora infestans) inhibitor domain 2,
,,I01.056,AaTI (Aedes aegypti),
,,I01.057,esophagus cancer-related gene-2,
,,I01.058,infestin 1R,
,,I01.059,greglin,
,,I01.060,SPINK13,
,,I01.062,bdellin-KL (Hirudo nipponia),
,,I01.950,SPINK5 inhibitor unit 2,
,,I01.951,SPINK5 inhibitor unit 5,
,,I01.953,SPINK5 inhibitor unit 7,
,,I01.954,SPINK5 inhibitor unit 8,
,,I01.955,SPINK5 inhibitor unit 9,
,,I01.957,SPINK5 inhibitor unit 11,
,,I01.958,SPINK5 inhibitor unit 12,
,,I01.959,SPINK5 inhibitor unit 13,
,,I01.960,SPINK5 inhibitor unit 14,
,,I01.962,dipetalogastin unit 1-2,
,,I01.963,PAPI-I protein unit 2 (Pacifastacus leniusculus),
,,I01.964,PAPI-I protein unit 3 (Pacifastacus leniusculus),
,,I01.965,PAPI-I protein unit 4 (Pacifastacus leniusculus),
,,I01.966,follistatin,
,,I01.967,follistatin-related protein 1,
,,I01.968,follistatin-related protein 3,
,,I01.969,tomoregulin,
,,I01.970,SPINK4 protein,
,,I01.972,organic anion transporter polypeptide-related,
,,I01.973,LOC153217 protein (Homo sapiens),
,,I01.974,DKFZP761G1118 protein,
,,I01.975,LOC225445 protein,
,,I01.976,9230117E20Rik protein (Mus musculus),
,,I01.977,KIAA1263 protein,
,,I01.978,Tmeff2 protein,
,,I01.979,A230091H23 protein (Mus musculus) and similar,
,,I01.980,Spock2 protein,
,,I01.UNW,family I1 unassigned peptidase inhibitor homologues,
,,I01.UPW,family I1 unassigned peptidase inhibitors,
,,I02.001,aprotinin,
,,I02.002,spleen trypsin inhibitor I (Bos taurus),
,,I02.003,colostrum trypsin inhibitor (Bos taurus),
,,I02.004,serum basic peptidase inhibitor (Bos taurus),
,,I02.005,bikunin inhibitor unit 1,
,,I02.006,bikunin inhibitor unit 2,
,,I02.007,hepatocyte growth factor activator inhibitor 1 inhibitor unit 1,
,,I02.008,hepatocyte growth factor activator inhibitor 1 inhibitor unit 2,
,,I02.009,hepatocyte growth factor activator inhibitor 2 inhibitor unit 1,
,,I02.010,hepatocyte growth factor activator inhibitor 2 inhibitor unit 2,
,,I02.011,tissue factor pathway inhibitor-1 inhibitor unit 1,
,,I02.012,tissue factor pathway inhibitor-1 inhibitor unit 2,
,,I02.013,tissue factor pathway inhibitor-2 inhibitor unit 1,
,,I02.014,tissue factor pathway inhibitor-2 inhibitor unit 2,
,,I02.015,protease nexin-2,
,,I02.016,amyloid precursor-like protein 2,
,,I02.017,peptidase inhibitor (Tachypleus),
,,I02.018,chymotrypsin inhibitor SCI-I (Bombyx mori),
,,I02.019,paragonial peptide D (Drosophila funebris),
,,I02.020,boophilin inhibitor unit 1,
,,I02.021,boophilin inhibitor unit 2,
,,I02.022,chelonianin inhibitor unit 1,
,,I02.023,carrapatin,
,,I02.024,ornithodorin inhibitor unit 1,
,,I02.025,ixolaris (Ixodes scapularis),
,,I02.026,peptidase inhibitor 5 (Anemonia sulcata),
,,I02.031,fraction IX inhibitor (Bungarus fasciatus),
,,I02.032,ornithodorin inhibitor unit 2,
,,I02.033,WFIKKN peptidase inhibitor inhibitor unit 3,
,,I02.034,"Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 5, 6, or 8",
,,I02.035,savignin (Ornithodoros savignyi),
,,I02.036,FhKT1 (Fasciola hepatica),
,,I02.037,Kil-1 protein (Drosophila virilis),
,,I02.038,penthalaris (Ixodes scapularis),
,,I02.039,amblin inhibitor unit 1 (Amblyomma hebraeum),
,,I02.040,HiTI serine peptidase inhibitor (Haematobia irritans),
,,I02.050,haemaphysalin unit 1,
,,I02.051,haemaphysalin unit 2,
,,I02.052,textilinin-1 (Pseudonaja textilis),
,,I02.053,TdPI tryptase inhibitor (Rhipicephalus appendiculatus),
,,I02.054,BmTI-6 (Boophilus microplus),
,,I02.055,OH-TCI trypsin/chymotrypsin inhibitor (Ophiophagus hannah),
,,I02.056,HWTI trypsin inhibitor (Ornithoctonus huwena),
,,I02.057,hemalin (Haemaphysalis longicornis),
,,I02.058,"eppin-3, inhibitor unit 2",
,,I02.059,BmCI chymotrypsin inhibitor (Rhipicephalus microplus),
,,I02.060,DvKPI (Dermacentor variabilis),
,,I02.061,Kunitz inhibitor (Heteractis crispa-type),
,,I02.062,plasma kallikrein inhibitor (Oxyuranus sp.),
,,I02.063,tryptogalanin (Ixodes scapularis),
,,I02.064,SmCI inhibitor unit 1 (Sabellastarte magnifica),
,,I02.950,tissue factor pathway inhibitor-1 unit 3,
,,I02.951,tissue factor pathway inhibitor-2 unit 3,
,,I02.952,amblin inhibitor unit 2 (Amblyomma hebraeum),
,,I02.953,WFIKKN peptidase inhibitor inhibitor unit 2,
,,I02.954,WFIKKNRP putative peptidase inhibitor unit 2,
,,I02.955,WFIKKNRP putative peptidase inhibitor unit 3,
,,I02.956,eppin inhibitor unit 2,
,,I02.957,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 1,
,,I02.958,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 2,
,,I02.959,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 3,
,,I02.960,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 4,
,,I02.961,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 7,
,,I02.962,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 9,
,,I02.963,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 10,
,,I02.964,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 11,
,,I02.965,Ac-KPI-1 I (Ancylostoma caninum) inhibitor unit 12,
,,I02.967,collagen alpha 1(VII) chain,
,,I02.968,collagen alpha 3(VI) chain,
,,I02.969,HKIB9,
,,I02.971,WFDC8 protein (Homo sapiens),
,,I02.972,papilin,
,,I02.973,LOC131875 protein (Homo sapiens) and similar,
,,I02.974,LOC222978 protein (Homo sapiens) and similar,
,,I02.975,9230105I15Rik protein (Mus musculus) and similar,
,,I02.976,LOC209351 protein unit 2 (Mus musculus) and similar,
,,I02.977,LOC228863 protein (Mus musculus) and similar,
,,I02.978,LOC277343 protein (Mus musculus) and similar,
,,I02.UNW,family I2 unassigned peptidase inhibitor homologues,
,,I02.UPW,family I2 unassigned peptidase inhibitors,
,,I03.001,soybean Kunitz trypsin inhibitor,
,,I03.002,cathepsin D inhibitor (Solanaceae),
,,I03.003,alocasin,
,,I03.004,alpha-amylase/subtilisin inhibitor (Hordeum-type),
,,I03.005,chymotrypsin inhibitor ECI (Erythrina variegata),
,,I03.006,proteinase inhibitor A (Sagittaria sagittifolia),
,,I03.007,proteinase inhibitor B (Sagittaria sagittifolia),
,,I03.008,trypsin inhibitor (Enterolobium contortisiliquum),
,,I03.009,winged-bean chymotrypsin inhibitor,
,,I03.010,trypsin inhibitor (Acacia confusa),
,,I03.011,Erythrina-type trypsin/tissue plasminogen activator inhibitor,
,,I03.012,cruzipain inhibitor (Bauhinia bauhinioides),
,,I03.013,sporamin,
,,I03.015,AtDr4 g.p. (Arabidopsis thaliana),
,,I03.016,Bauhinia trypsin/plasma kallikrein inhibitor,
,,I03.017,Kunitz cysteine peptidase inhibitor 1 (plant),
,,I03.018,trypsin inhibitor PtTI (Populus tremuloides and similar),
,,I03.019,papain/trypsin inhibitor (Prosopis-type),
,,I03.020,potato Kunitz-type trypsin inhibitor,
,,I03.021,Kunitz serine peptidase inhibitor (Delonix regia),
,,I03.022,latex serine peptidase inhibitor (Papaya carica),
,,I03.024,Leucaena-type trypsin inhibitor (Fabaceae),
,,I03.025,Kunitz subtilisin inhibitor (Fabaceae-type),
,,I03.026,chymotrypsin inhibitor (Schizolobium parahyba),
,,I03.027,Bauhinia-type trypsin inhibitor,
,,I03.028,crucifer cysteine peptidase inhibitor,
,,I03.029,inhibitor AeTI (Archidendron ellipticum),
,,I03.030,inhibitor MtTi2 (Medicago truncatulata),
,,I03.031,AtKI1 (Arabidopsis thaliana),
,,I03.032,factor Xa inhibitor BuXI ( Bauhinia sp.),
,,I03.033,ILTI trypsin inhibitor (Inga laurina),
,,I03.034,tamarind Kunitz trypsin inhibitor (Tamarindus indica),
,,I03.UPA,subfamily I3A unassigned peptidase inhibitors,
,,I03.UPW,family I3 unassigned peptidase inhibitors,
,,I04.001,alpha-1-peptidase inhibitor,
,,I04.002,alpha-1-antichymotrypsin,
,,I04.003,kallistatin,
,,I04.004,protein C inhibitor,
,,I04.005,protein Z-dependent peptidase inhibitor,
,,I04.006,serpin B1,
,,I04.007,plasminogen activator inhibitor 2,
,,I04.008,squamous cell carcinoma antigen 1,
,,I04.009,squamous cell carcinoma antigen 2,
,,I04.011,serpin B6,
,,I04.012,megsin,
,,I04.013,serpin B8,
,,I04.014,serpin B9,
,,I04.015,serpin B10,
,,I04.016,serpin B12,
,,I04.017,serpin B13,
,,I04.018,antithrombin,
,,I04.019,heparin cofactor II,
,,I04.020,plasminogen activator inhibitor-1,
,,I04.021,protease nexin-1,
,,I04.023,plasmin inhibitor,
,,I04.024,C1 inhibitor,
,,I04.025,neuroserpin,
,,I04.026,serpin I2,
,,I04.027,endopin 1 (Bos taurus),
,,I04.028,CrmA viral serpin,
,,I04.029,contrapsin,
,,I04.030,peptidase inhibitor 3 (rodent),
,,I04.031,alaserpin (Lepidoptera),
,,I04.032,serpin BSZx (Hordeum vulgare),
,,I04.033,myeloid and erythroid nuclear termination stage-specific protein (Gallus gallus),
,,I04.034,endopin 2 (Bos taurus),
,,I04.035,colligin 1,
,,I04.036,colligin 2,
,,I04.037,thermopin (Thermobifida fusca),
,,I04.038,PAP-regulating serpin (insect),
,,I04.039,serpin SP6 (Drosophila melanogaster),
,,I04.040,serpin Necrotic (Drosophila melanogaster),
,,I04.041,serpin srp-2 (Caenorhabditis elegans),
,,I04.042,serpinb3b (Mus musculus),
,,I04.043,serpin 4 (Drosophila melanogaster),
,,I04.044,serpin SPI-C1 (Mus musculus),
,,I04.045,serpin SPI2,
,,I04.046,myxoma virus serpin serp-1,
,,I04.047,serpin SPI-3 (orthopoxvirus),
,,I04.048,endopin 2C,
,,I04.049,serine protease inhibitor 2.1 (Rattus norvegicus),
,,I04.050,serine protease inhibitor 1 (SPI-1) (Rattus norvegicus),
,,I04.051,thyroid hormone regulated mRNA protein (Rattus norvegicus),
,,I04.052,pregnancy protein 60 kda precursor (Misocricetus auratus),
,,I04.053,kallikrein-binding protein (Mus musculus),
,,I04.054,serine protease inhibitor 2.4 (Apodemus sylvaticus),
,,I04.055,similar to serine protease inhibitor 2-2 (Mus musculus),
,,I04.056,serpin LOC238395 (Mus musculus) and similar,
,,I04.057,Bl-Spn1 (Branchiostoma lanceolatum),
,,I04.058,serine protease inhibitor 2.4 (Rattus norvegicus),
,,I04.062,intracellular coagulation inhibitor 1 (Tachypleus),
,,I04.063,intracellular coagulation inhibitor 2 (Tachypleus),
,,I04.064,intracellular coagulation inhibitor 3 (Tachypleus),
,,I04.065,serpin BSZ4 (Hordeum vulgare),
,,I04.066,serpin-4 (Manduca sexta),
,,I04.067,PwSERPIN (Paragonimus westermani),
,,I04.068,LbSPNy (Leptopilina boulardi),
,,I04.069,serpina3a (Mus musculus),
,,I04.070,SRPN2 (Anopheles gambiae),
,,I04.071,SRPN6 (Anopheles gambiae),
,,I04.072,serpin SPN27A (Drosophila melanogaster),
,,I04.073,miropin (Tannerella forsythia),
,,I04.074,serpin srp-3 (Caenorhabditis elegans),
,,I04.075,bacterial serpin (Bifidobacterium longum),
,,I04.076,serpin Iris (Ixodes ricinus),
,,I04.077,myxoma virus serpin serp2,
,,I04.078,serpina3n (Mus musculus),
,,I04.079,aeropin,
,,I04.080,serpin Emu (Echinococcus multilocularis),
,,I04.081,serpin SRP-6 (Caenorhabditis elegans),
,,I04.082,centerin,
,,I04.083,serpin-6 (Manduca sexta),
,,I04.084,serpin-28D (Drosophila melanogaster),
,,I04.085,serpin-5 (Drosophila melanogaster),
,,I04.086,TmSPN48 (Tenebrio molitor),
,,I04.087,AtSerpin1 (Arabidopsis thaliana),
,,I04.088,serpin IRS-2 (Ixodes sp.),
,,I04.089,Tk-serpin (Thermococcus kodakaraensis),
,,I04.090,alboserpin,
,,I04.091,serpinA12,
,,I04.092,serpin Spn77Ba (Drosophila sp.),
,,I04.952,serpin A2,
,,I04.953,angiotensinogen,
,,I04.954,corticosteroid-binding globulin,
,,I04.955,thyroxin-binding globulin,
,,I04.956,serpin B11,
,,I04.958,ovalbumin,
,,I04.959,serpina3g (Mus musculus),
,,I04.960,serpinb3c (Mus musculus),
,,I04.961,serpinb3D (Mus musculus),
,,I04.962,squamous cell carcinoma antigen 2 (mouse-type),
,,I04.963,serine proteinase inhibitor MBM2a,
,,I04.964,serine proteinase inhibitor MBM17,
,,I04.966,SERPINA13,
,,I04.967,sequenced derived from EST (Mus musculus),
,,I04.968,0610012A11Rik protein (Mus musculus) and similar,
,,I04.969,LOC194602,
,,I04.970,LOC194603 protein (Mus musculus) and similar,
,,I04.971,LOC194604 protein (Mus musculus) and similar,
,,I04.972,E130113E03Rik protein (Mus musculus) and similar,
,,I04.973,LOC227458 protein (Mus musculus),
,,I04.974,LOC227460 protein (Mus musculus),
,,I04.975,LOC227462 protein (Mus musculus),
,,I04.976,LOC238568 protein (Mus musculus),
,,I04.977,LOC207365,
,,I04.978,LOC232830 protein (Mus musculus),
,,I04.979,pigment epithelium derived factor,
,,I04.980,maspin,
,,I04.981,serpin A14,
,,I04.UNW,family I4 unassigned peptidase inhibitor homologues,
,,I04.UPW,family I4 unassigned peptidase inhibitors,
,,I05.001,ascidian trypsin inhibitor,
,,I05.UPW,family I5 unassigned peptidase inhibitors,
,,I06.001,maize trypsin/factor XIIa inhibitor,
,,I06.002,barley trypsin/factor XIIa inhibitor,
,,I06.003,ragi seed trypsin/alpha-amylase inhibitor,
,,I06.004,wheat trypsin/alpha-amylase inhibitor,
,,I06.UPW,family I6 unassigned peptidase inhibitors,
,,I07.001,trypsin inhibitor MCTI-1 (Momordica charantia),
,,I07.002,elastase inhibitor MCEI (Momordica charantia),
,,I07.003,trypsin inhibitor EETI-II (Ecballium elaterium),
,,I07.004,macrocyclic squash trypsin inhibitor (Momordica cochinchinensis),
,,I07.005,trypsin inhibitor CMTI-I (Cucurbita maxima),
,,I07.006,trypsin inhibitor CPTI (Cucurbita pepo),
,,I07.007,trypsin inhibitor CMTI-III (Cucurbita maxima),
,,I07.008,trypsin inhibitor MCTI-II (Momordica charantia),
,,I07.009,trypsin inhibitor CVTI-I (Cucurbitaceae),
,,I07.010,trypsin inhibitor TGTI-I (Luffa cylindrica),
,,I07.011,trypsin inhibitor TGTI-II (Luffa cylindrica),
,,I07.012,trypsin inhibitor LCTI (Luffa cylindrica),
,,I07.013,trypsin inhibitor CMTI-II (Cucumis melo),
,,I07.014,trypsin inhibitor CSTI-IIb (Cucumis sativus ),
,,I07.015,trypsin inhibitor CSTI-IV (Cucumis sativus),
,,I07.016,trypsin inhibitor BDTI-II (Bryonia dioica),
,,I07.017,trypsin inhibitor MRTI-I (Momordica repens),
,,I07.018,trypsin inhibitor MCTI-A (Momordica charantia),
,,I07.019,trypsin inhibitor CMeTI-B (Cucumis melo),
,,I07.020,trypsin inhibitor TTII (Trichosanthes kirilowii),
,,I07.021,trypsin inhibitor MCTI-III (Momordica charantia),
,,I07.UPW,family I7 unassigned peptidase inhibitors,
,,I08.001,chymotrypsin/elastase inhibitor (Ascaris-type),
,,I08.002,Acp62F protein (Drosophila melanogaster),
,,I08.003,Bombina trypsin inhibitor,
,,I08.004,hookworm coagulation inhibitor,
,,I08.005,coagulation inhibitor (Anisakis simplex),
,,I08.006,inducible metallopeptidase inhibitor (Galleria mellonella),
,,I08.007,Ascaris trypsin inhibitor,
,,I08.008,cathepsin G/chymotrypsin inhibitor (Apis mellifera),
,,I08.009,trypsin inhibitor (Rana areolata),
,,I08.010,Ancylostoma caninum anticoagulant peptide c2,
,,I08.011,Egf1.0 peptidase inhibitor,
,,I08.012,AduTIL-1 (Ancylostoma duodenale),
,,I08.013,SjAPI peptidase inhibitor (Scorpiops jendeki),
,,I08.050,subtilisin inhibitor (Bombyx sp.),
,,I08.051,ixodidin,
,,I08.052,LL-TIL (Lepidobatrachus laevis),
,,I08.950,von Willebrand factor,
,,I08.951,mucin-5AC,
,,I08.952,mucin 6,
,,I08.953,mucin 5B,
,,I08.954,von Willebrand factor inhibitor unit 2,
,,I08.955,mucin 6 (Homo sapiens),
,,I08.UPW,family I8 unassigned peptidase inhibitors,
,,I09.001,subtilisin propeptide,
,,I09.002,peptidase A inhibitor 1 (Pleurotus ostreatus),
,,I09.003,peptidase B inhibitor (fungus),
,,I09.004,subtilisin propeptide-like inhibitor 1 (Arabidopsis thaliana),
,,I09.UPW,family I9 unassigned peptidase inhibitors,
,,I10.001,marinostatin,
,,I10.UPW,family I10 unassigned peptidase inhibitors,
,,I100.001,stanniocalcin-1,
,,I100.002,stanniocalcin-2,
,,I100.UPW,family I101 unassigned peptidase inhibitors,
,,I101.001,hyalomin-1 (Hyalomma marginatum),
,,I102.001,roseltide T1 (Hibiscus sabdariffa),
,,I103.001,shugoshin-2 (Homo sapiens),
,,I103.UPW,family I103 unassigned peptidase inhibitors,
,,I11.001,ecotin,
,,I11.002,ISP1 (Leishmania sp.),
,,I11.003,ISP2 (Leishmania sp.),
,,I11.004,ISP3 (Leishmania sp.),
,,I11.UPW,family I11 unassigned peptidase inhibitors,
,,I12.001,Bowman-Birk inhibitor (Glycine-type) unit 1,
,,I12.002,sunflower cyclic trypsin inhibitor,
,,I12.003,Bowman-Birk trypsin inhibitor (Medicago-type) unit 1,
,,I12.006,Bowman-Birk trypsin/chymotrypsin inhibitor (Arachis hypogaea) unit 1,
,,I12.007,rice Bowman-Birk inhibitor inhibitor unit 1,
,,I12.008,Bowman-Birk inhibitor (Glycine-type) unit 2,
,,I12.009,Bowman-Birk inhibitor (Poaceae) inhibitor unit 1,
,,I12.010,Bowman-Birk inhibitor (Poaceae) inhibitor unit 2,
,,I12.011,rice Bowman-Birk trypsin inhibitor inhibitor unit 2,
,,I12.012,rice Bowman-Birk trypsin inhibitor inhibitor unit 3,
,,I12.013,rice Bowman-Birk trypsin inhibitor inhibitor unit 4,
,,I12.017,Bowman-Birk peptidase inhibitor (Arachis hypogaea) inhibitor unit 2,
,,I12.018,lupin Bowman-Birk trypsin inhibitor,
,,I12.019,WRSI5 trypsin inhibitor,
,,I12.950,Bowman-Birk inhibitor (Poaceae) inhibitor unit 4,
,,I12.951,Bowman-Birk inhibitor (Poaceae) inhibitor unit 3,
,,I12.952,rice Bowman-Birk trypsin inhibitor inhibitor unit 5,
,,I12.UNW,family I12 unassigned peptidase inhibitor homologues,
,,I12.UPW,family I12 unassigned peptidase inhibitors,
,,I13.001,eglin c,
,,I13.002,potato peptidase inhibitor I,
,,I13.003,chymotrypsin inhibitor 2,
,,I13.004,glutamyl peptidase II inhibitor (bitter gourd),
,,I13.005,subtilisin-chymotrypsin inhibitor CI-1A (barley),
,,I13.006,chymotrypsin inhibitor I (potato),
,,I13.007,subtilisin inhibitor I (Fabaceae),
,,I13.008,inhibitor of trypsin and Hageman factor (Cucurbita maxima),
,,I13.009,trypsin/subtilisin inhibitor (Amaranthus sp.),
,,I13.010,tomato peptidase inhibitor I,
,,I13.011,buckwheat peptidase inhibitor I,
,,I13.012,wheat subtilisin/chymotrypsin inhibitor,
,,I13.013,cytin B chain (Theromyzon tessulatum),
,,I13.014,MCoCI chymotrypsin inhibitor (Momordica cochinchinensis),
,,I13.015,cereal subtilisin-chymotrypsin inhibitor-2,
,,I13.016,cereal subtilisin-chymotrypsin inhibitor-1,
,,I13.UPW,family I13 unassigned peptidase inhibitors,
,,I14.001,hirudin,
,,I14.002,haemadin,
,,I14.UPW,family I14 unassigned peptidase inhibitors,
,,I15.001,hirustasin,
,,I15.002,bdellastasin,
,,I15.003,theromin (Theromyzon tessulatum),
,,I15.004,tessulin,
,,I15.005,guamerin (Hirudo nipponia),
,,I15.006,therin,
,,I15.007,antistasin inhibitor unit 1,
,,I15.008,antistasin inhibitor unit 2,
,,I15.009,ghilanten inhibitor unit 1,
,,I15.010,ghilanten inhibitor unit 2,
,,I15.011,cytin A chain (Theromyzon tessulatum),
,,I15.012,gigastasin (Haementaria sp.),
,,I15.UNW,family I15 unassigned peptidase inhibitor homologues,
,,I15.UPW,family I15 unassigned peptidase inhibitors,
,,I16.001,plasminostreptin,
,,I16.002,kexstatin I,
,,I16.003,streptomyces subtilisin inhibitor,
,,I16.004,SIL-1 inhibitor (Streptomyces cacaoi),
,,I16.005,SIL-8 inhibitor (Streptomyces virginiae),
,,I16.006,trypsin inhibitor STI1 (Streptomyces coelicolor),
,,I16.007,SIL-2 inhibitor (Streptomyces sp.),
,,I16.008,SIL-3 inhibitor (Streptomyces coelicolor),
,,I16.009,SIL-4 inhibitor (Streptomyces lavendulae),
,,I16.010,SIL-5 inhibitor (Streptomyces fradiae),
,,I16.011,SIL-7 inhibitor (Streptomyces ambofaciens),
,,I16.012,SIL-10 inhibitor (Streptomyces thermotolerans),
,,I16.013,SIL-12 inhibitor (Streptomyces hygroscopicus),
,,I16.014,SIL-13 inhibitor (Streptomyces galbus),
,,I16.015,SIL-14 inhibitor (Streptomyces cyaneus),
,,I16.016,SIL-15 inhibitor (Streptomyces bikiniensis),
,,I16.017,ScNPI inhibitor (Streptomyces caespitosus),
,,I16.UPW,family I16 unassigned peptidase inhibitors,
,,I17.001,secretory leukocyte peptidase inhibitor domain 2,
,,I17.002,elafin,
,,I17.003,whey acidic protein-2,
,,I17.004,chelonianin inhibitor unit 2,
,,I17.005,SWDPm subtilisin inhibitor (Penaeus monodon),
,,I17.950,secretory leukocyte peptidase inhibitor domain 1,
,,I17.951,WFIKKN peptidase inhibitor inhibitor unit 1,
,,I17.952,WFIKKNRP putative peptidase inhibitor unit 1,
,,I17.953,eppin inhibitor unit 1,
,,I17.UNW,family I17 unassigned peptidase inhibitor homologues,
,,I17.UPW,family I17 unassigned peptidase inhibitors,
,,I18.001,mustard trypsin inhibitor-2,
,,I18.002,rape trypsin inhibitor,
,,I18.UNW,family I18 unassigned peptidase inhibitor homologues,
,,I18.UPW,family I18 unassigned peptidase inhibitors,
,,I19.001,peptidase inhibitor LMPI (Orthoptera) inhibitor unit 1,
,,I19.002,pacifastin inhibitor unit 1,
,,I19.003,pacifastin inhibitor unit 2,
,,I19.004,pacifastin inhibitor unit 3,
,,I19.005,pacifastin inhibitor unit 4,
,,I19.006,pacifastin inhibitor unit 5,
,,I19.007,pacifastin inhibitor unit 6,
,,I19.008,pacifastin inhibitor unit 7,
,,I19.009,pacifastin inhibitor unit 8,
,,I19.010,pacifastin inhibitor unit 9,
,,I19.011,peptidase inhibitor LGPI (Orthoptera) inhibitor unit 2,
,,I19.012,elastase inhibitor (Triatoma infestans),
,,I19.UNW,family I19 unassigned peptidase inhibitor homologues,
,,I19.UPW,family I19 unassigned peptidase inhibitors,
,,I20.001,potato peptidase inhibitor II inhibitor unit 1,
,,I20.002,tobacco peptidase inhibitor II inhibitor unit 1,
,,I20.003,tomato peptidase inhibitor II inhibitor unit 1,
,,I20.004,serine peptidase inhibitor II (Capsicum-type),
,,I20.005,SaPIN2a chymotrypsin inhibitor (Solanum americanum) inhibitor unit 1,
,,I20.006,SaPIN2a chymotrypsin inhibitor (Solanum americanum) inhibitor unit 2,
